zipcode,state,income,cbsa_income,state_income,latitude,longitude
83318,ID,64780,62906,75851,42.39,-113.78
83320,ID,61607,78390,75851,43.48,-113.87
83321,ID,51563,66728,75851,42.4,-114.88
83322,ID,78056,78390,75851,43.35,-114.98
83323,ID,59006,62906,75851,42.46,-113.39
83324,ID,60375,null,75851,42.87,-114.24
83325,ID,75962,66728,75851,42.57,-114.25
83327,ID,66429,78390,75851,43.41,-114.78
83328,ID,63080,66728,75851,42.56,-114.61
83330,ID,64564,null,75851,43.01,-114.7
83332,ID,76029,66728,75851,42.81,-114.91
83333,ID,77089,78390,75851,43.57,-114.21
83334,ID,51771,66728,75851,42.45,-114.26
83335,ID,60694,66728,75851,42.58,-114.07
83336,ID,60288,62906,75851,42.56,-113.81
83337,ID,0,null,75851,43.3,-115.02
83338,ID,64365,66728,75851,42.73,-114.43
83340,ID,84446,78390,75851,43.77,-114.62
83341,ID,84162,66728,75851,42.42,-114.38
83342,ID,49773,62906,75851,42.22,-113.29
83343,ID,1000000,62906,75851,42.75,-113.48
83344,ID,68750,66728,75851,42.41,-114.12
83346,ID,64375,62906,75851,42.18,-113.86
83347,ID,68457,66728,75851,42.66,-113.81
83348,ID,1000000,78390,75851,43.3,-114.07
83349,ID,68375,null,75851,43.07,-114.17
83350,ID,61152,62906,75851,42.7,-113.62
83352,ID,59432,null,75851,43.07,-114.41
83353,ID,90341,78390,75851,43.69,-114.34
83354,ID,0,78390,75851,43.67,-114.32
83355,ID,68168,null,75851,42.74,-114.73
83401,ID,74154,77200,75851,43.5,-111.89
83402,ID,68243,77200,75851,43.52,-112.27
83403,ID,1000000,77200,75851,43.47,-111.98
83404,ID,87014,77200,75851,43.42,-112
83405,ID,1000000,77200,75851,43.49,-112.11
83406,ID,85197,77200,75851,43.43,-111.89
83414,WY,148316,105843,85901,43.75,-111.04
83415,ID,1000000,null,75851,43.49,-112.03
83420,ID,71250,63056,75851,44.05,-111.32
83421,ID,86295,63056,75851,44.02,-111.53
83422,ID,84223,105843,75851,43.73,-111.22
83423,ID,54632,null,75851,44.22,-112.37
83424,ID,0,105843,75851,43.88,-111.21
83425,ID,56250,77200,75851,43.98,-112.18
83427,ID,84554,77200,75851,43.52,-111.93
83428,ID,95313,77200,75851,43.33,-111.17
83429,ID,91250,63056,75851,44.51,-111.35
83431,ID,83472,77200,75851,43.68,-112.03
83433,ID,85000,63056,75851,44.49,-111.33
83434,ID,81205,77200,75851,43.75,-112
83435,ID,62083,77200,75851,43.94,-112.56
83436,ID,64844,105843,75851,43.86,-111.42
83438,ID,77045,63056,75851,43.95,-111.76
83440,ID,58782,63056,75851,43.78,-111.76
83441,ID,1000000,63056,75851,43.76,-111.61
83442,ID,78321,77200,75851,43.69,-111.87
83443,ID,55170,77200,75851,43.49,-111.58
83444,ID,53611,77200,75851,43.73,-112.26
83445,ID,66721,63056,75851,43.98,-111.79
83446,ID,0,null,75851,44.39,-112.22
83448,ID,71875,63056,75851,43.85,-111.69
83449,ID,71184,77200,75851,43.4,-111.31
83450,ID,62000,77200,75851,43.83,-112.41
83451,ID,58500,63056,75851,43.88,-111.64
83452,ID,1000000,105843,75851,43.85,-111.11
83454,ID,51250,77200,75851,43.6,-111.95
83455,ID,84814,105843,75851,43.65,-111.22
83460,ID,1000000,63056,75851,43.82,-111.78
83462,ID,89219,null,75851,45.36,-113.82
83463,ID,0,null,75851,45.6,-113.89
83464,ID,52813,null,75851,44.49,-113.36
83465,ID,1000000,null,75851,44.81,-113.66
83466,ID,0,null,75851,45.41,-114.05
83467,ID,63415,null,75851,45,-113.86
83468,ID,58750,null,75851,44.94,-113.64
83469,ID,0,null,75851,45.39,-114.42
83501,ID,84107,79640,75851,46.16,-116.92
83520,ID,55096,null,75851,46.52,-116.3
83522,ID,67200,null,75851,45.94,-116.52
83523,ID,61071,null,75851,46.23,-116.48
83524,ID,70167,79640,75851,46.36,-116.67
83525,ID,35278,null,75851,45.8,-115.51
83526,ID,76250,null,75851,46.14,-116.41
83530,ID,66203,null,75851,45.9,-116.13
83531,ID,1000000,null,75851,45.92,-116.12
83533,ID,100556,null,75851,46.11,-116.26
83535,ID,64615,84090,75851,46.55,-116.74
83536,ID,53325,null,75851,46.25,-115.96
83537,ID,79531,84090,75851,46.64,-116.54
83539,ID,58400,null,75851,46.08,-115.86
83540,ID,59648,79640,75851,46.32,-116.78
83541,ID,62614,79640,75851,46.51,-116.47
83542,ID,59792,null,75851,45.54,-116.24
83543,ID,68125,null,75851,46.28,-116.23
83544,ID,74151,null,75851,46.48,-116.12
83545,ID,69375,79640,75851,46.42,-116.46
83546,ID,54531,null,75851,46.56,-115.81
83547,ID,81010,null,75851,45.31,-116.32
83548,ID,40000,79640,75851,46.36,-116.51
83549,ID,53646,null,75851,45.39,-116.47
83552,ID,62000,null,75851,46.08,-115.97
83553,ID,59180,null,75851,46.38,-115.89
83554,ID,33203,null,75851,45.69,-116.18
83555,ID,72500,79640,75851,46.21,-116.64
83602,ID,1000000,83389,75851,44.07,-116.11
83604,ID,0,83389,75851,42.52,-115.75
83605,ID,60045,83389,75851,43.66,-116.63
83606,ID,1000000,83389,75851,43.71,-116.74
83607,ID,75607,83389,75851,43.71,-116.75
83610,ID,56250,null,75851,44.62,-116.7
83611,ID,68088,null,75851,44.59,-115.57
83612,ID,52050,null,75851,44.89,-116.54
83615,ID,64041,null,75851,44.72,-116.05
83616,ID,114650,83389,75851,43.79,-116.38
83617,ID,66223,83389,75851,43.98,-116.52
83619,ID,74858,65927,75851,43.96,-116.91
83622,ID,72016,83389,75851,44.08,-115.85
83623,ID,49531,57519,75851,43.09,-115.37
83624,ID,65714,83389,75851,42.91,-116.12
83626,ID,65536,83389,75851,43.67,-116.83
83627,ID,67292,83389,75851,42.9,-115.56
83628,ID,59833,83389,75851,43.59,-116.94
83629,ID,74500,83389,75851,43.92,-116.17
83630,ID,1000000,83389,75851,43.59,-116.78
83631,ID,49740,83389,75851,43.87,-115.64
83632,ID,85357,null,75851,44.54,-116.41
83633,ID,63542,57519,75851,43.07,-115.19
83634,ID,79611,83389,75851,43.43,-116.32
83635,ID,1000000,null,75851,44.91,-116.09
83636,ID,0,83389,75851,43.91,-116.66
83637,ID,61875,83389,75851,44.14,-115.32
83638,ID,87679,null,75851,45.07,-115.97
83639,ID,65583,83389,75851,43.48,-116.84
83641,ID,85918,83389,75851,43.36,-116.55
83642,ID,103738,83389,75851,43.59,-116.42
83643,ID,60313,null,75851,44.63,-116.44
83644,ID,85851,83389,75851,43.74,-116.58
83645,ID,78594,null,75851,44.38,-116.58
83646,ID,98054,83389,75851,43.65,-116.43
83647,ID,58349,57519,75851,43.36,-115.52
83648,ID,57596,57519,75851,43.05,-115.86
83650,ID,54643,83389,75851,43.08,-116.52
83651,ID,67110,83389,75851,43.6,-116.61
83652,ID,1000000,null,75851,43.7,-116.62
83653,ID,1000000,83389,75851,43.63,-116.49
83654,ID,69952,null,75851,45.11,-116.36
83655,ID,89570,83389,75851,43.94,-116.8
83656,ID,70625,83389,75851,43.73,-116.8
83657,ID,59292,83389,75851,44.27,-116.31
83660,ID,58589,83389,75851,43.8,-116.91
83661,ID,61368,65927,75851,44.06,-116.7
83666,ID,83750,83389,75851,43.96,-115.98
83669,ID,91297,83389,75851,43.72,-116.49
83670,ID,73750,83389,75851,44.01,-116.33
83671,ID,1000000,null,75851,45.29,-115.59
83672,ID,51206,null,75851,44.47,-116.91
83676,ID,76372,83389,75851,43.65,-116.93
83677,ID,1000000,null,75851,45.02,-115.52
83680,ID,1000000,83389,75851,43.61,-116.4
83686,ID,77530,83389,75851,43.49,-116.61
83687,ID,71938,83389,75851,43.6,-116.54
83701,ID,1000000,83389,75851,43.62,-116.32
83702,ID,127034,83389,75851,43.71,-116.18
83703,ID,79795,83389,75851,43.67,-116.24
83704,ID,72237,83389,75851,43.63,-116.28
83705,ID,65923,83389,75851,43.56,-116.21
83706,ID,98169,83389,75851,43.59,-116.19
83707,ID,1000000,83389,75851,43.66,-116.16
83708,ID,1000000,83389,75851,43.61,-116.21
83709,ID,85113,83389,75851,43.54,-116.29
83711,ID,1000000,83389,75851,43.65,-116.27
83712,ID,143333,83389,75851,43.6,-116.12
83713,ID,80746,83389,75851,43.63,-116.32
83714,ID,88750,83389,75851,43.64,-116.26
83715,ID,1000000,83389,75851,43.56,-116.21
83716,ID,117175,83389,75851,43.54,-115.92
83717,ID,1000000,83389,75851,43.61,-116.2
83719,ID,1000000,83389,75851,43.54,-116.28
83720,ID,1000000,83389,75851,43.61,-116.21
83722,ID,1000000,null,75851,43.61,-116.21
83724,ID,1000000,83389,75851,43.61,-116.19
83725,ID,1000000,83389,75851,43.6,-116.2
83726,ID,1000000,null,75851,43.43,-116
83728,ID,1000000,83389,75851,43.61,-116.2
83729,ID,1000000,83389,75851,43.6,-116.19
83732,ID,1000000,null,75851,43.54,-116.28
83735,ID,1000000,83389,75851,43.61,-116.19
83756,ID,1000000,null,75851,43.61,-116.21
83799,ID,1000000,null,75851,43.61,-116.2
83801,ID,62695,76409,75851,47.96,-116.68
83802,ID,0,null,75851,47.17,-115.8
83803,ID,54234,76409,75851,47.97,-116.56
83804,ID,51845,67731,75851,48.04,-116.96
83805,ID,63259,null,75851,48.75,-116.51
83806,ID,42500,84090,75851,46.9,-116.36
83808,ID,60313,null,75851,47.31,-116.09
83809,ID,146220,67731,75851,48.06,-116.59
83810,ID,115071,76409,75851,47.57,-116.47
83811,ID,49005,67731,75851,48.06,-116.17
83812,ID,71250,null,75851,47.02,-116.24
83813,ID,83808,67731,75851,48.1,-116.67
83814,ID,73905,76409,75851,47.59,-116.91
83815,ID,75583,76409,75851,47.72,-116.75
83816,ID,1000000,76409,75851,47.67,-116.78
83821,ID,143750,67731,75851,48.6,-116.86
83822,ID,36300,67731,75851,48.13,-116.99
83823,ID,69911,84090,75851,46.79,-116.51
83824,ID,0,84090,75851,47.12,-116.91
83825,ID,77083,67731,75851,48.25,-116.6
83826,ID,1000000,null,75851,48.98,-116.19
83827,ID,43000,null,75851,46.77,-116.19
83830,ID,28125,null,75851,47.09,-116.36
83832,ID,82500,84090,75851,46.56,-116.88
83833,ID,100575,76409,75851,47.54,-116.7
83834,ID,125972,84090,75851,46.94,-116.69
83835,ID,81440,76409,75851,47.78,-116.71
83836,ID,87788,67731,75851,48.26,-116.24
83837,ID,53259,null,75851,47.57,-116.11
83839,ID,57469,null,75851,47.59,-116.24
83840,ID,73036,67731,75851,48.31,-116.51
83841,ID,85153,67731,75851,48.2,-116.75
83842,ID,51328,76409,75851,47.44,-116.47
83843,ID,88181,84090,75851,46.71,-116.91
83844,ID,1000000,84090,75851,46.73,-117.01
83845,ID,71042,null,75851,48.7,-116.12
83846,ID,68393,null,75851,47.46,-115.74
83847,ID,52768,null,75851,48.59,-116.4
83848,ID,101094,67731,75851,48.67,-116.88
83849,ID,54757,null,75851,47.53,-116.01
83850,ID,59565,null,75851,47.46,-116.21
83851,ID,56563,76409,75851,47.28,-116.88
83852,ID,47351,67731,75851,48.31,-116.54
83853,ID,1000000,null,75851,48.95,-116.62
83854,ID,75091,76409,75851,47.78,-117.02
83855,ID,60202,84090,75851,46.96,-116.91
83856,ID,71567,67731,75851,48.38,-116.89
83857,ID,88095,84090,75851,46.9,-116.81
83858,ID,80840,76409,75851,47.84,-116.88
83860,ID,85457,67731,75851,48.18,-116.56
83861,ID,67154,76409,75851,47.2,-116.55
83864,ID,66932,67731,75851,48.34,-116.45
83865,ID,1000000,67731,75851,48.39,-116.53
83866,ID,0,null,75851,47.18,-116.41
83867,ID,112806,null,75851,47.49,-115.95
83868,ID,41164,null,75851,47.52,-116.18
83869,ID,66843,76409,75851,47.98,-116.89
83870,ID,57250,null,75851,47.12,-116.79
83871,ID,87115,84090,75851,46.74,-116.74
83872,ID,85250,84090,75851,46.86,-116.97
83873,ID,58036,null,75851,47.61,-115.91
83874,ID,1000000,null,75851,47.63,-115.79
83876,ID,49167,76409,75851,47.44,-116.89
83877,ID,1000000,76409,75851,47.71,-116.94
84001,UT,84688,null,90665,40.35,-110.28
84002,UT,83571,null,90665,40.47,-110.32
84003,UT,109113,90374,90665,40.39,-111.78
84004,UT,151425,90374,90665,40.5,-111.7
84005,UT,90846,90374,90665,40.37,-112.02
84006,UT,63125,96438,90665,40.59,-112.1
84007,UT,93281,null,90665,40.33,-110.2
84008,UT,0,77324,90665,40.45,-109.53
84009,UT,117566,96438,90665,40.55,-111.94
84010,UT,103199,93971,90665,40.88,-111.82
84011,UT,1000000,93971,90665,40.87,-111.86
84013,UT,105234,90374,90665,40.33,-112.11
84014,UT,119493,93971,90665,40.93,-111.88
84015,UT,87321,93971,90665,41.12,-112.06
84016,UT,1000000,93971,90665,41.1,-112.02
84017,UT,88491,123514,90665,40.88,-111.31
84018,UT,1000000,93971,90665,41.13,-111.54
84020,UT,125631,96438,90665,40.49,-111.84
84021,UT,66625,null,90665,40.1,-110.49
84022,UT,129583,96438,90665,40.39,-112.63
84023,UT,84583,null,90665,40.94,-109.19
84024,UT,0,123514,90665,41,-111.44
84025,UT,117459,93971,90665,40.98,-111.9
84026,UT,51518,77324,90665,40.29,-109.8
84027,UT,0,null,90665,40.15,-110.82
84028,UT,61250,null,90665,41.93,-111.42
84029,UT,88728,96438,90665,40.67,-112.76
84031,UT,1000000,null,90665,40.54,-110.73
84032,UT,100581,123514,90665,40.43,-111.19
84033,UT,113646,123514,90665,40.97,-111.51
84034,UT,65417,96438,90665,40.06,-113.88
84035,UT,0,77324,90665,40.47,-109.26
84036,UT,104107,123514,90665,40.62,-111.15
84037,UT,119730,93971,90665,41.02,-111.92
84038,UT,84792,null,90665,41.81,-111.37
84039,UT,53958,77324,90665,40.39,-109.84
84040,UT,113231,93971,90665,41.09,-111.93
84041,UT,86868,93971,90665,41.07,-111.98
84042,UT,107576,90374,90665,40.34,-111.72
84043,UT,116102,90374,90665,40.41,-111.87
84044,UT,78982,96438,90665,40.7,-112.08
84045,UT,108434,90374,90665,40.34,-111.91
84046,UT,78214,null,90665,40.94,-109.79
84047,UT,74000,96438,90665,40.62,-111.9
84049,UT,133155,123514,90665,40.5,-111.52
84050,UT,120021,96438,90665,41.01,-111.67
84051,UT,126429,null,90665,40.41,-110.4
84052,UT,61333,77324,90665,40.17,-110.02
84053,UT,72083,null,90665,40.41,-109.99
84054,UT,99663,93971,90665,40.84,-111.9
84055,UT,97188,123514,90665,40.81,-111.11
84056,UT,61370,93971,90665,41.12,-111.98
84057,UT,73782,90374,90665,40.31,-111.71
84058,UT,70229,90374,90665,40.29,-111.72
84059,UT,91610,90374,90665,40.31,-111.72
84060,UT,154412,123514,90665,40.64,-111.49
84061,UT,106786,123514,90665,40.74,-111.36
84062,UT,95992,90374,90665,40.46,-111.63
84063,UT,1000000,77324,90665,40.18,-109.71
84064,UT,83636,null,90665,41.65,-111.21
84065,UT,121806,96438,90665,40.5,-111.94
84066,UT,73375,77324,90665,40.28,-110
84067,UT,82719,93971,90665,41.17,-112.04
84068,UT,1000000,123514,90665,40.66,-111.5
84069,UT,96875,96438,90665,40.34,-112.48
84070,UT,89542,96438,90665,40.57,-111.89
84071,UT,116406,96438,90665,40.39,-112.31
84072,UT,60179,null,90665,40.38,-110.65
84073,UT,56094,null,90665,40.35,-110.43
84074,UT,94635,96438,90665,40.57,-112.33
84075,UT,118654,93971,90665,41.08,-112.08
84076,UT,108611,77324,90665,40.44,-109.84
84078,UT,79776,77324,90665,40.55,-109.57
84079,UT,1000000,77324,90665,40.45,-109.53
84080,UT,68750,96438,90665,40.1,-112.43
84081,UT,107737,96438,90665,40.59,-112.03
84082,UT,138083,123514,90665,40.36,-111.43
84083,UT,38875,96438,90665,40.82,-113.57
84084,UT,85490,96438,90665,40.62,-111.98
84085,UT,1000000,77324,90665,40.55,-109.9
84086,UT,52404,null,90665,41.47,-111.23
84087,UT,113426,93971,90665,40.89,-111.93
84088,UT,91378,96438,90665,40.6,-111.96
84089,UT,1000000,93971,90665,41.11,-112.02
84090,UT,1000000,96438,90665,40.56,-111.85
84091,UT,1000000,96438,90665,40.58,-111.82
84092,UT,138887,96438,90665,40.56,-111.72
84093,UT,127042,96438,90665,40.59,-111.81
84094,UT,100119,96438,90665,40.56,-111.86
84095,UT,130278,96438,90665,40.55,-111.96
84096,UT,114978,96438,90665,40.48,-112.07
84097,UT,93445,90374,90665,40.29,-111.67
84098,UT,170902,123514,90665,40.71,-111.55
84101,UT,86125,96438,90665,40.75,-111.9
84102,UT,83304,96438,90665,40.75,-111.86
84103,UT,140714,96438,90665,40.79,-111.82
84104,UT,62809,96438,90665,40.74,-111.98
84105,UT,115847,96438,90665,40.73,-111.85
84106,UT,98458,96438,90665,40.7,-111.85
84107,UT,79281,96438,90665,40.65,-111.88
84108,UT,152526,96438,90665,40.78,-111.73
84109,UT,133722,96438,90665,40.7,-111.71
84110,UT,1000000,96438,90665,40.75,-111.9
84111,UT,85653,96438,90665,40.75,-111.88
84112,UT,0,96438,90665,40.76,-111.84
84113,UT,0,96438,90665,40.76,-111.83
84114,UT,0,96438,90665,40.77,-111.89
84115,UT,63426,96438,90665,40.71,-111.89
84116,UT,65208,96438,90665,40.81,-111.94
84117,UT,93101,96438,90665,40.65,-111.83
84118,UT,78150,96438,90665,40.65,-112.01
84119,UT,65384,96438,90665,40.7,-111.94
84120,UT,81189,96438,90665,40.69,-111.99
84121,UT,124127,96438,90665,40.62,-111.71
84122,UT,1000000,96438,90665,40.79,-111.96
84123,UT,81753,96438,90665,40.65,-111.92
84124,UT,121639,96438,90665,40.67,-111.79
84125,UT,1000000,96438,90665,40.7,-111.94
84126,UT,1000000,96438,90665,40.7,-111.94
84127,UT,1000000,96438,90665,40.7,-111.94
84128,UT,90129,96438,90665,40.7,-112.05
84129,UT,89274,96438,90665,40.66,-111.93
84130,UT,1000000,null,90665,40.7,-111.94
84131,UT,1000000,null,90665,40.7,-111.94
84132,UT,1000000,96438,90665,40.76,-111.84
84133,UT,1000000,96438,90665,40.76,-111.89
84134,UT,1000000,96438,90665,40.77,-111.94
84138,UT,0,96438,90665,40.75,-111.88
84139,UT,1000000,96438,90665,40.76,-111.88
84141,UT,1000000,null,90665,40.66,-111.86
84143,UT,1000000,96438,90665,40.77,-111.88
84145,UT,1000000,null,90665,40.75,-111.9
84147,UT,1000000,null,90665,40.75,-111.88
84148,UT,1000000,96438,90665,40.75,-111.83
84150,UT,1000000,96438,90665,40.77,-111.88
84151,UT,1000000,96438,90665,40.78,-111.94
84152,UT,1000000,96438,90665,40.72,-111.86
84157,UT,1000000,96438,90665,40.65,-111.88
84158,UT,1000000,96438,90665,40.73,-111.81
84165,UT,1000000,96438,90665,40.71,-111.89
84170,UT,1000000,96438,90665,40.69,-112.01
84171,UT,1000000,96438,90665,40.62,-111.8
84180,UT,0,96438,90665,40.77,-111.9
84184,UT,1000000,96438,90665,40.67,-111.95
84190,UT,1000000,96438,90665,40.72,-111.88
84199,UT,1000000,96438,90665,40.72,-111.94
84201,UT,1000000,93971,90665,41.24,-111.99
84244,UT,1000000,null,90665,41.26,-111.96
84301,UT,72857,93971,90665,41.61,-112.13
84302,UT,78707,93971,90665,41.51,-112.04
84304,UT,0,73406,90665,41.82,-111.99
84305,UT,72000,73406,90665,41.92,-112.06
84306,UT,94596,93971,90665,41.79,-112.06
84307,UT,67708,93971,90665,41.46,-112.47
84308,UT,64375,73406,90665,41.96,-112
84309,UT,97500,93971,90665,41.71,-112.1
84310,UT,141705,93971,90665,41.33,-111.79
84311,UT,59375,93971,90665,41.82,-112.1
84312,UT,71327,93971,90665,41.79,-112.17
84313,UT,0,93971,90665,41.68,-113.83
84314,UT,96250,93971,90665,41.64,-112.09
84315,UT,111296,93971,90665,41.15,-112.14
84316,UT,76111,93971,90665,41.79,-112.49
84317,UT,118940,93971,90665,41.28,-111.69
84318,UT,86696,73406,90665,41.8,-111.8
84319,UT,80385,73406,90665,41.6,-111.72
84320,UT,70227,73406,90665,41.95,-111.86
84321,UT,62035,73406,90665,41.72,-111.84
84322,UT,1000000,73406,90665,41.74,-111.8
84323,UT,1000000,73406,90665,41.68,-111.64
84324,UT,119276,93971,90665,41.49,-111.95
84325,UT,121806,73406,90665,41.71,-111.98
84326,UT,76250,73406,90665,41.67,-111.82
84327,UT,67212,73406,90665,41.87,-111.99
84328,UT,87583,73406,90665,41.48,-111.77
84329,UT,1000000,93971,90665,41.74,-113.44
84330,UT,73295,93971,90665,41.91,-112.12
84331,UT,70417,93971,90665,41.95,-112.27
84332,UT,105278,73406,90665,41.69,-111.81
84333,UT,81042,73406,90665,41.9,-111.81
84334,UT,1000000,93971,90665,41.78,-112.15
84335,UT,82640,73406,90665,41.82,-111.87
84336,UT,73750,93971,90665,41.81,-112.87
84337,UT,74656,93971,90665,41.69,-112.27
84338,UT,76250,73406,90665,41.92,-111.92
84339,UT,98750,73406,90665,41.62,-111.93
84340,UT,101313,93971,90665,41.36,-112.04
84341,UT,67829,73406,90665,41.78,-111.81
84401,UT,77681,93971,90665,41.21,-111.97
84402,UT,1000000,93971,90665,41.22,-112.02
84403,UT,87956,93971,90665,41.18,-111.91
84404,UT,76005,93971,90665,41.24,-112.13
84405,UT,83780,93971,90665,41.15,-111.98
84407,UT,1000000,93971,90665,41.24,-111.96
84408,UT,1000000,93971,90665,41.19,-111.94
84409,UT,1000000,93971,90665,41.19,-111.94
84412,UT,1000000,93971,90665,41.3,-111.94
84414,UT,100972,93971,90665,41.31,-111.96
84415,UT,1000000,93971,90665,41.22,-111.97
84501,UT,66439,65877,90665,39.57,-110.8
84510,UT,1000000,null,90665,37.2,-109.29
84511,UT,79450,null,90665,37.55,-109.48
84512,UT,48824,null,90665,37.14,-109.52
84513,UT,55202,null,90665,39.24,-111.01
84515,UT,0,null,90665,38.98,-109.13
84516,UT,73125,null,90665,39.14,-111.07
84518,UT,83478,null,90665,39.4,-110.91
84520,UT,51375,65877,90665,39.53,-110.43
84521,UT,75329,null,90665,39.42,-110.76
84522,UT,78333,null,90665,38.92,-111.21
84523,UT,77750,null,90665,39.1,-111.16
84525,UT,69659,null,90665,38.98,-110.65
84526,UT,71068,65877,90665,39.67,-111.01
84528,UT,72500,null,90665,39.41,-111
84529,UT,1000000,65877,90665,39.68,-110.82
84530,UT,1000000,null,90665,38.23,-109.17
84531,UT,0,null,90665,37.18,-109.88
84532,UT,70401,null,90665,38.53,-109.55
84533,UT,1000000,null,90665,37.57,-110.32
84534,UT,47167,null,90665,37.21,-109.19
84535,UT,69449,null,90665,37.98,-109.29
84536,UT,35208,null,90665,37.08,-110.25
84537,UT,80583,null,90665,39.32,-111.22
84539,UT,48333,65877,90665,39.61,-110.34
84540,UT,0,null,90665,39.18,-109.49
84542,UT,57426,65877,90665,39.54,-110.74
84601,UT,62730,90374,90665,40.22,-111.69
84602,UT,1000000,90374,90665,40.22,-111.69
84603,UT,1000000,90374,90665,40.22,-111.69
84604,UT,74701,123514,90665,40.33,-111.57
84605,UT,1000000,90374,90665,40.22,-111.67
84606,UT,46208,90374,90665,40.21,-111.61
84620,UT,89141,null,90665,38.91,-111.93
84621,UT,1000000,null,90665,39.05,-111.83
84622,UT,81250,null,90665,39.1,-111.79
84623,UT,0,null,90665,39.45,-111.57
84624,UT,76461,null,90665,39.29,-112.56
84626,UT,1000000,90374,90665,39.9,-112
84627,UT,83393,null,90665,39.35,-111.57
84628,UT,62639,90374,90665,39.94,-112.13
84629,UT,77500,90374,90665,39.78,-111.44
84630,UT,0,null,90665,39.29,-111.8
84631,UT,73185,null,90665,38.96,-112.39
84632,UT,68958,null,90665,39.62,-111.66
84633,UT,83750,90374,90665,39.93,-111.88
84634,UT,83313,null,90665,39.16,-111.81
84635,UT,69375,null,90665,39.4,-112.72
84636,UT,73333,null,90665,39.14,-112.34
84637,UT,67917,null,90665,38.81,-112.42
84638,UT,73750,null,90665,39.51,-112.26
84639,UT,80156,90374,90665,39.52,-111.88
84640,UT,85625,null,90665,39.5,-112.38
84642,UT,62396,null,90665,39.29,-111.62
84643,UT,60341,null,90665,39.1,-111.71
84644,UT,54167,null,90665,38.88,-112.4
84645,UT,86167,90374,90665,39.85,-111.84
84646,UT,62667,null,90665,39.54,-111.61
84647,UT,67477,null,90665,39.55,-111.39
84648,UT,86745,90374,90665,39.68,-111.83
84649,UT,71094,null,90665,39.37,-112.28
84651,UT,87447,90374,90665,39.96,-111.72
84652,UT,76250,null,90665,39,-111.88
84653,UT,99167,90374,90665,40.02,-111.64
84654,UT,65179,null,90665,38.95,-111.83
84655,UT,87887,90374,90665,39.99,-111.81
84656,UT,83542,null,90665,39.14,-112.07
84657,UT,65625,null,90665,38.8,-111.88
84660,UT,90570,90374,90665,40.02,-111.55
84662,UT,61750,null,90665,39.44,-111.45
84663,UT,84767,90374,90665,40.2,-111.47
84664,UT,125504,90374,90665,40.12,-111.57
84665,UT,85938,null,90665,39.19,-111.68
84667,UT,61250,null,90665,39.5,-111.67
84701,UT,68203,null,90665,38.75,-112.1
84710,UT,49375,null,90665,37.46,-112.5
84711,UT,85893,null,90665,38.71,-112.06
84712,UT,58125,null,90665,38.09,-112
84713,UT,87985,null,90665,38.38,-112.66
84714,UT,62750,68878,90665,37.87,-113.66
84715,UT,47321,null,90665,38.33,-111.55
84716,UT,59107,null,90665,37.92,-111.48
84718,UT,84375,null,90665,37.54,-112.05
84719,UT,0,68878,90665,37.64,-112.8
84720,UT,71346,79756,90665,37.59,-113.19
84721,UT,69567,68878,90665,37.77,-113.08
84722,UT,63150,79756,90665,37.39,-113.63
84723,UT,63125,null,90665,38.18,-112.22
84724,UT,56429,null,90665,38.68,-112.14
84725,UT,68906,79756,90665,37.52,-113.75
84726,UT,79044,null,90665,37.77,-111.6
84728,UT,58750,null,90665,39.3,-113.91
84729,UT,67500,null,90665,37.38,-112.58
84730,UT,100500,null,90665,38.74,-112.02
84731,UT,1000000,null,90665,38.25,-112.85
84732,UT,142955,null,90665,38.45,-111.9
84733,UT,135648,79756,90665,37.24,-113.79
84734,UT,53750,null,90665,38.27,-110.75
84735,UT,87679,null,90665,37.6,-112.47
84736,UT,70972,null,90665,37.55,-112
84737,UT,70887,79756,90665,37.04,-113.21
84738,UT,79533,79756,90665,37.18,-113.71
84739,UT,68750,null,90665,38.63,-112.21
84740,UT,42969,null,90665,38.23,-112.26
84741,UT,87500,null,90665,37.27,-112.23
84742,UT,68125,68878,90665,37.54,-113.21
84743,UT,1000000,null,90665,38.23,-112.19
84744,UT,54091,null,90665,38.51,-111.87
84745,UT,56544,79756,90665,37.23,-113.24
84746,UT,83750,79756,90665,37.23,-113.36
84747,UT,85368,null,90665,38.41,-111.64
84749,UT,80192,null,90665,38.37,-111.6
84750,UT,39453,null,90665,38.41,-112.24
84751,UT,83958,null,90665,38.38,-112.93
84752,UT,72625,null,90665,38.21,-112.93
84753,UT,0,68878,90665,37.97,-113.86
84754,UT,75250,null,90665,38.62,-112.11
84755,UT,0,null,90665,37.24,-112.77
84756,UT,60625,68878,90665,37.57,-113.57
84757,UT,81667,79756,90665,37.46,-113.26
84758,UT,71563,null,90665,37.28,-112.71
84759,UT,67656,null,90665,37.86,-112.34
84760,UT,55357,68878,90665,37.93,-112.64
84761,UT,64750,68878,90665,37.91,-112.85
84762,UT,1000000,null,90665,37.4,-112.63
84763,UT,77750,79756,90665,37.15,-113.05
84764,UT,1000000,null,90665,37.59,-112.17
84765,UT,86399,79756,90665,37.13,-113.65
84766,UT,75556,null,90665,38.58,-112.32
84767,UT,111667,79756,90665,37.25,-112.99
84770,UT,69554,79756,90665,37.18,-113.6
84771,UT,1000000,79756,90665,37.13,-113.48
84772,UT,53365,68878,90665,37.77,-112.93
84773,UT,35156,null,90665,38.23,-111.47
