st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
NY,BUSHWICK ASCEND CHARTER SCHOOL,360101706172,BUSHWICK ASCEND CHARTER SCHOOL,3601017,BROOKLYN,11221,BROOKLYN,11221,Yes under Community Eligibility Option (CEO),771,,717
NY,BUSHWICK COMMUNITY HIGH SCHOOL,360009705725,NEW YORK CITY GEOGRAPHIC DISTRICT #32,3600097,BROOKLYN,11221,BROOKLYN,11221,Yes under Community Eligibility Option (CEO),105,,98
NY,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,360009705562,NEW YORK CITY GEOGRAPHIC DISTRICT #32,3600097,BROOKLYN,11221,GLENDALE,11385,Yes under Community Eligibility Option (CEO),344,,321
NY,BUSINESS OF SPORTS SCHOOL,360007706126,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,3600077,NEW YORK,10019,NEW YORK,10019,Yes under Community Eligibility Option (CEO),431,,370
NY,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,360009906468,NEW YORK CITY GEOGRAPHIC DISTRICT #26,3600099,QUEENS VILLAGE,11427,QUEENS VILLAGE,11427,,532,,410
NC,Butler Avenue Elementary,370093000352,Clinton City Schools,3700930,Clinton,28328,Clinton,28328,Yes participating without using any Provision or the CEO,472,,469
NC,Butler High School,370297002324,Charlotte-Mecklenburg Schools,3702970,Matthews,28105,Matthews,28105,Yes participating without using any Provision or the CEO,1843,,863
NJ,Butler High School,340252004166,Butler Public School District,3402520,BUTLER,07405,BUTLER,07405,Yes participating without using any Provision or the CEO,502,,122
NC,Butner-Stem Elementary,370180000737,Granville County Schools,3701800,Butner,27509,Butner,27509,Yes participating without using any Provision or the CEO,516,,432
NC,Butner-Stem Middle,370180002385,Granville County Schools,3701800,Butner,27509,Butner,27509,Yes participating without using any Provision or the CEO,403,,311
NJ,Buzz Aldrin Middle School,341056002178,Montclair Public School District,3410560,UPPER MONTCLAIR,07042,UPPER MONTCLAIR,07042,Yes participating without using any Provision or the CEO,607,,82
NY,BYRAM HILLS HIGH SCHOOL,360606000389,BYRAM HILLS CENTRAL SCHOOL DISTRICT,3606060,ARMONK,10504,ARMONK,10504,No,740,,
NJ,Byram Intermediate School,340255005334,Byram Township School District,3402550,STANHOPE,07874,STANHOPE,07874,Yes participating without using any Provision or the CEO,379,,29
NJ,Byram Lakes Elementary School,340255000728,Byram Township School District,3402550,STANHOPE,07874,STANHOPE,07874,Yes participating without using any Provision or the CEO,447,,28
NY,BYRON-BERGEN ELEMENTARY SCHOOL,360609000393,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,3606090,BERGEN,14416,BERGEN,14416,Yes participating without using any Provision or the CEO,418,,209
NY,BYRON-BERGEN JUNIOR/SENIOR HIGH SCHOOL,360609000394,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,3606090,BERGEN,14416,BERGEN,14416,Yes participating without using any Provision or the CEO,427,,184
NC,C B Eller Elementary School,370495001972,Wilkes County Schools,3704950,Elkin,28621,Elkin,28621,Yes participating without using any Provision or the CEO,272,,269
NC,C C Griffin Middle,370053002623,Cabarrus County Schools,3700530,Concord,28025,Concord,28025,Yes participating without using any Provision or the CEO,963,,583
NC,C C Spaulding Elementary,370126000571,Durham Public Schools,3701260,Durham,27707,Durham,27707,Yes participating without using any Provision or the CEO,223,,220
NC,C C Wright Elementary School,370495001973,Wilkes County Schools,3704950,North Wilkesboro,28659,North Wilkesboro,28659,Yes participating without using any Provision or the CEO,327,,324
NC,C E Jordan High,370126000530,Durham Public Schools,3701260,Durham,27707,Durham,27707,Yes participating without using any Provision or the CEO,2068,,954
NY,C E WALTERS SCHOOL,361923001751,LONGWOOD CENTRAL SCHOOL DISTRICT,3619230,YAPHANK,11980,YAPHANK,11980,Yes under Community Eligibility Option (CEO),806,,405
NY,C GRANT GRIMSHAW SCHOOL,361641001447,LAFAYETTE CENTRAL SCHOOL DISTRICT,3616410,LAFAYETTE,13084,LAFAYETTE,13084,Yes under Community Eligibility Option (CEO),324,,153
NY,C J HOOKER MIDDLE SCHOOL,361233000997,GOSHEN CENTRAL SCHOOL DISTRICT,3612330,GOSHEN,10924,GOSHEN,10924,Yes participating without using any Provision or the CEO,640,,166
NC,C Joyner Greene Education Center,370192003314,Guilford County Schools,3701920,Jamestown,27282,Jamestown,27282,Yes participating without using any Provision or the CEO,69,,66
NC,C M Eppes Middle,370001200004,Pitt County Schools,3700012,Greenville,27858,Greenville,27858,Yes participating without using any Provision or the CEO,623,,614
NY,C R WEEKS ELEMENTARY SCHOOL,360273000047,WINDSOR CENTRAL SCHOOL DISTRICT,3602730,WINDSOR,13865,WINDSOR,13865,Yes under Provision 2,302,,126
NY,C S DRIVER MIDDLE SCHOOL,361848001662,MARCELLUS CENTRAL SCHOOL DISTRICT,3618480,MARCELLUS,13108,MARCELLUS,13108,Yes participating without using any Provision or the CEO,486,,111
NY,C V STARR INTERMEDIATE SCHOOL,360531003400,BREWSTER CENTRAL SCHOOL DISTRICT,3605310,BREWSTER,10509,BREWSTER,10509,Yes participating without using any Provision or the CEO,633,,289
NC,C Wayne Collier Elementary,370001102121,Cumberland County Schools,3700011,Hope Mills,28348,Hope Mills,28348,Yes participating without using any Provision or the CEO,505,,502
NC,C. G. Credle Elementary,370180000738,Granville County Schools,3701800,Oxford,27565,Oxford,27565,Yes participating without using any Provision or the CEO,314,,290
NJ,C. Richard Applegate School,340564003812,Freehold Township School District,3405640,FREEHOLD,07728,FREEHOLD,07728,Yes participating without using any Provision or the CEO,377,,48
NC,C.F. Pope Elementary,370357001462,Pender County Schools,3703570,Burgaw,28425,Burgaw,28425,Yes participating without using any Provision or the CEO,538,,535
NM,C.V. KOOGLER MIDDLE,350015000136,AZTEC,3500150,AZTEC,87410,AZTEC,87410,Yes under Community Eligibility Option (CEO),519,177,178
NC,Cabarrus Co Opportunity School,370053002075,Cabarrus County Schools,3700530,Concord,28025,Concord,28025,Yes participating without using any Provision or the CEO,43,,40
NC,Cabarrus County Schools Virtual Academy,370053003538,Cabarrus County Schools,3700530,Concord,28027,Concord,28027,Yes participating without using any Provision or the CEO,175,,50
NC,Cabarrus Early College of Technology,370053003407,Cabarrus County Schools,3700530,Concord,28027,Concord,28027,Yes participating without using any Provision or the CEO,232,,75
NC,Cabarrus Health Sciences Institute,370053003632,Cabarrus County Schools,3700530,Concord,28025,Concord,28025,Yes participating without using any Provision or the CEO,112,,42
NC,Cabarrus-Kannapolis Early Coll,370053003159,Cabarrus County Schools,3700530,Concord,28027,Concord,28027,Yes participating without using any Provision or the CEO,236,,84
NJ,Cadwalader Elementary School,341629003214,Trenton Public School District,3416290,TRENTON,08618,TRENTON,08618,Yes under Community Eligibility Option (CEO),185,,61
NY,CAHILL SCHOOL,362580003544,SAUGERTIES CENTRAL SCHOOL DISTRICT,3625800,SAUGERTIES,12477,SAUGERTIES,12477,Yes participating without using any Provision or the CEO,412,,196
NY,CAIRO-DURHAM ELEMENTARY SCHOOL,360616000395,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,3606160,CAIRO,12413,CAIRO,12413,Yes under Community Eligibility Option (CEO),441,,259
NY,CAIRO-DURHAM HIGH SCHOOL,360616000396,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,3606160,CAIRO,12413,CAIRO,12413,Yes under Community Eligibility Option (CEO),332,,189
NY,CAIRO-DURHAM MIDDLE SCHOOL,360616001568,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,3606160,CAIRO,12413,CAIRO,12413,Yes under Community Eligibility Option (CEO),254,,152
NY,CALCIUM PRIMARY SCHOOL,361530004800,INDIAN RIVER CENTRAL SCHOOL DISTRICT,3615300,CALCIUM,13616,CALCIUM,13616,Yes under Community Eligibility Option (CEO),540,,305
NC,Caldwell Applied Sciences Academy,370058002435,Caldwell County Schools,3700580,Hudson,28638,Hudson,28638,Yes participating without using any Provision or the CEO,215,,84
NC,Caldwell Early College,370058002880,Caldwell County Schools,3700580,Hudson,28638,Hudson,28638,Yes participating without using any Provision or the CEO,398,,149
NC,Caldwell Online Academy,370058003643,Caldwell County Schools,3700580,Lenoir,28645,Lenoir,28645,Yes participating without using any Provision or the CEO,151,,82
NC,Caleb's Creek Elementary,370150003122,Winston Salem / Forsyth County Schools,3701500,Kernersville,27284,Kernersville,27284,Yes participating without using any Provision or the CEO,656,,653
NY,CALEDONIA-MUMFORD ELEMENTARY SCHOOL,360618000398,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,3606180,CALEDONIA,14423,CALEDONIA,14423,Yes participating without using any Provision or the CEO,390,,146
NY,CALEDONIA-MUMFORD MIDDLE/HIGH SCHOOL,360618000399,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,3606180,CALEDONIA,14423,CALEDONIA,14423,Yes participating without using any Provision or the CEO,413,,140
NJ,Califon Public School,340261002962,Califon Borough School District,3402610,CALIFON,07830,CALIFON,07830,No,84,,
NY,CALIFORNIA AVENUE ELEMENTARY SCHOOL,362928003938,UNIONDALE UNION FREE SCHOOL DISTRICT,3629280,UNIONDALE,11553,UNIONDALE,11553,Yes under Community Eligibility Option (CEO),710,,449
NY,CALKINS ROAD MIDDLE SCHOOL,362316005850,PITTSFORD CENTRAL SCHOOL DISTRICT,3623160,PITTSFORD,14534,PITTSFORD,14534,No,612,,
NJ,Calvin Coolidge Elementary School,341836000942,Wyckoff Township Public School District,3418360,WYCKOFF,07481,WYCKOFF,07481,No,313,,3
NY,CALVIN COOLIDGE SCHOOL,360487000224,BINGHAMTON CITY SCHOOL DISTRICT,3604870,BINGHAMTON,13904,BINGHAMTON,13904,Yes under Community Eligibility Option (CEO),292,,203
NY,CALVIN U SMITH ELEMENTARY SCHOOL,360840000625,CORNING CITY SCHOOL DISTRICT,3608400,PAINTED POST,14870,PAINTED POST,14870,Yes participating without using any Provision or the CEO,257,,109
NY,CAMBRIA HEIGHTS ACADEMY,360010106220,NEW YORK CITY GEOGRAPHIC DISTRICT #29,3600101,HOLLIS,11423,HOLLIS,11423,,362,,282
NY,CAMBRIDGE ELEMENTARY SCHOOL,360621000400,CAMBRIDGE CENTRAL SCHOOL DISTRICT,3606210,CAMBRIDGE,12816,CAMBRIDGE,12816,Yes under Community Eligibility Option (CEO),389,,207
NJ,Cambridge Elementary School,341521003614,South Brunswick School District,3415210,KENDALL PARK,08824,KENDALL PARK,08824,Yes participating without using any Provision or the CEO,427,,49
NY,CAMBRIDGE JUNIOR-SENIOR HIGH SCHOOL,360621000401,CAMBRIDGE CENTRAL SCHOOL DISTRICT,3606210,CAMBRIDGE,12816,CAMBRIDGE,12816,Yes under Community Eligibility Option (CEO),381,,159
NJ,Cambridge Park Elementary School,340975000723,Matawan-Aberdeen Regional School District,3409750,Aberdeen,07747,Aberdeen,07747,No,266,,45
NJ,Camden Big Picture Learning Academy,340264000579,Camden City School District,3402640,CAMDEN,08103,CAMDEN,08103,No,160,,78
NJ,CAMDEN CO JDC,340080200672,CAMDEN CO JDC,3400802,BLACKWOODLEX,08012,BLACKWOODLEX,08012,No,0,,
NC,Camden County High,370060000246,Camden County Schools,3700600,Camden,27921,Camden,27921,Yes participating without using any Provision or the CEO,453,,110
NJ,Camden County Technical School-GTC,340267001414,Camden County Technical School District,3402670,Sicklerville,08081,Sicklerville,08081,Yes participating without using any Provision or the CEO,1420,,556
NJ,Camden County Technical School-Pennsauken,340267001412,Camden County Technical School District,3402670,Pennsauken,08109,Pennsauken,08109,Yes participating without using any Provision or the CEO,769,,596
NC,Camden Early College High,370060003391,Camden County Schools,3700600,Camden,27921,Camden,27921,Yes participating without using any Provision or the CEO,139,,23
NY,CAMDEN ELEMENTARY SCHOOL,360624000403,CAMDEN CENTRAL SCHOOL DISTRICT,3606240,CAMDEN,13316,CAMDEN,13316,Yes under Community Eligibility Option (CEO),486,,262
NJ,Camden High School,340264001346,Camden City School District,3402640,CAMDEN,08103,CAMDEN,08103,Yes under Community Eligibility Option (CEO),404,,184
NC,Camden Intermediate,370060002977,Camden County Schools,3700600,Camden,27921,Camden,27921,Yes participating without using any Provision or the CEO,464,,128
NC,Camden Middle,370060000247,Camden County Schools,3700600,Camden,27921,Camden,27921,Yes participating without using any Provision or the CEO,441,,113
NY,CAMDEN MIDDLE SCHOOL,360624000404,CAMDEN CENTRAL SCHOOL DISTRICT,3606240,CAMDEN,13316,CAMDEN,13316,Yes under Community Eligibility Option (CEO),558,,284
NJ,Camden Prep Inc.,340077603299,Camden Prep Inc.,3400776,Camden,08104,Camden,08104,No,1465,,921
NY,CAMDEN SENIOR HIGH SCHOOL,360624000405,CAMDEN CENTRAL SCHOOL DISTRICT,3606240,CAMDEN,13316,CAMDEN,13316,Yes under Community Eligibility Option (CEO),646,,286
NJ,Camden Street Elementary School,341134002252,Newark Public School District,3411340,NEWARK,07103,NEWARK,07103,Yes participating without using any Provision or the CEO,581,,473
NJ,Camden Virtua,340008500739,OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,3400085,CAMDEN,08104,CAMDEN,08104,No,0,,
NJ,Camden's Promise Charter School,340078503390,Camden's Promise Charter School,3400785,Camden,08105,Camden,08105,No,2440,,2206
NM,CAMEO ELEMENTARY,350057000211,CLOVIS,3500570,CLOVIS,88101,CLOVIS,88101,Yes under Community Eligibility Option (CEO),279,143,280
NC,Cameron Elementary,370309001316,Moore County Schools,3703090,Cameron,28326,Cameron,28326,Yes participating without using any Provision or the CEO,216,,213
NY,CAMILLUS MIDDLE SCHOOL,363063004111,WEST GENESEE CENTRAL SCHOOL DISTRICT,3630630,CAMILLUS,13031,CAMILLUS,13031,Yes participating without using any Provision or the CEO,664,,210
NM,CAMINO NUEVO YOUTH,350001101108,JUVENILE JUSTICE,3500011,ALBUQUERQUE,87107,ALBUQUERQUE,87107,No,0,,
NM,CAMINO REAL MIDDLE,350150000765,LAS CRUCES,3501500,LAS CRUCES,88011,LAS CRUCES,88001,Yes under Community Eligibility Option (CEO),928,303,926
NY,CAMP AVENUE SCHOOL,362112002988,NORTH MERRICK UNION FREE SCHOOL DISTRICT,3621120,MERRICK,11566,MERRICK,11566,Yes under Provision 2,488,,48
NJ,Campbell Elementary School,340999003394,Metuchen Public School District,3409990,METUCHEN,08840,METUCHEN,08840,Yes participating without using any Provision or the CEO,678,,56
NY,CAMPBELL-SAVONA ELEMENTARY SCHOOL,360002000325,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,3600020,SAVONA,14879,SAVONA,14879,Yes under Community Eligibility Option (CEO),461,,217
NY,CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL,360002000326,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,3600020,CAMPBELL,14821,CAMPBELL,14821,Yes under Community Eligibility Option (CEO),337,,127
NY,CANAAN ELEMENTARY SCHOOL,362247003161,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,3622470,PATCHOGUE,11772,PATCHOGUE,11772,Yes participating without using any Provision or the CEO,556,,239
NY,CANAJOHARIE MIDDLE SCHOOL,360630000410,CANAJOHARIE CENTRAL SCHOOL DISTRICT,3606300,CANAJOHARIE,13317,CANAJOHARIE,13317,Yes under Community Eligibility Option (CEO),182,,95
NY,CANAJOHARIE SENIOR HIGH SCHOOL,360630000411,CANAJOHARIE CENTRAL SCHOOL DISTRICT,3606300,CANAJOHARIE,13317,CANAJOHARIE,13317,Yes under Community Eligibility Option (CEO),264,,120
NY,CANAL VIEW ELEMENTARY SCHOOL,362778005589,SPENCERPORT CENTRAL SCHOOL DISTRICT,3627780,SPENCERPORT,14559,SPENCERPORT,14559,Yes participating without using any Provision or the CEO,431,,169
NY,CANANDAIGUA ACADEMY,360633000414,CANANDAIGUA CITY SCHOOL DISTRICT,3606330,CANANDAIGUA,14424,CANANDAIGUA,14424,Yes participating without using any Provision or the CEO,1035,,376
NY,CANANDAIGUA MIDDLE SCHOOL,360633000416,CANANDAIGUA CITY SCHOOL DISTRICT,3606330,CANANDAIGUA,14424,CANANDAIGUA,14424,Yes participating without using any Provision or the CEO,716,,295
NY,CANANDAIGUA PRIMARY-ELEMENTARY SCHOOL,360633000415,CANANDAIGUA CITY SCHOOL DISTRICT,3606330,CANANDAIGUA,14424,CANANDAIGUA,14424,Yes participating without using any Provision or the CEO,1441,,584
NY,CANARSIE ASCEND CHARTER SCHOOL,360110206414,CANARSIE ASCEND CHARTER SCHOOL,3601102,BROOKLYN,11236,BROOKLYN,11236,Yes under Community Eligibility Option (CEO),936,,758
NY,CANASERAGA SCHOOL,360636000418,CANASERAGA CENTRAL SCHOOL DISTRICT,3606360,CANASERAGA,14822,CANASERAGA,14822,Yes under Community Eligibility Option (CEO),210,,99
NY,CANASTOTA HIGH SCHOOL,360639000419,CANASTOTA CENTRAL SCHOOL DISTRICT,3606390,CANASTOTA,13032,CANASTOTA,13032,Yes under Community Eligibility Option (CEO),556,,243
NC,Candler Elementary,370045000140,Buncombe County Schools,3700450,Candler,28715,Candler,28715,Yes participating without using any Provision or the CEO,365,,362
NY,CANDLEWOOD MIDDLE SCHOOL,361329001081,HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,3613290,DIX HILLS,11746,DIX HILLS,11746,Yes participating without using any Provision or the CEO,738,,172
NC,Candor Elementary,370306001306,Montgomery County Schools,3703060,Candor,27229,Candor,27229,Yes participating without using any Provision or the CEO,353,,350
NY,CANDOR ELEMENTARY SCHOOL,360642000423,CANDOR CENTRAL SCHOOL DISTRICT,3606420,CANDOR,13743,CANDOR,13743,Yes under Community Eligibility Option (CEO),412,,213
NY,CANDOR JUNIOR-SENIOR HIGH SCHOOL,360642000424,CANDOR CENTRAL SCHOOL DISTRICT,3606420,CANDOR,13743,CANDOR,13743,Yes under Community Eligibility Option (CEO),289,,184
NC,Cane Creek Middle,370045002507,Buncombe County Schools,3700450,Fletcher,28732,Fletcher,28732,Yes participating without using any Provision or the CEO,470,,467
NC,Cane River Middle,370507002026,Yancey County Schools,3705070,Burnsville,28714,Burnsville,28714,Yes participating without using any Provision or the CEO,180,,95
NJ,Canfield Avenue School,341035004326,Mine Hill Township School District,3410350,MINE HILL,07803,MINE HILL,07803,No,366,,140
NY,CANISTEO-GREENWOOD ELEMENTARY SCHOOL,360012400425,CANISTEO-GREENWOOD CSD,3600124,CANISTEO,14823,CANISTEO,14823,Yes under Community Eligibility Option (CEO),505,,233
NY,CANISTEO-GREENWOOD HIGH SCHOOL,360012400426,CANISTEO-GREENWOOD CSD,3600124,CANISTEO,14823,CANISTEO,14823,Yes under Community Eligibility Option (CEO),472,,255
ND,CANNON BALL ELEMENTARY SCHOOL,381698000585,SOLEN 3,3816980,Cannon Ball,58528,Cannon Ball,58528,Yes under Community Eligibility Option (CEO),118,67,118
NY,CANTIAGUE ELEMENTARY SCHOOL,361581001367,JERICHO UNION FREE SCHOOL DISTRICT,3615810,JERICHO,11753,JERICHO,11753,Yes participating without using any Provision or the CEO,423,,80
NC,Canton Middle,370204000897,Haywood County Schools,3702040,Canton,28716,Canton,28716,Yes participating without using any Provision or the CEO,493,,490
NY,CAP DIST JUVENILE SECURE DETENTION,360246006537,ALBANY CITY SCHOOL DISTRICT,3602460,ALBANY,12211,ALBANY,12211,No,18,,
NC,Cape Fear Center for Inquiry,370010802534,Cape Fear Center for Inquiry,3700108,Wilmington,28401,Wilmington,28401,No,404,,
NC,Cape Fear Elementary,370357002601,Pender County Schools,3703570,Rocky Point,28457,Rocky Point,28457,Yes participating without using any Provision or the CEO,543,,540
NC,Cape Fear High,370001100402,Cumberland County Schools,3700011,Fayetteville,28312,Fayetteville,28312,Yes participating without using any Provision or the CEO,1514,,770
NC,Cape Fear Middle,370357002602,Pender County Schools,3703570,Rocky Point,28457,Rocky Point,28457,Yes participating without using any Provision or the CEO,449,,446
NC,Cape Hatteras Elementary School,370111002088,Dare County Schools,3701110,Buxton,27920,Buxton,27920,Yes participating without using any Provision or the CEO,306,,170
NC,Cape Hatteras Secondary School,370111000454,Dare County Schools,3701110,Buxton,27920,Buxton,27920,Yes participating without using any Provision or the CEO,363,,183
NJ,Cape May City Elementary School,340270001704,Cape May City School District,3402700,CAPE MAY,08204,CAPE MAY,08204,Yes participating without using any Provision or the CEO,158,,3
NJ,Cape May County High School,340274001708,Cape May County Special Services School District,3402740,CAPE MAY COURT HOUSE,08210,CAPE MAY COURT HOUSE,08210,Yes participating without using any Provision or the CEO,87,,22
NJ,Cape May County Technical High School,340273001712,Cape May County Technical High School District,3402730,CAPE MAY COURT HOUSE,08210,CAPE MAY COURT HOUSE,08210,Yes participating without using any Provision or the CEO,589,,198
NJ,Cape May Regional School,340008500745,OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,3400085,CAPE MAY COURT HOUSE,08210,CAPE MAY COURT HOUSE,08210,No,0,,
NJ,Capital Academy,340008500740,OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,3400085,MT HOLLY,08060,MT HOLLY,08060,No,,,
NM,CAPITAL HIGH,350237000724,SANTA FE,3502370,SANTA FE,87507,SANTA FE,87507,Yes participating without using any Provision or the CEO,1376,703,894
NY,CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL,360114406597,CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL,3601144,NEW YORK,10035,NEW YORK,10035,Yes under Community Eligibility Option (CEO),242,,201
NY,CAPITAL PREPARATORY BRONX CHARTER SCHOOL,360122306721,CAPITAL PREPARATORY BRONX CHARTER SCHOOL,3601223,BRONX,10475,BRONX,10475,Yes under Community Eligibility Option (CEO),449,,359
NM,CAPITAN ELEMENTARY,350027000160,CAPITAN,3500270,CAPITAN,88316,CAPITAN,88316,Yes under Community Eligibility Option (CEO),202,55,189
NM,CAPITAN HIGH,350027000161,CAPITAN,3500270,CAPITAN,88316,CAPITAN,88316,Yes under Community Eligibility Option (CEO),152,28,54
NM,CAPITAN MIDDLE,350027000544,CAPITAN,3500270,CAPITAN,88316,CAPITAN,88316,Yes under Community Eligibility Option (CEO),102,23,100
NJ,Captain James Lawrence Elementary School,340243000968,Burlington City Public School District,3402430,BURLINGTON,08016,BURLINGTON,08016,No,227,,167
NC,Cardinal Charter Acad at Wendell Falls,370046503523,Cardinal Charter Acad at Wendell Falls,3700465,Wendell,27591,Wendell,27591,Yes participating without using any Provision or the CEO,627,,344
NC,Cardinal Charter Academy,370035803325,Cardinal Charter,3700358,Cary,27513,Cary,27513,Yes participating without using any Provision or the CEO,720,,296
NY,CARDINAL MCCLOSKEY COMMUNITY CHARTER SCHOOL,360120106679,CARDINAL MCCLOSKEY COMMUNITY CHARTER SCHOOL,3601201,BRONX,10457,BRONX,10457,Yes under Community Eligibility Option (CEO),474,,431
NC,Career Academy and Technical School,370231003206,Iredell-Statesville Schools,3702310,Troutman,28166,Troutman,28166,Yes participating without using any Provision or the CEO,133,,25
NC,Career and Technical Education Center,370003003171,Alamance-Burlington Schools,3700030,Burlington,27217,Burlington,27217,Yes participating without using any Provision or the CEO,0,,
NC,Career Center,370150000591,Winston Salem / Forsyth County Schools,3701500,Winston Salem,27101,Winston Salem,27101,Yes participating without using any Provision or the CEO,0,,
NM,CAREER ENRICHMENT,350006000456,ALBUQUERQUE,3500060,ALBUQUERQUE,87102,ALBUQUERQUE,87102,No,0,,
NM,CAREER PREP ALTERNATIVE,350039000772,CENTRAL,3500390,SHIPROCK,87420,SHIPROCK,87420,Yes under Community Eligibility Option (CEO),136,91,132
NC,Career Readiness Academy at Mosley PLC,370333003138,New Hanover County Schools,3703330,Wilmington,28405,Wilmington,28405,Yes participating without using any Provision or the CEO,86,,83
NY,CAREERS IN SPORTS HIGH SCHOOL,360008405512,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,3600084,BRONX,10451,BRONX,10451,,455,,428
NC,Carl A Furr Elementary,370053002839,Cabarrus County Schools,3700530,Concord,28027,Concord,28027,Yes participating without using any Provision or the CEO,818,,524
ND,CARL BEN EIELSON MIDDLE SCHOOL,380678000186,FARGO 1,3806780,Fargo,58103,Fargo,58103,Yes participating without using any Provision or the CEO,639,140,270
NJ,Carl H. Kumpf School,340315005452,Clark Township Public School District,3403150,CLARK,07066,CLARK,07066,Yes participating without using any Provision or the CEO,531,,17
NY,CARL I BERGERSON MIDDLE SCHOOL,360252000034,ALBION CENTRAL SCHOOL DISTRICT,3602520,ALBION,14411,ALBION,14411,Yes under Community Eligibility Option (CEO),360,,221
NY,CARL L DIXSON ELEMENTARY SCHOOL,361065000839,ELMSFORD UNION FREE SCHOOL DISTRICT,3610650,ELMSFORD,10523,ELMSFORD,10523,Yes participating without using any Provision or the CEO,132,,56
NJ,Carl Sandburg Middle School,340927003500,Old Bridge Township School District,3409270,OLD BRIDGE,08857,OLD BRIDGE,08857,Yes participating without using any Provision or the CEO,957,,277
NJ,Carl T. Mitnick School,340915006054,Lower Township Elementary School District,3409150,CAPE MAY,08204,CAPE MAY,08204,Yes participating without using any Provision or the CEO,453,,191
NJ,Carl W. Goetz Middle School,340774004624,Jackson Township School District,3407740,Jackson,08527,Jackson,08527,Yes participating without using any Provision or the CEO,1011,,270
NY,CARLE PLACE MIDDLE SENIOR HIGH SCHOOL,360654000435,CARLE PLACE UNION FREE SCHOOL DISTRICT,3606540,CARLE PLACE,11514,CARLE PLACE,11514,Yes participating without using any Provision or the CEO,610,,157
NM,CARLOS F. VIGIL MIDDLE,350090000814,ESPANOLA,3500900,ESPANOLA,87532,ESPANOLA,87532,Yes under Community Eligibility Option (CEO),401,133,288
NM,CARLOS GILBERT ELEMENTARY,350237000538,SANTA FE,3502370,SANTA FE,87501,SANTA FE,87501,Yes participating without using any Provision or the CEO,315,52,78
NM,CARLOS REY ELEMENTARY,350006000035,ALBUQUERQUE,3500060,ALBUQUERQUE,87121,ALBUQUERQUE,87121,Yes under Community Eligibility Option (CEO),474,251,477
NM,CARLSBAD EARLY COLLEGE HIGH,350030001109,CARLSBAD,3500300,CARLSBAD,88220,CARLSBAD,88220,Yes under Community Eligibility Option (CEO),170,24,34
NM,CARLSBAD ENRICHMENT CENTER,350030001157,CARLSBAD,3500300,CARLSBAD,88220,CARLSBAD,88220,No,234,112,114
NM,CARLSBAD HIGH,350030000163,CARLSBAD,3500300,CARLSBAD,88220,CARLSBAD,88220,Yes under Community Eligibility Option (CEO),1623,454,527
NM,CARLSBAD INTERMEDIATE SCHOOL - PR LEYVA CAMPUS,350030000169,CARLSBAD,3500300,CARLSBAD,88220,CARLSBAD,88220,Yes under Community Eligibility Option (CEO),834,243,300
NM,CARLSBAD SIXTH GRADE ACADEMY - ALTA VISTA CAMPUS,350030000162,CARLSBAD,3500300,CARLSBAD,88220,CARLSBAD,88220,Yes under Community Eligibility Option (CEO),714,260,309
NJ,Carlstadt Public School,340279000813,Carlstadt Public School District,3402790,CARLSTADT,07072,CARLSTADT,07072,Yes participating without using any Provision or the CEO,510,,166
NY,CARLYLE C RING ELEMENTARY SCHOOL,361563001345,JAMESTOWN CITY SCHOOL DISTRICT,3615630,JAMESTOWN,14701,JAMESTOWN,14701,Yes under Community Eligibility Option (CEO),390,,291
NY,CARMEL HIGH SCHOOL,360657000438,CARMEL CENTRAL SCHOOL DISTRICT,3606570,CARMEL,10512,CARMEL,10512,Yes participating without using any Provision or the CEO,1321,,473
NC,Carmel Middle,370297001200,Charlotte-Mecklenburg Schools,3702970,Charlotte,28226,Charlotte,28226,Yes participating without using any Provision or the CEO,1050,,414
NC,Carnage Middle,370472001841,Wake County Schools,3704720,Raleigh,27610,Raleigh,27610,Yes participating without using any Provision or the CEO,878,,257
