st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
MO,CARNAHAN SCH. OF THE FUTURE,292928002873,ST. LOUIS CITY,2929280,ST LOUIS,63118,ST LOUIS,63118,Yes under Community Eligibility Option (CEO),54,22,54
NH,Carpenter School,330333000144,Governor Wentworth Regional School District,3303330,Wolfeboro,03894,Wolfeboro,03894,Yes participating without using any Provision or the CEO,192,,46
MO,CARR LANE VPA MIDDLE,292928000792,ST. LOUIS CITY,2929280,ST LOUIS,63106,ST LOUIS,63106,Yes under Community Eligibility Option (CEO),404,249,404
NE,CARRIAGE HILL ELEMENTARY SCH,317527001472,PAPILLION LA VISTA COMMUNITY SCHOOLS,3175270,PAPILLION,68046,PAPILLION,68046,Yes under Community Eligibility Option (CEO),374,230,
MO,CARROLLTON AREA CAREER CENTER,290738002368,CARROLLTON R-VII,2907380,CARROLLTON,64633,CARROLLTON,64633,No,0,,
MO,CARROLLTON ELEMENTARY SCHOOL,290738003129,CARROLLTON R-VII,2907380,CARROLLTON,64633,CARROLLTON,64633,Yes participating without using any Provision or the CEO,327,51,150
MO,CARROLLTON SENIOR HIGH,290738000202,CARROLLTON R-VII,2907380,CARROLLTON,64633,CARROLLTON,64633,Yes participating without using any Provision or the CEO,248,36,88
NV,Carson Adult High School,320039000792,Carson City,3200390,Carson City,89706,Carson City,89706,No,0,,
NV,Carson High School,320039000280,Carson City,3200390,Carson City,89701,Carson City,89701,Yes participating without using any Provision or the CEO,2275,738,765
NV,Carson Middle School,320039000281,Carson City,3200390,Carson City,89703,Carson City,89703,Yes under Community Eligibility Option (CEO),844,349,365
NV,Carson Montessori,320039000569,Carson City,3200390,Carson City,89706,Carson City,89706,No,297,,
NV,Carson Valley Middle School,320009000119,Douglas,3200090,Gardnerville,89410,Gardnerville,89410,Yes participating without using any Provision or the CEO,603,149,177
MT,Carter County High School,300561000162,Carter County H S,3005610,Ekalaka,59324,Ekalaka,59324,Yes participating without using any Provision or the CEO,37,,20
MT,Carter School,300576000167,Carter Elem,3005760,Carter,59420,Carter,59420,No,2,,
MO,CARTERVILLE ELEM.,293150002183,WEBB CITY R-VII,2931500,CARTERVILLE,64835,CARTERVILLE,64835,Yes participating without using any Provision or the CEO,243,52,136
MO,CARTHAGE 6TH GRADE CENTER,290746003380,CARTHAGE R-IX,2907460,CARTHAGE,64836,CARTHAGE,64836,Yes participating without using any Provision or the CEO,393,81,269
MO,CARTHAGE HIGH SCHOOL,290746000211,CARTHAGE R-IX,2907460,CARTHAGE,64836,CARTHAGE,64836,Yes participating without using any Provision or the CEO,1634,301,985
MO,CARTHAGE INTERMEDIATE CENTER,290746003110,CARTHAGE R-IX,2907460,CARTHAGE,64836,CARTHAGE,64836,Yes participating without using any Provision or the CEO,725,177,514
MO,CARTHAGE JR. HIGH,290746000208,CARTHAGE R-IX,2907460,CARTHAGE,64836,CARTHAGE,64836,Yes participating without using any Provision or the CEO,732,170,491
MO,CARTHAGE TECHNICAL CTR.,290746002275,CARTHAGE R-IX,2907460,CARTHAGE,64836,CARTHAGE,64836,No,0,,
NV,Cartwright Roberta C ES,320006000455,Clark County,3200060,Las Vegas,89123,Las Vegas,89123,Yes under Community Eligibility Option (CEO),545,288,545
MO,CARUTHERSVILLE ELEMENTARY,290747000216,CARUTHERSVILLE 18,2907470,CARUTHERSVILLE,63830,CARUTHERSVILLE,63830,Yes under Community Eligibility Option (CEO),501,247,501
MO,CARUTHERSVILLE HIGH,290747000214,CARUTHERSVILLE 18,2907470,CARUTHERSVILLE,63830,CARUTHERSVILLE,63830,Yes under Community Eligibility Option (CEO),249,125,249
MO,CARUTHERSVILLE MIDDLE,290747001023,CARUTHERSVILLE 18,2907470,CARUTHERSVILLE,63830,CARUTHERSVILLE,63830,Yes under Community Eligibility Option (CEO),181,90,181
MO,CARVER DUAL LANGUAGE SCHOOL,291640000818,KANSAS CITY 33,2916400,KANSAS CITY,64130,KANSAS CITY,64130,Yes under Community Eligibility Option (CEO),455,144,455
MO,CARVER MIDDLE,292886000901,SPRINGFIELD R-XII,2928860,SPRINGFIELD,65807,SPRINGFIELD,65807,Yes participating without using any Provision or the CEO,632,148,403
MT,Cascade 6-8,300588000941,Cascade Elem,3005880,Cascade,59421,Cascade,59421,Yes participating without using any Provision or the CEO,63,,26
MT,Cascade Colony School,302430000928,Sun River Valley Elem,3024300,Sun River,59483,Simms,59477,No,14,,
MT,Cascade High School,300591000170,Cascade H S,3005910,Cascade,59421,Cascade,59421,Yes participating without using any Provision or the CEO,110,,41
MT,Cascade School,300588000169,Cascade Elem,3005880,Cascade,59421,Cascade,59421,Yes participating without using any Provision or the CEO,137,,54
NV,Cashman James MS,320006000056,Clark County,3200060,Las Vegas,89102,Las Vegas,89102,Yes under Community Eligibility Option (CEO),1079,759,1079
MO,CASS CAREER CTR.,291376000600,HARRISONVILLE R-IX,2913760,HARRISONVILLE,64701,HARRISONVILLE,64701,No,0,,
MO,CASSELL PARK ELEMENTARY,291548003366,INDEPENDENCE 30,2915480,INDEPENDENCE,64052,INDEPENDENCE,64052,Yes participating without using any Provision or the CEO,370,111,309
MO,CASSVILLE HIGH,290817000219,CASSVILLE R-IV,2908170,CASSVILLE,65625,CASSVILLE,65625,Yes participating without using any Provision or the CEO,626,126,344
MO,CASSVILLE INTERMEDIATE,290817002718,CASSVILLE R-IV,2908170,CASSVILLE,65625,CASSVILLE,65625,Yes participating without using any Provision or the CEO,391,96,225
MO,CASSVILLE MIDDLE,290817002425,CASSVILLE R-IV,2908170,CASSVILLE,65625,CASSVILLE,65625,Yes participating without using any Provision or the CEO,402,82,232
NE,CASTELAR ELEMENTARY SCHOOL,317482000662,OMAHA PUBLIC SCHOOLS,3174820,OMAHA,68108,OMAHA,68108,Yes under Community Eligibility Option (CEO),525,522,
MT,Castle Rock Middle School,300387000869,Billings Elem,3003870,Billings,59105,Billings,59101,Yes participating without using any Provision or the CEO,742,,233
MO,CASTLIO ELEM.,292895001856,FRANCIS HOWELL R-III,2928950,ST CHARLES,63304,ST CHARLES,63304,Yes participating without using any Provision or the CEO,838,32,103
NE,CATLIN MAGNET CENTER,317482001362,OMAHA PUBLIC SCHOOLS,3174820,OMAHA,68144,OMAHA,68144,Yes under Community Eligibility Option (CEO),117,84,
NV,CAUGHLIN RANCH ELEMENTARY,320048000389,Washoe County,3200480,RENO,89519,RENO,89519,Yes participating without using any Provision or the CEO,467,22,23
NE,CAVETT ELEMENTARY SCHOOL,317284000379,LINCOLN PUBLIC SCHOOLS,3172840,LINCOLN,68516,LINCOLN,68516,Yes participating without using any Provision or the CEO,561,,129
MT,Cayuse Prairie 7-8,300599000963,Cayuse Prairie Elem,3005990,Kalispell,59901,Kalispell,59901,Yes participating without using any Provision or the CEO,47,,16
MT,Cayuse Prairie School,300599000172,Cayuse Prairie Elem,3005990,Kalispell,59901,Kalispell,59901,Yes participating without using any Provision or the CEO,259,,94
MT,Cecelia Hazelton School,300498000743,Townsend K-12 Schools,3004980,Townsend,59644,Townsend,59644,Yes participating without using any Provision or the CEO,399,,182
MO,CECIL FLOYD ELEM.,291635002432,JOPLIN SCHOOLS,2916350,JOPLIN,64802,JOPLIN,64802,Yes participating without using any Provision or the CEO,505,167,339
NE,CEDAR BLUFFS ELEMENTARY SCHOOL,310487000125,CEDAR BLUFFS PUBLIC SCHOOLS,3104870,CEDAR BLUFFS,68015,CEDAR BLUFFS,68015,Yes participating without using any Provision or the CEO,252,,79
NE,CEDAR BLUFFS HIGH SCHOOL,310487000126,CEDAR BLUFFS PUBLIC SCHOOLS,3104870,CEDAR BLUFFS,68015,CEDAR BLUFFS,68015,Yes participating without using any Provision or the CEO,97,,50
NE,CEDAR BLUFFS MIDDLE SCHOOL,310487002279,CEDAR BLUFFS PUBLIC SCHOOLS,3104870,CEDAR BLUFFS,68015,CEDAR BLUFFS,68015,Yes participating without using any Provision or the CEO,120,,60
MO,CEDAR CREEK ELEM.,291830001971,LEE'S SUMMIT R-VII,2918300,LEE'S SUMMIT,64081,LEE'S SUMMIT,64081,Yes participating without using any Provision or the CEO,477,19,69
MO,CEDAR HILL ELEM.,291619000747,JEFFERSON CITY,2916190,JEFFERSON CITY,65109,JEFFERSON CITY,65109,Yes participating without using any Provision or the CEO,326,54,142
NE,CEDAR HOLLOW SCHOOL,317458000253,NORTHWEST PUBLIC SCHOOLS,3174580,GRAND ISLAND,68803,GRAND ISLAND,68803,Yes participating without using any Provision or the CEO,377,,73
MO,CEDAR RIDGE ELEM.,290100002279,COLUMBIA 93,2901000,COLUMBIA,65201,COLUMBIA,65201,Yes participating without using any Provision or the CEO,469,99,223
MO,CEDAR RIDGE ELEMENTARY,290576002462,BRANSON R-IV,2905760,BRANSON,65616,BRANSON,65616,Yes participating without using any Provision or the CEO,494,143,366
MO,CEDAR RIDGE INTERMEDIATE,290576003235,BRANSON R-IV,2905760,BRANSON,65616,BRANSON,65616,Yes participating without using any Provision or the CEO,479,108,319
MO,CEDAR RIDGE PRIMARY,290576002706,BRANSON R-IV,2905760,BRANSON,65616,BRANSON,65616,Yes participating without using any Provision or the CEO,381,122,290
MO,CEDAR RIDGE SCHOOL,290002203073,MO SCHLS FOR THE SEV DISABLED,2900022,NEVADA,64772,NEVADA,64772,Yes participating without using any Provision or the CEO,21,5,10
MO,CEDAR SPRINGS ELEM.,292289002564,NORTHWEST R-I,2922890,HOUSE SPRINGS,63051,HOUSE SPRINGS,63051,Yes participating without using any Provision or the CEO,438,74,168
NE,CENTENNIAL ELEMENTARY SCHOOL,310009901670,CENTENNIAL PUBLIC SCHOOLS,3100099,UTICA,68456,UTICA,68456,Yes participating without using any Provision or the CEO,238,,87
NE,CENTENNIAL ELEMENTARY SCHOOL,310534001139,COLUMBUS PUBLIC SCHOOLS,3105340,COLUMBUS,68602,COLUMBUS,68602,Yes participating without using any Provision or the CEO,347,,212
NV,Centennial HS,320006000493,Clark County,3200060,Las Vegas,89149,Las Vegas,89149,Yes under Community Eligibility Option (CEO),2988,1055,2988
NE,CENTENNIAL JR-SR HIGH SCHOOL,310009901671,CENTENNIAL PUBLIC SCHOOLS,3100099,UTICA,68456,UTICA,68456,Yes participating without using any Provision or the CEO,148,,56
NE,CENTENNIAL MIDDLE SCHOOL,310009902447,CENTENNIAL PUBLIC SCHOOLS,3100099,UTICA,68456,UTICA,68456,Yes participating without using any Provision or the CEO,111,,48
MO,CENTER ALTERNATIVE,290825002810,CENTER 58,2908250,KANSAS CITY,64131,KANSAS CITY,64131,No,0,,
MO,CENTER ELEM.,290825000224,CENTER 58,2908250,KANSAS CITY,64132,KANSAS CITY,64132,Yes under Community Eligibility Option (CEO),343,173,343
MO,CENTER FOR CREATIVE LEARNING,292685002689,ROCKWOOD R-VI,2926850,ELLISVILLE,63021,ELLISVILLE,63021,No,0,,
MO,CENTER FOR EARLY LRNING-NORTH,290100003287,COLUMBIA 93,2901000,Columbia,65202,Columbia,65202,Yes participating without using any Provision or the CEO,427,112,172
MO,CENTER MIDDLE,290825000230,CENTER 58,2908250,KANSAS CITY,64114,KANSAS CITY,64114,Yes participating without using any Provision or the CEO,524,171,380
MO,CENTER SR. HIGH,290825000225,CENTER 58,2908250,KANSAS CITY,64131,KANSAS CITY,64131,Yes participating without using any Provision or the CEO,695,200,446
NH,Center Woods School,330693000025,Weare School District,3306930,Weare,03281,Weare,03281,Yes participating without using any Provision or the CEO,348,,41
MT,Centerville 6-8,302513000942,Centerville Elem,3025130,Sand Coulee,59472,Sand Coulee,59472,Yes participating without using any Provision or the CEO,66,,37
MO,CENTERVILLE ELEM.,290834000232,CENTERVILLE R-I,2908340,CENTERVILLE,63633,CENTERVILLE,63633,Yes under Community Eligibility Option (CEO),34,6,34
MT,Centerville High School,302514000722,Centerville H S,3025140,Sand Coulee,59472,Sand Coulee,59472,Yes participating without using any Provision or the CEO,76,,30
MT,Centerville School,302513000721,Centerville Elem,3025130,Sand Coulee,59472,Sand Coulee,59472,Yes participating without using any Provision or the CEO,124,,69
NE,CENTRAL CITY ELEMENTARY SCHOOL,310492000133,CENTRAL CITY PUBLIC SCHOOLS,3104920,CENTRAL CITY,68826,CENTRAL CITY,68826,Yes participating without using any Provision or the CEO,317,,151
NE,CENTRAL CITY HIGH SCHOOL,310492000129,CENTRAL CITY PUBLIC SCHOOLS,3104920,CENTRAL CITY,68826,CENTRAL CITY,68826,Yes participating without using any Provision or the CEO,237,,91
NE,CENTRAL CITY MIDDLE SCHOOL,310492000130,CENTRAL CITY PUBLIC SCHOOLS,3104920,CENTRAL CITY,68826,CENTRAL CITY,68826,Yes participating without using any Provision or the CEO,227,,103
MO,CENTRAL EARLY CHILDHOOD CENTER,291383003218,HAZELWOOD,2913830,Florissant,63031,Florissant,63031,Yes participating without using any Provision or the CEO,126,47,57
MO,CENTRAL ELEM.,293171002218,WEST PLATTE CO. R-II,2931710,WESTON,64098,WESTON,64098,Yes participating without using any Provision or the CEO,364,14,68
MO,CENTRAL ELEM.,293057002098,UNION R-XI,2930570,UNION,63084,UNION,63084,Yes participating without using any Provision or the CEO,604,123,320
MO,CENTRAL ELEM.,291077000361,DEXTER R-XI,2910770,DEXTER,63841,DEXTER,63841,Yes participating without using any Provision or the CEO,461,127,238
MO,CENTRAL ELEM.,292895001857,FRANCIS HOWELL R-III,2928950,ST CHARLES,63304,ST CHARLES,63304,Yes participating without using any Provision or the CEO,839,110,300
MO,CENTRAL ELEM.,292917001868,CENTRAL R-III,2929170,PARK HILLS,63601,PARK HILLS,63601,Yes participating without using any Provision or the CEO,566,178,359
MO,CENTRAL ELEM.,292511001440,PIERCE CITY R-VI,2925110,PIERCE CITY,65723,PIERCE CITY,65723,Yes participating without using any Provision or the CEO,352,89,191
MO,CENTRAL ELEM.,292100001146,MILLER R-II,2921000,MILLER,65707,MILLER,65707,Yes participating without using any Provision or the CEO,305,93,194
MO,CENTRAL ELEMENTARY,291201000454,FERGUSON-FLORISSANT R-II,2912010,FERGUSON,63135,FERGUSON,63135,Yes participating without using any Provision or the CEO,277,157,274
MO,CENTRAL ELEMENTARY,292853002670,SOUTH PEMISCOT CO. R-V,2928530,STEELE,63877,STEELE,63877,Yes under Community Eligibility Option (CEO),270,111,270
MT,Central Elementary,302420000699,Sidney Elem,3024200,Sidney,59270,Sidney,59270,Yes participating without using any Provision or the CEO,256,,109
NE,CENTRAL ELEMENTARY SCHOOL,317347001219,MC COOK PUBLIC SCHOOLS,3173470,MC COOK,69001,MC COOK,69001,Yes participating without using any Provision or the CEO,188,,94
NE,CENTRAL ELEMENTARY SCHOOL,317044000946,FAIRBURY PUBLIC SCHOOLS,3170440,FAIRBURY,68352,FAIRBURY,68352,Yes participating without using any Provision or the CEO,279,,173
NE,CENTRAL ELEMENTARY SCHOOL,317239001102,KEARNEY PUBLIC SCHOOLS,3172390,KEARNEY,68845,KEARNEY,68845,Yes participating without using any Provision or the CEO,271,,200
NE,CENTRAL ELEMENTARY SCHOOL,317671001599,SIDNEY PUBLIC SCHOOLS,3176710,SIDNEY,69162,SIDNEY,69162,Yes participating without using any Provision or the CEO,205,,49
NE,CENTRAL ELEMENTARY SCHOOL,310381001506,BELLEVUE PUBLIC SCHOOLS,3103810,BELLEVUE,68005,BELLEVUE,68005,Yes participating without using any Provision or the CEO,186,,90
MT,Central Heights School,300387000067,Billings Elem,3003870,Billings,59102,Billings,59101,Yes participating without using any Provision or the CEO,283,,126
MO,CENTRAL HIGH,292706001648,ST. JOSEPH,2927060,ST JOSEPH,64501,ST JOSEPH,64501,Yes participating without using any Provision or the CEO,1720,299,615
MO,CENTRAL HIGH,290712000186,CAPE GIRARDEAU 63,2907120,CAPE GIRARDEAU,63703,CAPE GIRARDEAU,63703,Yes under Community Eligibility Option (CEO),1315,374,1315
MO,CENTRAL HIGH,292917001869,CENTRAL R-III,2929170,PARK HILLS,63601,PARK HILLS,63601,Yes participating without using any Provision or the CEO,641,165,348
MO,CENTRAL HIGH,292886001786,SPRINGFIELD R-XII,2928860,SPRINGFIELD,65802,SPRINGFIELD,65802,Yes participating without using any Provision or the CEO,1449,308,789
MO,CENTRAL HIGH,292358001379,PARKWAY C-2,2923580,CHESTERFIELD,63017,CHESTERFIELD,63017,Yes participating without using any Provision or the CEO,1261,80,205
MO,CENTRAL HIGH SCHOOL,290000401488,NEW MADRID CO. R-I,2900004,NEW MADRID,63869,NEW MADRID,63869,Yes under Community Eligibility Option (CEO),363,123,363
MO,CENTRAL HIGH SCHOOL,291640000840,KANSAS CITY 33,2916400,KANSAS CITY,64128,KANSAS CITY,64128,Yes under Community Eligibility Option (CEO),534,248,534
NE,CENTRAL HIGH SCHOOL,317482001363,OMAHA PUBLIC SCHOOLS,3174820,OMAHA,68102,OMAHA,68102,Yes under Community Eligibility Option (CEO),2674,2366,
MO,CENTRAL JR. HIGH,290712000185,CAPE GIRARDEAU 63,2907120,CAPE GIRARDEAU,63701,CAPE GIRARDEAU,63701,Yes under Community Eligibility Option (CEO),598,223,598
MO,CENTRAL MIDDLE,290712002798,CAPE GIRARDEAU 63,2907120,CAPE GIRARDEAU,63701,CAPE GIRARDEAU,63701,Yes under Community Eligibility Option (CEO),610,247,610
MO,CENTRAL MIDDLE,292917002449,CENTRAL R-III,2929170,PARK HILLS,63601,PARK HILLS,63601,Yes participating without using any Provision or the CEO,423,111,227
MO,CENTRAL MIDDLE,292358001547,PARKWAY C-2,2923580,CHESTERFIELD,63017,CHESTERFIELD,63017,Yes participating without using any Provision or the CEO,895,47,145
MO,CENTRAL MIDDLE,291383003000,HAZELWOOD,2913830,FLORISSANT,63031,FLORISSANT,63031,Yes under Community Eligibility Option (CEO),626,258,449
MO,CENTRAL MIDDLE SCHOOL,290000401991,NEW MADRID CO. R-I,2900004,NEW MADRID,63869,NEW MADRID,63869,Yes under Community Eligibility Option (CEO),285,107,285
MO,CENTRAL MIDDLE SCHOOL,291640003251,KANSAS CITY 33,2916400,KANSAS CITY,64128,KANSAS CITY,64128,Yes under Community Eligibility Option (CEO),410,236,410
NE,CENTRAL PARK ELEMENTARY SCHOOL,317482001364,OMAHA PUBLIC SCHOOLS,3174820,OMAHA,68111,OMAHA,68111,Yes under Community Eligibility Option (CEO),307,304,
MT,Central School,300000500418,Helena Elem,3000005,Helena,59601,Helena,59601,Yes under Community Eligibility Option (CEO),284,,118
NV,Central Technical Training Academy,320006000970,Clark County,3200060,Las Vegas,89104,Las Vegas,89104,Yes under Community Eligibility Option (CEO),113,57,113
NE,CENTRAL VALLEY ELEM - SCOTIA,310018502299,CENTRAL VALLEY PUBLIC SCHOOLS,3100185,SCOTIA,68875,SCOTIA,68875,Yes participating without using any Provision or the CEO,191,,98
NE,CENTRAL VALLEY HIGH SCHOOL,310018502310,CENTRAL VALLEY PUBLIC SCHOOLS,3100185,GREELEY,68842,GREELEY,68842,Yes participating without using any Provision or the CEO,129,,78
NE,CENTRAL VALLEY PK - GREELEY,310018502302,CENTRAL VALLEY PUBLIC SCHOOLS,3100185,GREELEY,68842,GREELEY,68842,Yes participating without using any Provision or the CEO,19,,7
MO,CENTRAL VISUAL/PERF. ARTS HIGH,292928002013,ST. LOUIS CITY,2929280,ST LOUIS,63139,ST LOUIS,63139,Yes under Community Eligibility Option (CEO),350,141,350
MO,CENTRALIA HIGH,290840000244,CENTRALIA R-VI,2908400,CENTRALIA,65240,CENTRALIA,65240,Yes participating without using any Provision or the CEO,409,40,97
MO,CENTRALIA INTERMEDIATE,290840003092,CENTRALIA R-VI,2908400,CENTRALIA,65240,CENTRALIA,65240,Yes participating without using any Provision or the CEO,306,41,85
NE,CENTURA ELEMENTARY SCHOOL,316295000817,CENTURA PUBLIC SCHOOLS,3162950,CAIRO,68824,CAIRO,68824,Yes participating without using any Provision or the CEO,286,,113
NE,CENTURA SECONDARY SCHOOL,316295000818,CENTURA PUBLIC SCHOOLS,3162950,CAIRO,68824,CAIRO,68824,Yes participating without using any Provision or the CEO,199,,68
MO,CENTURY ELEM.,292253002771,Nixa Public Schools,2922530,NIXA,65714,NIXA,65714,Yes participating without using any Provision or the CEO,585,67,156
NE,CHADRON INTERMEDIATE,310498000140,CHADRON PUBLIC SCHOOLS,3104980,CHADRON,69337,CHADRON,69337,Yes participating without using any Provision or the CEO,121,,58
NE,CHADRON MIDDLE SCHOOL,310498000141,CHADRON PUBLIC SCHOOLS,3104980,CHADRON,69337,CHADRON,69337,Yes participating without using any Provision or the CEO,291,,135
NE,CHADRON PRIMARY,310498000139,CHADRON PUBLIC SCHOOLS,3104980,CHADRON,69337,CHADRON,69337,Yes participating without using any Provision or the CEO,306,,100
NE,CHADRON SENIOR HIGH SCHOOL,310498000138,CHADRON PUBLIC SCHOOLS,3104980,CHADRON,69337,CHADRON,69337,Yes participating without using any Provision or the CEO,253,,89
MO,CHADWICK ELEMENTARY,290843000245,CHADWICK R-I,2908430,CHADWICK,65629,CHADWICK,65629,Yes participating without using any Provision or the CEO,173,40,107
MO,CHADWICK HIGH,290843000246,CHADWICK R-I,2908430,CHADWICK,65629,CHADWICK,65629,Yes participating without using any Provision or the CEO,133,18,66
MO,CHAFFEE ELEM.,290846000247,CHAFFEE R-II,2908460,CHAFFEE,63740,CHAFFEE,63740,Yes under Community Eligibility Option (CEO),321,102,179
MO,CHAFFEE JR.-SR. HIGH,290846000248,CHAFFEE R-II,2908460,CHAFFEE,63740,CHAFFEE,63740,Yes participating without using any Provision or the CEO,290,60,153
NE,CHALK BUTTE SCHOOL,317680001907,SIOUX COUNTY PUBLIC SCHOOLS,3176800,MORRILL,69358,HARRISON,69346,Yes participating without using any Provision or the CEO,13,,3
NH,Chamberlain Street School,330594000388,Rochester School District,3305940,Rochester,03867,Rochester,03867,Yes participating without using any Provision or the CEO,347,,147
NE,CHAMBERS ELEMENTARY SCHOOL,310501000142,CHAMBERS PUBLIC SCHOOLS,3105010,CHAMBERS,68725,CHAMBERS,68725,Yes participating without using any Provision or the CEO,80,,29
NE,CHAMBERS HIGH SCHOOL,310501000143,CHAMBERS PUBLIC SCHOOLS,3105010,CHAMBERS,68725,CHAMBERS,68725,Yes participating without using any Provision or the CEO,45,,17
MO,CHAMOIS HIGH,290849000250,OSAGE CO. R-I,2908490,CHAMOIS,65024,CHAMOIS,65024,Yes under Community Eligibility Option (CEO),74,18,37
MO,CHANCE ELEM.,290840000242,CENTRALIA R-VI,2908400,CENTRALIA,65240,CENTRALIA,65240,Yes participating without using any Provision or the CEO,306,51,88
NE,CHANDLER VIEW ELEMENTARY SCHOOL,317482001365,OMAHA PUBLIC SCHOOLS,3174820,OMAHA,68147,OMAHA,68147,Yes under Community Eligibility Option (CEO),397,394,
NE,CHAP CENTER,310381001507,BELLEVUE PUBLIC SCHOOLS,3103810,BELLEVUE,68005,BELLEVUE,68005,Yes participating without using any Provision or the CEO,0,,
NV,Chaparral HS,320006000018,Clark County,3200060,Las Vegas,89121,Las Vegas,89121,Yes under Community Eligibility Option (CEO),2242,1466,2242
MO,CHAPEL HILL ELEMENTARY,292280001262,NORTH KANSAS CITY 74,2922800,GLADSTONE,64119,GLADSTONE,64119,Yes participating without using any Provision or the CEO,622,79,253
MO,CHAPEL LAKES ELEM.,290531002682,BLUE SPRINGS R-IV,2905310,LEE'S SUMMIT,64064,LEE'S SUMMIT,64064,Yes participating without using any Provision or the CEO,644,25,89
MO,CHARLESTON HIGH,290867000254,CHARLESTON R-I,2908670,CHARLESTON,63834,CHARLESTON,63834,Yes participating without using any Provision or the CEO,331,169,328
MO,CHARLESTON MIDDLE SCHOOL,290867001780,CHARLESTON R-I,2908670,CHARLESTON,63834,CHARLESTON,63834,Yes participating without using any Provision or the CEO,159,100,156
NH,Charlestown Middle School,330299000114,Fall Mountain Regional School District,3302990,Charlestown,03603,Charlestown,03603,Yes participating without using any Provision or the CEO,193,,85
NH,Charlestown Primary School,330299000115,Fall Mountain Regional School District,3302990,Charlestown,03603,Charlestown,03603,Yes participating without using any Provision or the CEO,205,,106
MT,Charlo 6-8,300611200814,Charlo Elem,3006112,Charlo,59824,Charlo,59824,Yes participating without using any Provision or the CEO,59,,37
MT,Charlo Elementary,300611200176,Charlo Elem,3006112,Charlo,59824,Charlo,59824,Yes participating without using any Provision or the CEO,99,,63
MT,Charlo High School,300611500177,Charlo H S,3006115,Charlo,59824,Charlo,59824,Yes participating without using any Provision or the CEO,82,,50
NH,Charlotte Ave Elementary School,330498000315,Nashua School District,3304980,Nashua,03064,Nashua,03064,Yes participating without using any Provision or the CEO,375,,95
NE,CHASE COUNTY ELEMENTARY SCHOOL,310016301773,CHASE COUNTY SCHOOLS,3100163,IMPERIAL,69033,IMPERIAL,69033,Yes participating without using any Provision or the CEO,218,,97
NE,CHASE COUNTY HIGH SCHOOL,310016301772,CHASE COUNTY SCHOOLS,3100163,IMPERIAL,69033,IMPERIAL,69033,Yes participating without using any Provision or the CEO,219,,95
NE,CHASE COUNTY MIDDLE SCHOOL,310016302334,CHASE COUNTY SCHOOLS,3100163,IMPERIAL,69033,IMPERIAL,69033,Yes participating without using any Provision or the CEO,197,,79
MO,CHEROKEE MIDDLE,292886001788,SPRINGFIELD R-XII,2928860,SPRINGFIELD,65810,SPRINGFIELD,65810,Yes participating without using any Provision or the CEO,746,66,205
MT,Cherry Valley School,302106000630,Polson Elem,3021060,Polson,59860,Polson,59860,Yes participating without using any Provision or the CEO,268,,152
NH,Chester Academy,330225000035,Chester School District,3302250,Chester,03036,Chester,03036,Yes participating without using any Provision or the CEO,514,,34
MO,CHESTER BOREN MIDDLE,290840000243,CENTRALIA R-VI,2908400,CENTRALIA,65240,CENTRALIA,65240,Yes participating without using any Provision or the CEO,293,41,86
MT,Chester-Joplin-Inverness 7-8,300009800998,Chester-Joplin-Inverness El,3000098,Chester,59522,Chester,59522,Yes participating without using any Provision or the CEO,37,,24
MT,Chester-Joplin-Inverness HS,300010100179,Chester-Joplin-Inverness HS,3000101,Chester,59522,Chester,59522,Yes participating without using any Provision or the CEO,62,,37
MT,Chester-Joplin-Inverness Schl,300009800178,Chester-Joplin-Inverness El,3000098,Chester,59522,Chester,59522,Yes participating without using any Provision or the CEO,134,,84
NH,Chesterfield Central School,330228000036,Chesterfield School District,3302280,Chesterfield,03443,Chesterfield,03443,Yes participating without using any Provision or the CEO,248,,41
MO,CHESTERFIELD ELEM.,292685001616,ROCKWOOD R-VI,2926850,CHESTERFIELD,63005,CHESTERFIELD,63005,Yes participating without using any Provision or the CEO,422,7,26
NV,Cheyenne HS,320006000405,Clark County,3200060,N  Las Vegas,89032,N  Las Vegas,89032,Yes under Community Eligibility Option (CEO),2004,1105,2004
NH,Chichester Central School,330231000037,Chichester School District,3302310,Chichester,03258,Chichester,03258,Yes participating without using any Provision or the CEO,188,,24
MT,Chief Charlo School,301857000164,Missoula Elem,3018570,Missoula,59803,Missoula,59801,Yes participating without using any Provision or the CEO,417,,165
MT,Chief Joseph Middle School,300456000112,Bozeman Elem,3004560,Bozeman,59718,Bozeman,59771,Yes participating without using any Provision or the CEO,757,,71
MT,Chief Joseph School,301304000357,Great Falls Elem,3013040,Great Falls,59405,Great Falls,59403,Yes participating without using any Provision or the CEO,262,,155
NE,CHILD AND ADOLESCENT PSYCHIATRIC CENTER,310014602415,BOYS TOWN INTERIM PRG SCHS,3100146,BOYS TOWN,68010,BOYS TOWN,68010,No,0,,
NE,CHILD GUIDANCE SCHOOL,310015201717,CHILD GUIDANCE SCHOOL,3100152,LINCOLN,68502,LINCOLN,68502,No,0,,
NV,Child Haven K-12,320006000582,Clark County,3200060,Las Vegas,89101,Las Vegas,89101,No,0,,
