st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
IL,Franklin Elementary School,171575006714,Franklin CUSD 1,1715750,Franklin,62638,Franklin,62638,No,62,,
IL,Franklin Elementary School,172505006573,Mattoon CUSD 2,1725050,Mattoon,61938,Mattoon,61938,No,217,,
IL,Franklin Elementary School,173084003210,Park Ridge CCSD 64,1730840,Park Ridge,60068,Park Ridge,60068,No,533,,
GA,Franklin Forest Elementary,130000103455,Troup County,1300001,Lagrange,30240,Lagrange,30240,Yes under Community Eligibility Option (CEO),664,363,664
IL,Franklin Grove Elem School,171185001404,Decatur SD 61,1711850,Decatur,62522,Decatur,62522,Yes under Community Eligibility Option (CEO),474,,354
IL,Franklin Jr/Sr High School,171575001885,Franklin CUSD 1,1715750,Franklin,62638,Franklin,62638,Yes participating without using any Provision or the CEO,141,,43
ID,FRANKLIN MIDDLE SCHOOL,160264000469,POCATELLO DISTRICT,1602640,POCATELLO,83201,POCATELLO,83201,Yes participating without using any Provision or the CEO,756,97,222
IL,Franklin Middle School,170942005407,Champaign CUSD 4,1709420,Champaign,61820,Champaign,61820,Yes under Community Eligibility Option (CEO),632,,301
IL,Franklin Middle School,174218004211,CUSD 200,1742180,Wheaton,60187,Wheaton,60187,Yes participating without using any Provision or the CEO,538,,147
IL,Franklin Park Middle School,173516003680,Salem SD 111,1735160,Salem,62881,Salem,62881,Yes under Community Eligibility Option (CEO),559,,298
IL,Franklin Primary School,173123003259,Peoria SD 150,1731230,Peoria,61606,Peoria,61606,Yes under Community Eligibility Option (CEO),356,,322
IN,Franklin Square Elementary School,180394002691,Greater Clark County Schools,1803940,Jeffersonville,47130,Jeffersonville,47130,Yes participating without using any Provision or the CEO,547,491,408
IL,Franklin-Jefferson SPED Social Em,170004806835,Franklin-Jefferson Co Sp Ed Dist,1700048,Mulkeytown,62865,Mulkeytown,62865,Yes under Community Eligibility Option (CEO),0,,
IL,Franklin-Jefferson SPED-Int-K-12,170004806577,Franklin-Jefferson Co Sp Ed Dist,1700048,Mount Vernon,62864,Mount Vernon,62864,Yes under Community Eligibility Option (CEO),,,
IN,Frankton Elementary School,181288002049,Frankton-Lapel Community Schools,1812880,Frankton,46044,Frankton,46044,Yes participating without using any Provision or the CEO,790,444,3
IN,Frankton Jr-Sr High School,181288002050,Frankton-Lapel Community Schools,1812880,Frankton,46044,Frankton,46044,Yes participating without using any Provision or the CEO,794,292,
IN,Frazee Elementary School,180351000503,Fayette County School Corporation,1803510,Connersville,47331,Connersville,47331,Yes under Community Eligibility Option (CEO),281,206,182
IL,Frazier Perspectives Magnet ES,170993005930,Chicago Public Schools Dist 299,1709930,Chicago,60624,Chicago,60624,Yes under Community Eligibility Option (CEO),133,,119
GA,Fred A. Toomer Elementary School,130012000052,Atlanta Public Schools,1300120,Atlanta,30317,Atlanta,30317,Yes participating without using any Provision or the CEO,501,197,295
IN,Fred H Croninger Elementary School,180363000527,Fort Wayne Community Schools,1803630,Fort Wayne,46815,Fort Wayne,46815,Yes under Community Eligibility Option (CEO),597,172,166
IN,Fred J Hums Elementary School,180684001178,School City of Mishawaka,1806840,Mishawaka,46544,Mishawaka,46544,Yes participating without using any Provision or the CEO,331,125,152
IL,Fred Rodgers Magnet Acad,170468006248,Aurora East USD 131,1704680,Aurora,60505,Aurora,60505,Yes under Community Eligibility Option (CEO),281,,156
GA,Frederick Douglass High School,130012000089,Atlanta Public Schools,1300120,Atlanta,30318,Atlanta,30318,Yes under Community Eligibility Option (CEO),1194,503,1194
IN,Frederick Douglass School 19,180477002395,Indianapolis Public Schools,1804770,Indianapolis,46203,Indianapolis,46203,Yes under Community Eligibility Option (CEO),492,468,364
IL,Frederick Nerge Elem School,173474003641,Schaumburg CCSD 54,1734740,Roselle,60172,Roselle,60172,No,621,,
ID,FREDERICK POST KINDER CENTER,160267000448,POST FALLS DISTRICT,1602670,POST FALLS,83877,POST FALLS,83877,No,35,,
IL,Frederick School,171752004091,Grayslake CCSD 46,1717520,Grayslake,60030,Grayslake,60030,Yes participating without using any Provision or the CEO,644,,230
GA,Free Home Elementary School,130111000438,Cherokee County,1301110,Canton,30115,Canton,30115,Yes participating without using any Provision or the CEO,299,54,97
IL,Freeburg Community High Sch,171584001892,Freeburg CHSD 77,1715840,Freeburg,62243,Freeburg,62243,Yes participating without using any Provision or the CEO,685,,82
IL,Freeburg Elem School,171582005721,Freeburg CCSD 70,1715820,Freeburg,62243,Freeburg,62243,Yes participating without using any Provision or the CEO,529,,147
IL,Freeburg Primary Center,171582001891,Freeburg CCSD 70,1715820,Freeburg,62243,Freeburg,62243,Yes participating without using any Provision or the CEO,265,,81
IL,Freedom Elem School,173174005969,Plainfield SD 202,1731740,Plainfield,60585,Plainfield,60585,Yes participating without using any Provision or the CEO,533,,150
IL,Freedom Middle School,170609005026,Berwyn South SD 100,1706090,Berwyn,60402,Berwyn,60402,Yes under Community Eligibility Option (CEO),502,,400
GA,Freedom Middle School,130111003310,Cherokee County,1301110,Canton,30114,Canton,30114,Yes participating without using any Provision or the CEO,904,155,257
GA,Freedom Middle School,130174002370,DeKalb County,1301740,Stone Mountain,30088,Stone Mountain,30088,Yes under Community Eligibility Option (CEO),1224,571,1224
GA,Freedom Park Elementary,130438002596,Richmond County,1304380,Fort Gordon,30905,Fort Gordon,30905,Yes participating without using any Provision or the CEO,559,31,295
IL,Freeman Elem School,170471000164,Aurora West USD 129,1704710,Aurora,60506,Aurora,60506,Yes under Community Eligibility Option (CEO),527,,222
GA,Freeman Elementary School,130546001783,Warren County,1305460,Warrenton,30828,Warrenton,30828,Yes under Community Eligibility Option (CEO),317,208,317
GA,Freeman's Mill Elementary School,130255002323,Gwinnett County,1302550,Lawrenceville,30043,Lawrenceville,30043,Yes participating without using any Provision or the CEO,1019,138,570
IL,Freeport Alternative High Sch,170017005649,Carroll/Jo Daviess/Stephenson ROE,1700170,Freeport,61032,Freeport,61032,Yes under Community Eligibility Option (CEO),0,,
IL,Freeport High School,171590001902,Freeport SD 145,1715900,Freeport,61032,Freeport,61032,Yes under Community Eligibility Option (CEO),1155,,710
IL,Freeport Middle School,171590001903,Freeport SD 145,1715900,Freeport,61032,Freeport,61032,Yes under Community Eligibility Option (CEO),479,,308
IL,Fremont Elem School,171593001909,Fremont SD 79,1715930,Mundelein,60060,Mundelein,60060,No,712,,
IN,Fremont Elementary School,180378000600,Fremont Community Schools,1803780,Fremont,46737,Fremont,46737,Yes participating without using any Provision or the CEO,401,187,172
ID,FREMONT H TEED MIDDLE SCHOOL,160177000805,KUNA JOINT DISTRICT,1601770,KUNA,83634,KUNA,83634,Yes participating without using any Provision or the CEO,514,3,127
IN,Fremont High School,180378000601,Fremont Community Schools,1803780,Fremont,46737,Fremont,46737,Yes participating without using any Provision or the CEO,283,118,100
IL,Fremont Intermediate School,171593002969,Fremont SD 79,1715930,Mundelein,60060,Mundelein,60060,No,648,,
IL,Fremont Jr High/Middle School,171593005958,Fremont SD 79,1715930,Mundelein,60060,Mundelein,60060,No,709,,
IN,Fremont Middle School,180378000177,Fremont Community Schools,1803780,Fremont,46737,Fremont,46737,Yes participating without using any Provision or the CEO,298,140,150
IL,Fresh Start Treatment & Learning,170002301922,Eastern IL Area of Spec Educ,1700023,Effingham,62401,Effingham,62401,Yes under Community Eligibility Option (CEO),0,,
GA,Frey Elementary School,130129001490,Cobb County,1301290,Acworth,30101,Acworth,30101,Yes participating without using any Provision or the CEO,745,55,241
GA,Friendship Elementary School,130261001268,Hall County,1302610,Buford,30519,Buford,30519,Yes participating without using any Provision or the CEO,694,153,476
IL,Friendship Jr High School,171377001730,Comm Cons SD 59,1713770,Des Plaines,60018,Des Plaines,60018,Yes participating without using any Provision or the CEO,616,,393
IL,Frohardt Elem School,171728002026,Granite City CUSD 9,1717280,Granite City,62040,Granite City,62040,Yes under Community Eligibility Option (CEO),418,,298
IN,Frontier Elementary,180381000604,Frontier School Corporation,1803810,Brookston,47923,Brookston,47923,Yes participating without using any Provision or the CEO,383,159,151
ID,FRONTIER ELEMENTARY SCHOOL,160159001175,JEROME JOINT DISTRICT,1601590,JEROME,83338,JEROME,83338,,,,
ID,FRONTIER ELEMENTARY SCHOOL,160210000637,JOINT SCHOOL DISTRICT NO. 2,1602100,BOISE,83713,BOISE,83713,Yes under Community Eligibility Option (CEO),271,7,164
IN,Frontier Jr-Sr High School,180381000603,Frontier School Corporation,1803810,Chalmers,47929,Chalmers,47929,Yes participating without using any Provision or the CEO,281,111,92
ID,FRUITLAND ELEMENTARY SCHOOL,160114000211,FRUITLAND DISTRICT,1601140,FRUITLAND,83619,FRUITLAND,83619,Yes participating without using any Provision or the CEO,566,124,237
ID,FRUITLAND HIGH SCHOOL,160114000212,FRUITLAND DISTRICT,1601140,FRUITLAND,83619,FRUITLAND,83619,Yes participating without using any Provision or the CEO,525,56,129
ID,FRUITLAND MIDDLE SCHOOL,160114000213,FRUITLAND DISTRICT,1601140,FRUITLAND,83619,FRUITLAND,83619,Yes participating without using any Provision or the CEO,474,99,201
ID,FRUITLAND PREPARATORY ACADEMY,160114000988,FRUITLAND DISTRICT,1601140,FRUITLAND,83619,FRUITLAND,83619,Yes participating without using any Provision or the CEO,16,3,3
IL,Fry Elementary School,174169004365,Indian Prairie CUSD 204,1741690,Naperville,60564,Naperville,60564,Yes participating without using any Provision or the CEO,573,,72
IL,Fuller Elem School,170993000778,Chicago Public Schools Dist 299,1709930,Chicago,60653,Chicago,60653,Yes under Community Eligibility Option (CEO),306,,284
IL,Fullerton Elem School,170315000006,Addison SD 4,1703150,Addison,60101,Addison,60101,Yes under Community Eligibility Option (CEO),484,,346
GA,Fulton Academy of Science and Technology,130228004259,Fulton County,1302280,Roswell,30075,Roswell,30075,Yes participating without using any Provision or the CEO,456,7,29
GA,Fulton Academy of Virtual Excellence,130228004409,Fulton County,1302280,Atlanta,30339,Atlanta,30339,Yes participating without using any Provision or the CEO,464,74,174
IL,Fulton Elem School,170993000780,Chicago Public Schools Dist 299,1709930,Chicago,60609,Chicago,60609,Yes under Community Eligibility Option (CEO),329,,289
IL,Fulton Elem School,173395003490,River Bend CUSD 2,1733950,Fulton,61252,Fulton,61252,Yes participating without using any Provision or the CEO,405,,172
IL,Fulton High School,173395003488,River Bend CUSD 2,1733950,Fulton,61252,Fulton,61252,Yes participating without using any Provision or the CEO,275,,108
IL,Fulton Jr High School,172976003241,O Fallon CCSD 90,1729760,O Fallon,62269,O Fallon,62269,Yes participating without using any Provision or the CEO,659,,133
GA,Fulton Leadership Academy,130021703961,State Specialty Schools II- Fulton Leadership Academy,1300217,East Point,30344,East Point,30344,Yes participating without using any Provision or the CEO,166,48,113
IL,Funston Elem School,170993000781,Chicago Public Schools Dist 299,1709930,Chicago,60647,Chicago,60647,Yes under Community Eligibility Option (CEO),432,,418
GA,Funston Elementary School,130138000590,Colquitt County,1301380,Funston,31753,Funston,31753,Yes under Community Eligibility Option (CEO),395,186,395
GA,Furlow Charter School,130025804373,State Specialty Schools II- Furlow Charter School,1300258,Americus,31709,Americus,31709,Yes under Community Eligibility Option (CEO),587,178,382
GA,Futral Road Elementary School,130252002281,Griffin-Spalding County,1302520,Griffin,30224,Griffin,30224,Yes under Community Eligibility Option (CEO),614,192,448
ID,FUTURE PUBLIC SCHOOL,160018101100,FUTURE PUBLIC SCHOOL INC.,1600181,GARDEN CITY,83714,GARDEN CITY,83714,Yes participating without using any Provision or the CEO,384,75,170
IL,Futures Unlimited,170019703048,Macon/Piatt ROE,1700197,Decatur,62526,Decatur,62526,No,0,,
IL,G N Dieterich Elem School,170468000147,Aurora East USD 131,1704680,Aurora,60505,Aurora,60505,Yes under Community Eligibility Option (CEO),494,,373
IL,G Stanley Hall Elem School,172478002687,Marquardt SD 15,1724780,Glendale Heights,60139,Glendale Heights,60139,Yes under Community Eligibility Option (CEO),329,,170
GA,G. O. Bailey Elementary School,130498001681,Tift County,1304980,Tifton,31794,Tifton,31794,Yes under Community Eligibility Option (CEO),549,182,455
GA,Gadsden Elementary School,130102000365,Savannah-Chatham County,1301020,Savannah,31415,Savannah,31415,Yes participating without using any Provision or the CEO,469,321,461
IL,Gage Park High School,170993000809,Chicago Public Schools Dist 299,1709930,Chicago,60629,Chicago,60629,Yes under Community Eligibility Option (CEO),420,,395
IL,Gages Lake School,170005904440,Spec Educ Dist Lake County/Sedol,1700059,Gages Lake,60030,Gages Lake,60030,Yes participating without using any Provision or the CEO,,,
IL,Gail McKinzie High School,174169003613,Indian Prairie CUSD 204,1741690,Naperville,60564,Naperville,60564,Yes under Community Eligibility Option (CEO),0,,
GA,Gaines Elementary School,130117000455,Clarke County,1301170,Athens,30605,Athens,30605,Yes under Community Eligibility Option (CEO),545,292,545
GA,Gainesville Exploration Academy,130231003049,Gainesville City,1302310,Gainesville,30504,Gainesville,30504,Yes under Provision 2,523,104,438
GA,Gainesville High School,130231001048,Gainesville City,1302310,Gainesville,30501,Gainesville,30501,Yes under Provision 2,2356,344,1338
GA,Gainesville Middle School East,130231003897,Gainesville City,1302310,Gainesville,30501,Gainesville,30501,Yes under Provision 2,893,169,655
GA,Gainesville Middle School West,130231003619,Gainesville City,1302310,Gainesville-,30504,Gainesville-,30504,Yes under Provision 2,894,182,655
GA,Gainesville Regional Youth Detention Center,130002603506,Department of Juvenile Justice,1300026,Gainesville,30501,Gainesville,30501,Yes participating without using any Provision or the CEO,14,11,11
IL,Galapagos Rockford Charter Sch,173451006044,Rockford SD 205,1734510,Rockford,61101,Rockford,61101,Yes under Community Eligibility Option (CEO),374,,292
IL,Galatia Elem School,171602004639,Galatia CUSD 1,1716020,Galatia,62935,Galatia,62935,Yes under Community Eligibility Option (CEO),164,,87
IL,Galatia Grade School Annex,171602006419,Galatia CUSD 1,1716020,Galatia,62935,Galatia,62935,No,22,,
IL,Galatia High School,171602001911,Galatia CUSD 1,1716020,Galatia,62935,Galatia,62935,Yes under Community Eligibility Option (CEO),108,,52
IL,Galatia Jr High,171602001910,Galatia CUSD 1,1716020,Galatia,62935,Galatia,62935,Yes under Community Eligibility Option (CEO),80,,38
IL,Gale Elem Community Academy,170993000782,Chicago Public Schools Dist 299,1709930,Chicago,60626,Chicago,60626,Yes under Community Eligibility Option (CEO),299,,262
IL,Galena Elementary and Middle Sch,171605001914,Galena USD 120,1716050,Galena,61036,Galena,61036,Yes participating without using any Provision or the CEO,590,,172
IL,Galena High School,171605001912,Galena USD 120,1716050,Galena,61036,Galena,61036,Yes participating without using any Provision or the CEO,240,,78
IL,Galesburg Area Voc Ctr,170019206823,Henderson/Knox/Mercer/Warren ROE,1700192,Galesburg,61401,Galesburg,61401,No,0,,
IL,Galesburg Jr High School,171608001917,Galesburg CUSD 205,1716080,Galesburg,61401,Galesburg,61401,Yes under Community Eligibility Option (CEO),0,,
IL,Galesburg Senior High School,171608001923,Galesburg CUSD 205,1716080,Galesburg,61401,Galesburg,61401,Yes under Community Eligibility Option (CEO),1735,,1194
IL,Galileo Elem Math & Sci Schol Acd,170993005548,Chicago Public Schools Dist 299,1709930,Chicago,60607,Chicago,60607,Yes under Community Eligibility Option (CEO),532,,247
ID,GALILEO STEM ACADEMY,160210000945,JOINT SCHOOL DISTRICT NO. 2,1602100,EAGLE,83616,EAGLE,83616,Yes participating without using any Provision or the CEO,771,,43
IL,Gallatin Elementary School,170004505239,Gallatin CUSD 7,1700045,Junction,62954,Junction,62954,Yes under Community Eligibility Option (CEO),291,,175
IL,Gallatin High School,170004505236,Gallatin CUSD 7,1700045,Junction,62954,Junction,62954,Yes under Community Eligibility Option (CEO),195,,119
IL,Gallatin Junior High School,170004505560,Gallatin CUSD 7,1700045,Junction,62954,Junction,62954,Yes under Community Eligibility Option (CEO),201,,125
IL,Gallistel Elem Language Academy,170993000783,Chicago Public Schools Dist 299,1709930,Chicago,60617,Chicago,60617,Yes under Community Eligibility Option (CEO),609,,438
IL,Galva Elem School,171614005563,Galva CUSD 224,1716140,Galva,61434,Galva,61434,Yes under Community Eligibility Option (CEO),261,,75
IL,Galva Jr-Sr High School,171614001939,Galva CUSD 224,1716140,Galva,61434,Galva,61434,Yes under Community Eligibility Option (CEO),201,,89
IL,Garcia Lorca Elem School,170993006139,Chicago Public Schools Dist 299,1709930,Chicago,60618,Chicago,60618,Yes under Community Eligibility Option (CEO),615,,557
IL,Gard Elementary School,170531000217,Beardstown CUSD 15,1705310,Beardstown,62618,Beardstown,62618,Yes under Community Eligibility Option (CEO),488,,357
IN,Garden City Elementary School,181281002033,MSD Wayne Township,1812810,Indianapolis,46224,Indianapolis,46224,Yes under Community Eligibility Option (CEO),782,751,658
GA,Garden City Elementary School,130102001419,Savannah-Chatham County,1301020,Garden City,31408,Garden City,31408,Yes participating without using any Provision or the CEO,580,181,497
IL,Garden Hills Elem School,170942000548,Champaign CUSD 4,1709420,Champaign,61821,Champaign,61821,Yes under Community Eligibility Option (CEO),359,,205
GA,Garden Hills Elementary School,130012000029,Atlanta Public Schools,1300120,Atlanta,30305,Atlanta,30305,Yes participating without using any Provision or the CEO,470,116,310
GA,Garden Lakes Elementary School,130219000945,Floyd County,1302190,Rome,30165,Rome,30165,Yes participating without using any Provision or the CEO,513,124,334
ID,GARDEN VALLEY SCHOOL,160117000830,GARDEN VALLEY DISTRICT,1601170,GARDEN VALLEY,83622,GARDEN VALLEY,83622,Yes participating without using any Provision or the CEO,253,12,78
IL,Gardner Elem School,171623001941,Gardner CCSD 72C,1716230,Gardner,60424,Gardner,60424,Yes participating without using any Provision or the CEO,145,,66
IL,Gardner Elementary School,174107006144,Waterloo CUSD 5,1741070,Waterloo,62298,Waterloo,62298,Yes participating without using any Provision or the CEO,384,,91
GA,Gardner-Newman Middle School,130000100593,Troup County,1300001,LaGrange,30241,LaGrange,30241,Yes under Community Eligibility Option (CEO),1020,449,803
IL,Gardner-South Wilmington Twp H S,171626001942,Gardner S Wilmington Twp HSD 73,1716260,Gardner,60424,Gardner,60424,Yes participating without using any Provision or the CEO,142,,46
IL,Garfield Elem School,171545001861,Forest Park SD 91,1715450,Forest Park,60130,Forest Park,60130,Yes under Community Eligibility Option (CEO),192,,63
IL,Garfield Elem School,170996001220,Chicago Heights SD 170,1709960,Chicago Heights,60411,Chicago Heights,60411,Yes under Community Eligibility Option (CEO),219,,216
IL,Garfield Elem School,172511002738,Maywood-Melrose Park-Broadview 89,1725110,Maywood,60153,Maywood,60153,Yes under Community Eligibility Option (CEO),493,,287
ID,GARFIELD ELEMENTARY SCHOOL,160036000053,BOISE INDEPENDENT DISTRICT,1600360,BOISE,83706,BOISE,83706,Yes under Community Eligibility Option (CEO),303,155,234
IL,Garfield Learning Academy,171185005840,Decatur SD 61,1711850,Decatur,62526,Decatur,62526,Yes under Community Eligibility Option (CEO),0,,
GA,Garrett Elementary School,130438001561,Richmond County,1304380,Augusta,30904,Augusta,30904,Yes under Community Eligibility Option (CEO),374,123,303
IN,Garrett High School,180384000605,Garrett-Keyser-Butler Com Sch Corp,1803840,Garrett,46738,Garrett,46738,Yes participating without using any Provision or the CEO,558,264,218
IN,Garrett Middle School,180384001389,Garrett-Keyser-Butler Com Sch Corp,1803840,Garrett,46738,Garrett,46738,Yes participating without using any Provision or the CEO,387,186,205
GA,Garrett Middle School,130129000534,Cobb County,1301290,Austell,30106,Austell,30106,Yes participating without using any Provision or the CEO,883,253,825
GA,Garrison Mill Elementary School,130129001935,Cobb County,1301290,Marietta,30062,Marietta,30062,Yes participating without using any Provision or the CEO,646,12,89
GA,Garrison-Pilcher Elementary School,130489001666,Thomas County,1304890,Thomasville,31757,Thomasville,31757,Yes under Community Eligibility Option (CEO),811,303,605
IL,Garvey  M Elem School,170993000712,Chicago Public Schools Dist 299,1709930,Chicago,60643,Chicago,60643,Yes under Community Eligibility Option (CEO),247,,221
IL,Garvy  J Elem School,170993000784,Chicago Public Schools Dist 299,1709930,Chicago,60656,Chicago,60656,Yes under Community Eligibility Option (CEO),744,,283
ID,GARWOOD ELEMENTARY SCHOOL,160180000734,LAKELAND DISTRICT,1601800,RATHDRUM,83858,RATHDRUM,83858,Yes participating without using any Provision or the CEO,405,4,97
IN,Gary Career Center,180387000625,Gary Community School Corp,1803870,Gary,46409,Gary,46409,Yes under Community Eligibility Option (CEO),1,,
IL,Gary D Wright Elem Sch,170855005951,CUSD 300,1708550,Hampshire,60140,Hampshire,60140,Yes participating without using any Provision or the CEO,701,,211
IL,Gary Elem School,170993000785,Chicago Public Schools Dist 299,1709930,Chicago,60623,Chicago,60623,Yes under Community Eligibility Option (CEO),718,,669
IL,Gary Elementary School,174155004159,West Chicago ESD 33,1741550,West Chicago,60185,West Chicago,60185,Yes under Community Eligibility Option (CEO),415,,246
IN,Gary Lighthouse Charter School,180005202155,Gary Lighthouse Charter School,1800052,Gary,46406,Gary,46406,Yes under Community Eligibility Option (CEO),1066,1063,1066
IN,Gary Middle College,180010202535,Gary Middle College,1800102,Gary,46402,Gary,46402,Yes under Community Eligibility Option (CEO),149,146,111
IN,Gary Middle School,180387002664,Gary Community School Corp,1803870,Gary,46403,Gary,46403,Yes under Community Eligibility Option (CEO),324,321,243
IN,Gary Virtual Academy,180387002684,Gary Community School Corp,1803870,Gary,46409,Gary,46409,No,59,,27
ID,GATE CITY ELEMENTARY SCHOOL,160264000642,POCATELLO DISTRICT,1602640,POCATELLO,83201,POCATELLO,83201,Yes participating without using any Provision or the CEO,428,24,81
IL,Gavin Central Elementary School,171629001943,Gavin SD 37,1716290,Ingleside,60041,Ingleside,60041,Yes under Community Eligibility Option (CEO),494,,209
IL,Gavin South Middle School,171629001945,Gavin SD 37,1716290,Ingleside,60041,Ingleside,60041,Yes under Community Eligibility Option (CEO),292,,161
IL,GCMS Elementary School,170004100272,Gibson City-Melvin-Sibley CUSD 5,1700041,Gibson City,60936,Gibson City,60936,Yes participating without using any Provision or the CEO,498,,244
IL,GCMS High School,170004100254,Gibson City-Melvin-Sibley CUSD 5,1700041,Gibson City,60936,Gibson City,60936,Yes participating without using any Provision or the CEO,271,,98
IL,GCMS Middle School,170004100268,Gibson City-Melvin-Sibley CUSD 5,1700041,Gibson City,60936,Gibson City,60936,Yes participating without using any Provision or the CEO,214,,93
IL,Geff Elem School,171632001946,Geff CCSD 14,1716320,Geff,62842,Geff,62842,Yes under Community Eligibility Option (CEO),94,,58
IN,Geist Elementary School,181065002060,Hamilton Southeastern Schools,1810650,Fishers,46040,Fishers,46040,Yes participating without using any Provision or the CEO,654,105,110
IN,Geist Montessori Academy,180006102387,Geist Montessori Academy,1800061,McCordsville,46055,McCordsville,46055,No,273,,8
ID,GEM PREP: MERIDIAN,160017901107,GEM PREP: MERIDIAN LLC,1600179,MERIDIAN,83642,DEARY,83823,Yes participating without using any Provision or the CEO,480,44,186
ID,GEM PREP: MERIDIAN NORTH,160019601133,GEM PREP: MERIDIAN NORTH LLC,1600196,MERIDIAN,83642,DEARY,83823,No,475,,
ID,GEM PREP: MERIDIAN SOUTH,160020101152,GEM PREP: MERIDIAN SOUTH LLC,1600201,MERIDIAN,83642,DEARY,83823,No,437,,
ID,GEM PREP: NAMPA,160020501080,GEM PREP: NAMPA LLC,1600205,NAMPA,83686,DEARY,83823,Yes participating without using any Provision or the CEO,514,91,314
ID,GEM PREP: ONLINE SCHOOL,160017200846,GEM PREP: ONLINE LLC,1600172,MERIDIAN,83642,MERIDIAN,83642,No,362,,
ID,GEM PREP: POCATELLO SCHOOL,160017701073,GEM PREP: POCATELLO LLC,1600177,CHUBBACK,83203,DEARY,83823,No,464,,
ID,GEM PREP: TWIN FALLS,160351201179,GEM PREP: TWIN FALLS LLC,1603512,TWIN FALLS,83301,DEARY,83823,No,165,,
IL,Gemini Middle School,171314001552,East Maine SD 63,1713140,Niles,60714,Niles,60714,Yes participating without using any Provision or the CEO,1105,,714
IL,Gen George Patton Elem School,173090003220,Gen George Patton SD 133,1730900,Riverdale,60827,Riverdale,60827,Yes under Community Eligibility Option (CEO),210,,121
IL,Gen John A Logan Attendance Cntr,172761004396,Murphysboro CUSD 186,1727610,Murphysboro,62966,Murphysboro,62966,Yes under Community Eligibility Option (CEO),394,,392
GA,General Ray Davis Middle School,130441003446,Rockdale County,1304410,Stockbridge,30281,Stockbridge,30281,Yes participating without using any Provision or the CEO,919,250,643
ID,GENESEE SCHOOL,160120000845,GENESEE JOINT DISTRICT,1601200,GENESEE,83832,GENESEE,83832,Yes participating without using any Provision or the CEO,293,18,49
IL,Geneseo High School,171635001948,Geneseo CUSD 228,1716350,Geneseo,61254,Geneseo,61254,Yes participating without using any Provision or the CEO,792,,195
IL,Geneseo Middle School,171635001949,Geneseo CUSD 228,1716350,Geneseo,61254,Geneseo,61254,Yes participating without using any Provision or the CEO,592,,174
GA,Genesis Innovation Academy for Boys,130024804288,State Specialty Schools II- Genesis Innovation Academy-Boy,1300248,Atlanta,30316,Atlanta,30316,Yes participating without using any Provision or the CEO,291,104,238
GA,Genesis Innovation Academy for Girls,130024404272,State Specialty Schools II- Genesis Innovation Academy-Girl,1300244,Atlanta,30316,Atlanta,30316,Yes participating without using any Provision or the CEO,304,83,221
IL,Geneva 304 Early Learning Center,171638000841,Geneva CUSD 304,1716380,Geneva,60134,Geneva,60134,No,120,,
IL,Geneva Community High School,171638001955,Geneva CUSD 304,1716380,Geneva,60134,Geneva,60134,No,1645,,
IL,Geneva Middle Sch North,171638005827,Geneva CUSD 304,1716380,Geneva,60134,Geneva,60134,No,620,,
IL,Geneva Middle Sch South,171638001953,Geneva CUSD 304,1716380,Geneva,60134,Geneva,60134,No,591,,
IL,Genoa Elementary School,171641005693,Genoa Kingston CUSD 424,1716410,Genoa,60135,Genoa,60135,Yes participating without using any Provision or the CEO,345,,152
IL,Genoa-Kingston High School,171641001960,Genoa Kingston CUSD 424,1716410,Genoa,60135,Genoa,60135,Yes participating without using any Provision or the CEO,468,,205
IL,Genoa-Kingston Middle School,171641001959,Genoa Kingston CUSD 424,1716410,Genoa,60135,Genoa,60135,Yes participating without using any Provision or the CEO,349,,165
GA,Gentian Elementary School,130387001431,Muscogee County,1303870,Columbus,31907,Columbus,31907,Yes under Community Eligibility Option (CEO),446,208,446
IN,GEO Next Generation Academy,180021902704,GEO Next Generation Academy,1800219,Indianapolis,46226,Indianapolis,46226,Yes under Community Eligibility Option (CEO),222,207,182
IL,Geo T Wilkins Jr High School,170717004585,Indian Springs SD 109,1707170,Justice,60458,Justice,60458,Yes under Community Eligibility Option (CEO),478,,274
IL,George B Carpenter Elem School,173084003213,Park Ridge CCSD 64,1730840,Park Ridge,60068,Park Ridge,60068,No,432,,
IN,George Bibich Elementary School,180545000980,Lake Central School Corporation,1805450,Dyer,46311,Dyer,46311,Yes participating without using any Provision or the CEO,560,114,129
IN,George L Myers Elementary School,180915001512,Portage Township Schools,1809150,Portage,46368,Portage,46368,Yes under Community Eligibility Option (CEO),332,191,
IN,George M Riddle Elementary School,180963001575,Rochester Community School Corp,1809630,Rochester,46975,Rochester,46975,Yes participating without using any Provision or the CEO,377,180,218
IL,George O Barr School,173636004835,Silvis SD 34,1736360,Silvis,61282,Silvis,61282,Yes under Community Eligibility Option (CEO),422,,280
IN,George Rogers Clark School,181212001928,Vincennes Community School Corp,1812120,Vincennes,47591,Vincennes,47591,Yes under Community Eligibility Option (CEO),582,335,331
IL,George T Wilkins Elem School,170717000371,Indian Springs SD 109,1707170,Justice,60458,Justice,60458,Yes under Community Eligibility Option (CEO),421,,275
IN,George W Julian School 57,180477000841,Indianapolis Public Schools,1804770,Indianapolis,46219,Indianapolis,46219,Yes under Community Eligibility Option (CEO),208,166,108
