st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
KY,Echo Trail Middle School,210299002570,Jefferson County,2102990,Louisville,40245,Louisville,40245,Yes under Community Eligibility Option (CEO),253,79,86
LA,Ecole Pointe-au-Chien,228010310427,Ecole Pointe-au-Chien,2280103,Montegut,70343,Montegut,70343,Yes participating without using any Provision or the CEO,9,,4
LA,Ecole Saint-Landry,220156002522,St. Landry Parish,2201560,Sunset,70584,Sunset,70584,Yes under Community Eligibility Option (CEO),177,,111
ME,Ecology Learning Ctr,231484123186,Ecology Learning Center,2314841,Unity,04988,Unity,04988,Yes under Provision 2,105,18,34
ME,Eddington School,231447000720,RSU 63/MSAD 63,2314470,Eddington,04428,Eddington,04428,Yes participating without using any Provision or the CEO,124,16,27
KY,Eddyville Education Center,210369002108,Lyon County,2103690,Eddyville,42038,Eddyville,42038,Yes participating without using any Provision or the CEO,0,,
IA,Eddyville Elementary,190495000667,Eddyville-Blakesburg- Fremont CSD,1904950,Eddyville,52553,Eddyville,52553,Yes participating without using any Provision or the CEO,277,,101
IA,Eddyville-Blakesburg-Fremont Jr/Sr High,190495000668,Eddyville-Blakesburg- Fremont CSD,1904950,Eddyville,52553,Eddyville,52553,Yes participating without using any Provision or the CEO,425,,144
KY,Eden Elementary School,210384001902,Martin County,2103840,Inez,41224,Inez,41224,Yes under Community Eligibility Option (CEO),395,268,276
LA,Eden Gardens Fundamental Elementary School,220030000157,Caddo Parish,2200300,Shreveport,71106,Shreveport,71106,Yes participating without using any Provision or the CEO,506,,100
LA,Edgar Martin Middle School,220087000681,Lafayette Parish,2200870,Lafayette,70503,Lafayette,70503,Yes under Community Eligibility Option (CEO),513,,261
ME,Edgecomb Eddy School,230540000140,Edgecomb Public Schools,2305400,Edgecomb,04556,Edgecomb,04556,Yes under Provision 2,101,11,48
KS,Edgerton Elem,200642000123,Gardner Edgerton,2006420,Edgerton,66021,Edgerton,66021,Yes participating without using any Provision or the CEO,145,,56
IA,Edgewood-Colesburg Elementary School,191050000669,Edgewood-Colesburg Comm School District,1910500,Colesburg,52035,Edgewood,52042,Yes participating without using any Provision or the CEO,295,,106
IA,Edgewood-Colesburg High School,191050000670,Edgewood-Colesburg Comm School District,1910500,Edgewood,52042,Edgewood,52042,Yes participating without using any Provision or the CEO,198,,66
IA,Edison Elementary School,190822000416,Council Bluffs Comm School District,1908220,Council Bluffs,51501,Council Bluffs,51501,Yes under Community Eligibility Option (CEO),384,,234
KS,Edith Scheuerman Elem,200639001633,Garden City,2006390,Garden City,67846,Garden City,67846,Yes participating without using any Provision or the CEO,178,,147
KY,Edmonson County 5/6 Center,210162001985,Edmonson County,2101620,Brownsville,42210,Brownsville,42210,Yes under Community Eligibility Option (CEO),241,133,148
KY,Edmonson County High School,210162001442,Edmonson County,2101620,Brownsville,42210,Brownsville,42210,Yes under Community Eligibility Option (CEO),576,302,335
KY,Edmonson County Middle School,210162000321,Edmonson County,2101620,Brownsville,42210,Brownsville,42210,Yes under Community Eligibility Option (CEO),260,158,184
ME,Edmunds Consolidated School,231210000959,Education in Unorganized Terr,2312100,Edmunds Township,04628,Edmunds Township,04628,Yes under Provision 2,73,23,31
IA,Edmunds Elementary School,190897000529,Des Moines Independent Comm School District,1908970,Des Moines,50314,Des Moines,50314,Yes under Community Eligibility Option (CEO),286,,271
ME,Edna Drinkwater School,231482400444,Northport Public Schools,2314824,Northport,04849,Northport,04849,Yes under Provision 2,90,15,33
KS,Edna Elem,200330001497,Labette County,2003300,Edna,67342,Edna,67342,Yes participating without using any Provision or the CEO,184,,104
LA,Edna Karr High School,220029400911,Edna Karr High School,2200294,New Orleans,70131,New Orleans,70131,Yes under Community Eligibility Option (CEO),1131,,882
KY,Edna L. Toliver Intermediate School,210144002476,Danville Independent,2101440,Danville,40422,Danville,40422,Yes under Community Eligibility Option (CEO),508,350,362
ME,Edna Libby Elementary School,231179000930,RSU 06/MSAD 06,2311790,Standish,04084,Standish,04084,Yes under Provision 2,306,40,91
KS,Education Imagine Academy,201299002063,Wichita,2012990,Wichita,67202,Wichita,67202,No,538,,
LA,Edward Hynes Charter School - Lakeview,220031702492,Edward Hynes Charter School - Lakeview,2200317,New Orleans,70122,New Orleans,70122,Yes under Community Eligibility Option (CEO),727,,193
LA,Edward Hynes Charter School - Parkview,220032702526,Edward Hynes Charter School - Parkview,2200327,New Orleans,70126,New Orleans,70126,Yes under Community Eligibility Option (CEO),516,,375
LA,Edward Hynes Charter School - UNO,220031802493,Edward Hynes Charter School - UNO,2200318,New Orleans,70122,New Orleans,70122,Yes under Community Eligibility Option (CEO),518,,236
LA,Edward J Sam Accelerated School of Lafayette,220087002441,Lafayette Parish,2200870,Lafayette,70501,Lafayette,70501,Yes participating without using any Provision or the CEO,177,,125
ME,Edward Little High School,230261000013,Auburn Public Schools,2302610,Auburn,04210,Auburn,04210,Yes under Provision 2,1032,261,304
IA,Edward Stone Middle School,190579000186,Burlington Comm School District,1905790,Burlington,52601,Burlington,52601,Yes under Community Eligibility Option (CEO),471,,283
IA,Edward White Elementary School,192094001252,North Scott Comm School District,1920940,Eldridge,52748,Eldridge,52748,Yes participating without using any Provision or the CEO,553,,155
IA,Edwards Elementary School,190354000052,Ames Comm School District,1903540,Ames,50014,Ames,50014,Yes participating without using any Provision or the CEO,439,,189
KS,Edwardsville Elem,200405000032,Bonner Springs,2004050,Edwardsville,66111,Edwardsville,66111,Yes participating without using any Provision or the CEO,339,,232
KY,Edythe Jones Hayes Middle School,210186001957,Fayette County,2101860,Lexington,40509,Lexington,40509,Yes participating without using any Provision or the CEO,1070,311,377
LA,Egan Elementary School,220003000010,Acadia Parish,2200030,Egan,70531,Egan,70531,Yes under Community Eligibility Option (CEO),254,,127
ME,Eight Corners Elementary School,231053000321,Scarborough Public Schools,2310530,Scarborough,04074,Scarborough,04074,Yes under Provision 2,214,11,21
LA,Eighty-First Street ECE Center,220030000159,Caddo Parish,2200300,Shreveport,71106,Shreveport,71106,Yes participating without using any Provision or the CEO,47,,33
LA,Einstein Charter at Sherwood Forest,220029202422,Einstein Charter at Sherwood Forest,2200292,New Orleans,70128,New Orleans,70128,Yes under Community Eligibility Option (CEO),390,,385
LA,Einstein Charter Middle Sch at Sarah Towles Reed,220028002430,Einstein Charter Middle Sch at Sarah Towles Reed,2200280,New Orleans,70129,New Orleans,70129,Yes under Community Eligibility Option (CEO),295,,278
LA,Einstein Charter School at Village De L'Est,220028300858,Einstein Charter School at Village De L'Est,2200283,New Orleans,70129,New Orleans,70129,Yes under Community Eligibility Option (CEO),448,,423
KS,Eisenhower Elem,201284000722,Wellington,2012840,Wellington,67152,Wellington,67152,Yes participating without using any Provision or the CEO,273,,150
KS,Eisenhower Elem,200765001711,Independence,2007650,Independence,67301,Independence,67301,Yes under Community Eligibility Option (CEO),353,,269
KS,Eisenhower Elem,200633000047,Fort Leavenworth,2006330,Fort Leavenworth,66027,Fort Leavenworth,66027,Yes participating without using any Provision or the CEO,314,,41
KS,Eisenhower Elem,200666001027,Great Bend,2006660,Great Bend,67530,Great Bend,67530,Yes participating without using any Provision or the CEO,316,,254
KS,Eisenhower Elem,201002000058,Norton Community Schools,2010020,Norton,67654,Norton,67654,Yes participating without using any Provision or the CEO,404,,225
KS,Eisenhower Elem,200789001588,Geary County Schools,2007890,Junction City,66441,Junction City,66441,Yes participating without using any Provision or the CEO,332,,187
KY,Eisenhower Elementary,210299000710,Jefferson County,2102990,Louisville,40258,Louisville,40258,Yes under Community Eligibility Option (CEO),596,321,334
KS,Eisenhower Elementary,200939001026,McPherson,2009390,McPherson,67460,McPherson,67460,Yes participating without using any Provision or the CEO,263,,77
IA,Eisenhower Elementary School,192211001315,Ottumwa Comm School District,1922110,Ottumwa,52501,Ottumwa,52501,Yes under Community Eligibility Option (CEO),243,,79
IA,Eisenhower Elementary School,190858000462,Davenport Comm School District,1908580,Davenport,52803,Davenport,52803,Yes participating without using any Provision or the CEO,519,,252
IA,Eisenhower Elementary School,190948000605,Dubuque Comm School District,1909480,Dubuque,52001,Dubuque,52001,Yes participating without using any Provision or the CEO,595,,214
KS,Eisenhower High School,200654002052,Goddard,2006540,Goddard,67052,Goddard,67052,Yes participating without using any Provision or the CEO,988,,236
KS,Eisenhower Middle School,201226001469,Topeka Public Schools,2012260,Topeka,66605,Topeka,66605,Yes under Community Eligibility Option (CEO),427,,374
KS,Eisenhower Middle School,200873002080,Liberal,2008730,Liberal,67901,Liberal,67905,Yes participating without using any Provision or the CEO,544,,451
KY,Ekron Elementary School,210405001032,Meade County,2104050,Ekron,40117,Ekron,40117,Yes under Community Eligibility Option (CEO),353,166,184
IA,Ekstrand Elementary School,190681000288,Central DeWitt School District,1906810,De Witt,52742,De Witt,52742,Yes participating without using any Provision or the CEO,479,,145
KS,El Dorado High,200573001333,El Dorado,2005730,El Dorado,67042,El Dorado,67042,Yes participating without using any Provision or the CEO,508,,291
KS,El Dorado Middle,200573001332,El Dorado,2005730,El Dorado,67042,El Dorado,67042,Yes participating without using any Provision or the CEO,425,,291
KS,El Dorado Virtual School,200573002164,El Dorado,2005730,El Dorado,67042,El Dorado,67042,No,10,,
KS,El Paso Elem,200546000353,Derby,2005460,Derby,67037,Derby,67037,Yes participating without using any Provision or the CEO,279,,155
LA,Elan Academy Charter School,220117002438,Orleans Parish,2201170,New Orleans,70131,New Orleans,70131,Yes under Community Eligibility Option (CEO),437,,351
IA,Eldora-New Providence Elementary School,191069001912,Eldora-New Providence Comm School District,1910690,Eldora,50627,Eldora,50627,Yes participating without using any Provision or the CEO,248,,121
LA,Eleanor McMain Secondary School,220029100945,Eleanor McMain Secondary School,2200291,New Orleans,70125,New Orleans,70125,Yes under Community Eligibility Option (CEO),731,,554
IA,Eleanor Roosevelt Middle School,190948000976,Dubuque Comm School District,1909480,Dubuque,52002,Dubuque,52002,Yes participating without using any Provision or the CEO,1063,,327
KY,Elementary Homebound,210132002333,Corbin Independent,2101320,Corbin,40701,Corbin,40701,Yes under Community Eligibility Option (CEO),22,15,17
ME,Eliot Elementary School,231137000452,RSU 35/MSAD 35,2311370,Eliot,03903,Eliot,03903,Yes participating without using any Provision or the CEO,309,23,45
LA,Elizabeth High School,220006000024,Allen Parish,2200060,Elizabeth,70638,Elizabeth,70638,Yes under Community Eligibility Option (CEO),353,,204
IA,Elizabeth Tate Alt. High School,191470001030,Iowa City Comm School District,1914700,Iowa City,52240,Iowa City,52240,Yes under Community Eligibility Option (CEO),191,,142
KY,Elizabethtown High School,210165000323,Elizabethtown Independent,2101650,Elizabethtown,42701,Elizabethtown,42701,Yes under Community Eligibility Option (CEO),799,307,344
KS,Elk Valley Elementary,200576000435,Elk Valley,2005760,Longton,67352,Longton,67352,Yes participating without using any Provision or the CEO,67,,54
KS,Elk Valley High School,200576000436,Elk Valley,2005760,Longton,67352,Longton,67352,Yes participating without using any Provision or the CEO,57,,47
KS,Elkhart Elem,200579000080,Elkhart,2005790,Elkhart,67950,Elkhart,67950,Yes participating without using any Provision or the CEO,189,,129
KS,Elkhart High,200579000081,Elkhart,2005790,Elkhart,67950,Elkhart,67950,Yes participating without using any Provision or the CEO,107,,48
KS,Elkhart Middle School,200579000079,Elkhart,2005790,Elkhart,67950,Elkhart,67950,Yes participating without using any Provision or the CEO,87,,51
KY,Elkhorn City Elementary School,210480001185,Pike County,2104800,Elkhorn City,41522,Elkhorn City,41522,Yes under Community Eligibility Option (CEO),424,308,350
KY,Elkhorn Crossing School,210526002301,Scott County,2105260,Georgetown,40324,Georgetown,40324,Yes under Community Eligibility Option (CEO),0,,
KY,Elkhorn Elementary School,210201000439,Franklin County,2102010,Frankfort,40601,Frankfort,40601,Yes under Community Eligibility Option (CEO),400,274,300
KY,Elkhorn Middle School,210201000438,Franklin County,2102010,Frankfort,40601,Frankfort,40601,Yes under Community Eligibility Option (CEO),720,390,428
KS,Ell-Saline Elementary,200580000528,Ell-Saline,2005800,Salina,67401,Salina,67401,Yes participating without using any Provision or the CEO,226,,107
KS,Ell-Saline Middle/High School,200580000527,Ell-Saline,2005800,Brookville,67425,Brookville,67425,Yes participating without using any Provision or the CEO,197,,81
LA,Ella C. Pittman Elementary School,220084000640,Jefferson Parish,2200840,Harvey,70058,Harvey,70058,Yes under Community Eligibility Option (CEO),493,,322
ME,Ella Lewis Sch,231479000591,RSU 24,2314790,Steuben,04680,Steuben,04680,Yes participating without using any Provision or the CEO,83,26,53
ME,Ella P Burr School,231477700787,RSU 67,2314777,Lincoln,04457,Lincoln,04457,Yes under Provision 2,325,89,173
LA,Ellender Memorial High School,220174001346,Terrebonne Parish,2201740,Houma,70363,Houma,70363,Yes under Community Eligibility Option (CEO),883,,565
KS,Ellinwood  Middle School,200582000732,Ellinwood Public Schools,2005820,Ellinwood,67526,Ellinwood,67526,Yes participating without using any Provision or the CEO,78,,32
KS,Ellinwood Elem,200582000731,Ellinwood Public Schools,2005820,Ellinwood,67526,Ellinwood,67526,Yes participating without using any Provision or the CEO,229,,106
KS,Ellinwood High,200582000733,Ellinwood Public Schools,2005820,Ellinwood,67526,Ellinwood,67526,Yes participating without using any Provision or the CEO,153,,60
KY,Elliott County High School,210168000331,Elliott County,2101680,Sandy Hook,41171,Sandy Hook,41171,Yes under Community Eligibility Option (CEO),313,193,209
KY,Elliott County Intermediate School,210168000330,Elliott County,2101680,Sandy Hook,41171,Sandy Hook,41171,Yes under Community Eligibility Option (CEO),189,128,140
KY,Elliott County Middle School,210168002504,Elliott County,2101680,Sandy Hook,41171,Sandy Hook,41171,Yes under Community Eligibility Option (CEO),195,129,138
KY,Elliott County Primary School,210168002505,Elliott County,2101680,Sandy Hook,41171,Sandy Hook,41171,Yes under Community Eligibility Option (CEO),214,157,167
KS,Ellis Jr/Sr High,200585000868,Ellis,2005850,Ellis,67637,Ellis,67637,Yes participating without using any Provision or the CEO,161,,54
KS,Ellsworth Elem,200587000610,Ellsworth,2005870,Ellsworth,67439,Ellsworth,67439,Yes participating without using any Provision or the CEO,190,,79
ME,Ellsworth Elementary-Middle School,230550023117,Ellsworth Public Schools,2305500,Ellsworth,04605,Ellsworth,04605,Yes under Provision 2,744,176,332
KS,Ellsworth High,200587000611,Ellsworth,2005870,Ellsworth,67439,Ellsworth,67439,Yes participating without using any Provision or the CEO,312,,100
ME,Ellsworth High School,230550000270,Ellsworth Public Schools,2305500,Ellsworth,04605,Ellsworth,04605,Yes under Provision 2,536,94,178
LA,Elm Grove Elementary School,220027002310,Bossier Parish,2200270,Elm Grove,71051,Elm Grove,71051,Yes under Community Eligibility Option (CEO),371,,180
LA,Elm Grove Middle School,220027000125,Bossier Parish,2200270,Bossier City,71112,Bossier City,71112,Yes under Community Eligibility Option (CEO),903,,473
ME,Elm Street School-East Machias,230006200560,East Machias Public Schools,2300062,East Machias,04630,East Machias,04630,Yes participating without using any Provision or the CEO,194,49,91
ME,Elm Street School-Mechanic Falls,231477500218,RSU 16,2314775,Mechanic Falls,04256,Mechanic Falls,04256,Yes participating without using any Provision or the CEO,231,70,112
KS,Elmont Elem,201149000684,Seaman,2011490,Topeka,66618,Topeka,66618,Yes participating without using any Provision or the CEO,313,,70
LA,Elton Elementary School,220081000562,Jefferson Davis Parish,2200810,Elton,70532,Elton,70532,Yes under Community Eligibility Option (CEO),249,,161
LA,Elton High School,220081000561,Jefferson Davis Parish,2200810,Elton,70532,Elton,70532,Yes under Community Eligibility Option (CEO),259,,160
KY,Emerson Academy,210459002011,Owensboro Independent,2104590,Owensboro,42301,Owensboro,42301,Yes under Community Eligibility Option (CEO),98,89,91
KS,Emerson Elem,200795001395,Kansas City,2007950,Kansas City,66106,Kansas City,66106,Yes under Community Eligibility Option (CEO),180,,161
IA,Emerson Elementary School,191464000870,Indianola Comm School District,1914640,Indianola,50125,Indianola,50125,Yes participating without using any Provision or the CEO,415,,168
IA,Emerson Hough Elementary School,192061002238,Newton Comm School District,1920610,Newton,50208,Newton,50208,Yes under Community Eligibility Option (CEO),205,,141
LA,Emily C. Watkins Elementary,220153002281,St. John the Baptist Parish,2201530,Laplace,70068,Laplace,70068,Yes under Community Eligibility Option (CEO),529,,381
KY,Eminence Elementary School,210171000333,Eminence Independent,2101710,Eminence,40019,Eminence,40019,Yes under Community Eligibility Option (CEO),456,202,437
KY,Eminence High School,210171000332,Eminence Independent,2101710,Eminence,40019,Eminence,40019,Yes under Community Eligibility Option (CEO),535,212,523
KY,Emma B. Ward Elementary School,210012000021,Anderson County,2100120,Lawrenceburg,40342,Lawrenceburg,40342,Yes under Community Eligibility Option (CEO),470,221,247
KY,Emmalena Elementary School,210312000834,Knott County,2103120,Emmalena,41740,Emmalena,41740,Yes under Community Eligibility Option (CEO),205,162,165
IA,Emmetsburg High School,191095000675,Emmetsburg Comm School District,1910950,Emmetsburg,50536,Emmetsburg,50536,Yes participating without using any Provision or the CEO,240,,92
IA,Emmetsburg Middle School,191095000676,Emmetsburg Comm School District,1910950,Emmetsburg,50536,Emmetsburg,50536,Yes participating without using any Provision or the CEO,225,,101
LA,Emmett C.Gilbert School of Excellence at Ford,220084000605,Jefferson Parish,2200840,Avondale,70094,Avondale,70094,Yes under Community Eligibility Option (CEO),790,,558
KS,Emporia High,200594000226,Emporia,2005940,Emporia,66801,Emporia,66801,Yes participating without using any Provision or the CEO,1629,,836
KS,Emporia Middle School,200594000225,Emporia,2005940,Emporia,66801,Emporia,66801,Yes participating without using any Provision or the CEO,852,,531
IA,Empowering,199902102327,Empowering Excellence,1999021,Cedar Rapids,52402,Cedar Rapids,52402,,,,
KS,Enders STEM and Leadership Magnet,201299001706,Wichita,2012990,Wichita,67217,Wichita,67217,Yes participating without using any Provision or the CEO,426,,365
ME,Enfield Station Elementary School,231125000043,RSU 31/MSAD 31,2311250,West Enfield,04493,West Enfield,04493,Yes under Provision 2,211,64,113
KY,Engelhard Elementary,210299000739,Jefferson County,2102990,Louisville,40203,Louisville,40203,Yes under Community Eligibility Option (CEO),290,226,231
IA,English Valleys Elementary School,191098000680,English Valleys Comm School District,1910980,North English,52316,North English,52316,Yes participating without using any Provision or the CEO,205,,91
IA,English Valleys Jr-Sr High School,191098000679,English Valleys Comm School District,1910980,North English,52316,North English,52316,Yes participating without using any Provision or the CEO,216,,102
LA,Enon Elementary School,220186001420,Washington Parish,2201860,Franklinton,70438,Franklinton,70438,Yes under Community Eligibility Option (CEO),266,,94
KS,Enterprise Elem,200462001250,Chapman,2004620,Enterprise,67441,Enterprise,67441,Yes participating without using any Provision or the CEO,85,,57
KS,Enterprise Elem,201299000271,Wichita,2012990,Wichita,67217,Wichita,67217,Yes participating without using any Provision or the CEO,411,,385
IA,Epworth Elementary School,193135001829,Western Dubuque Comm School District,1931350,Epworth,52045,Epworth,52045,Yes participating without using any Provision or the CEO,374,,75
LA,Erath High School,220180001390,Vermilion Parish,2201800,Erath,70533,Erath,70533,Yes under Community Eligibility Option (CEO),531,,250
LA,Erath Middle School,220180001846,Vermilion Parish,2201800,Erath,70533,Erath,70533,Yes under Community Eligibility Option (CEO),525,,276
ME,Eric L Knowlton School,231470023135,RSU 60/MSAD 60,2314700,Berwick,03901,Berwick,03901,Yes under Provision 2,225,28,69
KS,Erie Elementary,200600001946,Erie-Galesburg,2006000,Erie,66733,Erie,66733,Yes participating without using any Provision or the CEO,219,,143
KS,Erie High School,200600002046,Erie-Galesburg,2006000,Erie,66733,Erie,66733,Yes participating without using any Provision or the CEO,154,,76
LA,Ernest Gallet Elementary School,220087001173,Lafayette Parish,2200870,Youngsville,70592,Youngsville,70592,Yes under Community Eligibility Option (CEO),638,,255
IA,Ernest Horn Elementary School,191470000885,Iowa City Comm School District,1914700,Iowa City,52246,Iowa City,52246,Yes participating without using any Provision or the CEO,430,,256
KY,Erpenbeck Elementary School,210051001710,Boone County,2100510,Florence,41042,Florence,41042,Yes participating without using any Provision or the CEO,764,202,260
IA,Erskine Elementary School,190654000237,Cedar Rapids Comm School District,1906540,Cedar Rapids,52403,Cedar Rapids,52403,Yes under Community Eligibility Option (CEO),280,,151
LA,Esperanza Charter School,220032302496,Esperanza Charter School,2200323,New Orleans,70119,New Orleans,70119,Yes under Community Eligibility Option (CEO),566,,524
IA,Essex Elementary School,191104000682,Essex Comm School District,1911040,Essex,51638,Essex,51638,Yes participating without using any Provision or the CEO,121,,59
IA,Essex Junior-Senior High School,191104000683,Essex Comm School District,1911040,Essex,51638,Essex,51638,Yes under Community Eligibility Option (CEO),94,,52
LA,Estelle School,220084000602,Jefferson Parish,2200840,Marrero,70072,Marrero,70072,Yes under Community Eligibility Option (CEO),649,,491
KY,Estes Elementary School,210459001130,Owensboro Independent,2104590,Owensboro,42303,Owensboro,42303,Yes under Community Eligibility Option (CEO),444,361,400
IA,Estherville Lincoln Central High School,191107000685,Estherville Lincoln Central Com Sch Dist,1911070,Estherville,51334,Estherville,51334,Yes participating without using any Provision or the CEO,367,,179
IA,Estherville Lincoln Central Middle School,191107000686,Estherville Lincoln Central Com Sch Dist,1911070,Estherville,51334,Estherville,51334,Yes participating without using any Provision or the CEO,314,,171
LA,Estherwood Elementary School,220003000011,Acadia Parish,2200030,Estherwood,70534,Estherwood,70534,Yes under Community Eligibility Option (CEO),217,,147
KY,Estill County Area Technology Center,210028902519,Kentucky Tech System,2100289,Irvine,40336,Irvine,40336,Yes participating without using any Provision or the CEO,0,,
KY,Estill County High School,210176000342,Estill County,2101760,Irvine,40336,Irvine,40336,Yes under Community Eligibility Option (CEO),647,385,415
KY,Estill County Middle School,210176000341,Estill County,2101760,Irvine,40336,Irvine,40336,Yes under Community Eligibility Option (CEO),407,257,273
KY,Estill County Success Academy,210176002406,Estill County,2101760,Irvine,40336,Irvine,40336,Yes under Community Eligibility Option (CEO),38,35,38
KY,Estill Springs Elementary,210176001746,Estill County,2101760,Irvine,40336,Irvine,40336,Yes under Community Eligibility Option (CEO),477,324,347
LA,Ethel Schoeffner Elementary School,220144000243,St. Charles Parish,2201440,Destrehan,70047,Destrehan,70047,Yes under Community Eligibility Option (CEO),406,,179
ME,Etna-Dixmont School,231478523182,RSU 19,2314785,Etna,04434,Etna,04434,Yes under Provision 2,180,36,74
KY,Eubank Elementary School,210495001227,Pulaski County,2104950,Eubank,42567,Eubank,42567,Yes under Community Eligibility Option (CEO),314,237,263
KS,Eudora Elementary School,200609001964,Eudora,2006090,Eudora,66025,Eudora,66025,Yes participating without using any Provision or the CEO,719,,286
KS,Eudora High  School,200609000542,Eudora,2006090,Eudora,66025,Eudora,66025,Yes participating without using any Provision or the CEO,552,,178
KS,Eudora Middle School,200609000874,Eudora,2006090,Eudora,66025,Eudora,66025,Yes participating without using any Provision or the CEO,388,,122
KS,Eudora Schools Virtual Learning,200609002165,Eudora,2006090,Eudora,66025,Eudora,66025,No,37,,
KS,Eugene Ware Elem,200795001410,Kansas City,2007950,Kansas City,66102,Kansas City,66102,Yes under Community Eligibility Option (CEO),244,,226
KS,Eugene Ware Elem,200618000146,Fort Scott,2006180,Fort Scott,66701,Fort Scott,66701,Yes under Community Eligibility Option (CEO),362,,220
LA,Eunice Career & Technical Education Center,220156001636,St. Landry Parish,2201560,Eunice,70535,Eunice,70535,Yes participating without using any Provision or the CEO,0,,
LA,Eunice Elementary School,220156001180,St. Landry Parish,2201560,Eunice,70535,Eunice,70535,Yes under Community Eligibility Option (CEO),220,,179
LA,Eunice High School,220156001181,St. Landry Parish,2201560,Eunice,70535,Eunice,70535,Yes under Community Eligibility Option (CEO),664,,445
LA,Eunice Junior High School,220156001182,St. Landry Parish,2201560,Eunice,70535,Eunice,70535,Yes under Community Eligibility Option (CEO),325,,262
KS,Eureka Jr/Sr High,200612000873,Eureka,2006120,Eureka,67045,Eureka,67045,Yes participating without using any Provision or the CEO,240,,146
ME,Eva Hoyt Zippel School,231086000367,RSU 79/MSAD 01,2310860,Presque Isle,04769,Presque Isle,04769,Yes under Provision 2,275,88,143
LA,Eva Legard Learning Center,220054010415,East Baton Rouge Parish,2200540,Baton Rouge,70802,Baton Rouge,70802,Yes under Community Eligibility Option (CEO),53,,24
LA,Evangeline Elementary School,220003000012,Acadia Parish,2200030,Evangeline,70537,Evangeline,70537,Yes under Community Eligibility Option (CEO),170,,97
LA,Evangeline Elementary School,220087001598,Lafayette Parish,2200870,Lafayette,70507,Lafayette,70507,Yes under Community Eligibility Option (CEO),642,,541
LA,Evangeline Reimagine Academy,220063010424,Evangeline Parish,2200630,Ville Platte,70586,Ville Platte,70586,Yes under Community Eligibility Option (CEO),120,,109
LA,Evans High School,220183001407,Vernon Parish,2201830,Evans,70639,Evans,70639,Yes under Community Eligibility Option (CEO),388,,291
IA,Evans Middle School,192211001316,Ottumwa Comm School District,1922110,Ottumwa,52501,Ottumwa,52501,Yes under Community Eligibility Option (CEO),689,,359
KY,Evarts Elementary School,210254000539,Harlan County,2102540,Evarts,40828,Evarts,40828,Yes under Community Eligibility Option (CEO),348,304,324
KS,Everest Middle,200747001040,South Brown County,2007470,Everest,66424,Everest,66424,Yes participating without using any Provision or the CEO,139,,84
LA,Evergreen Junior High School,220174001348,Terrebonne Parish,2201740,Houma,70360,Houma,70360,Yes under Community Eligibility Option (CEO),665,,426
KS,Ewalt Elementary,200363000741,Augusta,2003630,Augusta,67010,Augusta,67010,Yes participating without using any Provision or the CEO,322,,170
KY,Ewing Elementary School,210192000396,Fleming County,2101920,Ewing,41039,Ewing,41039,Yes under Community Eligibility Option (CEO),352,195,202
IA,Excelsior Middle School,191722001005,Linn-Mar Comm School District,1917220,Marion,52302,Marion,52302,Yes participating without using any Provision or the CEO,605,,160
IA,Exira-Elk Horn-Kimballton Elementary,191125002143,Exira-Elk Horn- Kimballton Comm Sch Dist,1911250,Exira,50076,Exira,50076,Yes participating without using any Provision or the CEO,186,,93
IA,ExiraElk Horn-Kimballton High School,191125000674,Exira-Elk Horn- Kimballton Comm Sch Dist,1911250,Elk Horn,51531,Elk Horn,51531,Yes participating without using any Provision or the CEO,188,,101
KS,Explorer Elementary School,200654001856,Goddard,2006540,Goddard,67052,Goddard,67052,Yes participating without using any Provision or the CEO,420,,125
IA,Expo Alternative Learning Center,193048002126,Waterloo Comm School District,1930480,Waterloo,50703,Waterloo,50703,Yes under Community Eligibility Option (CEO),578,,471
KY,Ezel Elementary School,210429001066,Morgan County,2104290,Ezel,41425,Ezel,41425,Yes under Community Eligibility Option (CEO),133,89,102
KY,Ezra Sparrow Early Childhood Center,210012001298,Anderson County,2100120,Lawrenceburg,40342,Lawrenceburg,40342,Yes under Community Eligibility Option (CEO),346,181,197
KS,F L Schlagle High,200795001425,Kansas City,2007950,Kansas City,66104,Kansas City,66104,Yes under Community Eligibility Option (CEO),800,,556
KY,F T Burns Elementary School,210147000311,Daviess County,2101470,Owensboro,42301,Owensboro,42301,Yes under Community Eligibility Option (CEO),446,273,328
KY,F T Burns Middle School,210147000296,Daviess County,2101470,Owensboro,42301,Owensboro,42301,Yes participating without using any Provision or the CEO,756,394,521
LA,F. K. White Middle School,220033000280,Calcasieu Parish,2200330,Lake Charles,70607,Lake Charles,70607,Yes participating without using any Provision or the CEO,645,,448
LA,Fair Park Middle School,220030002444,Caddo Parish,2200300,Shreveport,71109,Shreveport,71109,Yes participating without using any Provision or the CEO,619,,527
IA,Fairbank Elementary School,192976001693,Wapsie Valley Comm School District,1929760,Fairbank,50629,Fairbank,50629,Yes participating without using any Provision or the CEO,184,,42
KY,Fairdale Elementary,210299000626,Jefferson County,2102990,Fairdale,40118,Fairdale,40118,Yes under Community Eligibility Option (CEO),623,381,390
KY,Fairdale High,210299000651,Jefferson County,2102990,Fairdale,40118,Fairdale,40118,Yes under Community Eligibility Option (CEO),1401,846,880
