st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
VA,Glenvar Middle,510333001408,Roanoke County Public Schools,5103330,Salem,24153,Salem,24153,Yes participating without using any Provision or the CEO,424,136,154
WI,Glenwood City Elementary,550552000586,Glenwood City School District,5505520,Glenwood City,54013,Glenwood City,54013,Yes participating without using any Provision or the CEO,317,,138
WI,Glenwood City High,550552000587,Glenwood City School District,5505520,Glenwood City,54013,Glenwood City,54013,Yes participating without using any Provision or the CEO,203,,64
WI,Glenwood City Middle,550552000588,Glenwood City School District,5505520,Glenwood City,54013,Glenwood City,54013,Yes participating without using any Provision or the CEO,133,,55
WA,Glenwood Elementary,530303000248,Glenwood School District,5303030,Glenwood,98619,Glenwood,98619,Yes under Community Eligibility Option (CEO),33,15,18
WI,Glenwood Elementary,550594000652,Greenfield School District,5505940,Greenfield,53220,Greenfield,53220,Yes participating without using any Provision or the CEO,317,,204
VA,Glenwood Elementary,510384002220,Virginia Beach City Public Schools,5103840,Virginia Beach,23464,Virginia Beach,23464,Yes participating without using any Provision or the CEO,979,386,447
WA,Glenwood Elementary,530420000520,Lake Stevens School District,5304200,Lake Stevens,98258,Lake Stevens,98258,Yes participating without using any Provision or the CEO,650,153,179
WA,Glenwood Heights Primary,530038000051,Battle Ground School District,5300380,VANCOUVER,98662,Vancouver,98662,Yes participating without using any Provision or the CEO,589,285,331
WV,Glenwood School (K-8),540084000685,MERCER COUNTY SCHOOLS,5400840,Princeton,24739,Princeton,24739,Yes under Community Eligibility Option (CEO),620,361,
WA,Glenwood Secondary,530303000489,Glenwood School District,5303030,Glenwood,98619,Glenwood,98619,Yes under Community Eligibility Option (CEO),31,11,15
WI,Glidden Elementary,550005800590,Chequamegon School District,5500058,Glidden,54527,Glidden,54527,Yes under Community Eligibility Option (CEO),28,,16
VA,Gloucester & Mathews Counties Gov's Health Sciences Academy,510162002975,Gloucester County Public Schools,5101620,Gloucester,23061,Gloucester,23061,No,,,
VA,Gloucester High,510162000680,Gloucester County Public Schools,5101620,Gloucester,23061,Gloucester,23061,Yes participating without using any Provision or the CEO,1549,565,622
VT,Glover Community School,500043600137,Lake Region Union Elementary Middle School District,5000436,Glover,05839,Glover,05839,Yes under Community Eligibility Option (CEO),91,,42
WA,Glover Middle School,530825001377,Spokane School District,5308250,Spokane,99205,Spokane,99205,Yes under Community Eligibility Option (CEO),485,344,389
WY,Goins Elementary,560198000110,Laramie County School District #1,5601980,Cheyenne,82007,Cheyenne,82007,Yes participating without using any Provision or the CEO,311,115,150
WA,Gold Bar Elementary,530855000541,Sultan School District,5308550,Gold Bar,98251,Gold Bar,98251,Yes participating without using any Provision or the CEO,336,148,193
WI,Golda Meir School,550960001164,Milwaukee School District,5509600,Milwaukee,53212,Milwaukee,53212,Yes under Community Eligibility Option (CEO),1211,,660
WA,Goldendale High School,530309000490,Goldendale School District,5303090,GOLDENDALE,98620,GOLDENDALE,98620,Yes under Community Eligibility Option (CEO),313,166,214
WA,Goldendale Middle School,530309000491,Goldendale School District,5303090,GOLDENDALE,98620,GOLDENDALE,98620,Yes under Community Eligibility Option (CEO),262,148,194
WA,Goldendale Primary School,530309000492,Goldendale School District,5303090,GOLDENDALE,98620,GOLDENDALE,98620,Yes under Community Eligibility Option (CEO),300,166,207
WA,Goldendale Support Service Center,530309002988,Goldendale School District,5303090,GOLDENDALE,98620,GOLDENDALE,98620,No,8,,
WI,Gompers Elementary,550852000958,Madison Metropolitan School District,5508520,Madison,53704,Madison,53704,Yes participating without using any Provision or the CEO,220,,98
VA,Goochland Elementary,510165000685,Goochland County Public Schools,5101650,Goochland,23063,Goochland,23063,Yes participating without using any Provision or the CEO,357,103,108
VA,Goochland High,510165000686,Goochland County Public Schools,5101650,Goochland,23063,Goochland,23063,Yes participating without using any Provision or the CEO,846,265,273
VA,Goochland Middle,510165000687,Goochland County Public Schools,5101650,Goochland,23063,Goochland,23063,Yes participating without using any Provision or the CEO,599,182,194
WA,Good Beginnings Center,530774003084,Sedro-Woolley School District,5307740,Sedro-Woolley,98273,Sedro-Woolley,98273,Yes under Community Eligibility Option (CEO),136,55,62
WI,Goodman High,550558000592,Goodman-Armstrong Creek School District,5505580,Goodman,54125,Goodman,54125,Yes participating without using any Provision or the CEO,35,,21
WA,Goodman Middle School,530669000983,Peninsula School District,5306690,Gig Harbor,98335,Gig Harbor,98335,Yes participating without using any Provision or the CEO,480,84,105
WI,Goodman-Armstrong Elementary,550558000593,Goodman-Armstrong Creek School District,5505580,Goodman,54125,Goodman,54125,Yes participating without using any Provision or the CEO,36,,20
WI,Goodrich Elementary,550960001173,Milwaukee School District,5509600,Milwaukee,53224,Milwaukee,53224,Yes under Community Eligibility Option (CEO),288,,264
VA,Goodview Elementary,510036002526,Bedford County Public Schools,5100360,Goodview,24095,Goodview,24095,Yes under Community Eligibility Option (CEO),505,374,374
WI,Gordon Correctional Center,550003502836,Wisconsin Department of Corrections,5500035,Gordon,54838,Gordon,54838,No,0,,
VA,Gordon-Barbour Elementary,510282001172,Orange County Public Schools,5102820,Gordonsville,22942,Gordonsville,22942,Yes under Community Eligibility Option (CEO),344,229,229
VA,Goshen Post Elementary,510225003046,Loudoun County Public Schools,5102250,Aldie,20105,Aldie,20105,Yes participating without using any Provision or the CEO,976,71,76
WA,Gov John Rogers High School,530696001028,Puyallup School District,5306960,Puyallup,98373,Puyallup,98373,Yes participating without using any Provision or the CEO,1750,597,754
VA,Gov STEM Academy for Engineering Marketing and Information,510384002986,Virginia Beach City Public Schools,5103840,Virginia Beach,23456,Virginia Beach,23456,No,,,
VA,Governor's Academy for Career and Technical Education in Arl,510027003003,Arlington County Public Schools,5100270,Arlington,22204,Arlington,22204,No,,,
VA,Governor's Career and Technical Academy for Engineering Stud,510084002990,Chesterfield County Public Schools,5100840,Chesterfield,23832,Chesterfield,23832,No,,,
VA,Governor's Health Science Academy at T.C. Williams High,510012003067,Alexandria City Public Schools,5100120,Alexandria,22302,Alexandria,22302,No,,,
VA,Governor's Health Sciences Academy,510036003004,Bedford County Public Schools,5100360,Bedford,24523,Bedford,24523,No,,,
VA,Governor's School for the Arts,510217502231,Governor's School for the Arts,5102175,Norfolk,23510,Norfolk,23510,No,,,
VA,Governor's School of Southside Virginia,510002901505,Governor's School of Southside Virginia,5100029,Keysville,23947,Keysville,23947,No,,,
VA,Governor's STEM Academy at Osburn High School,510236003047,Manassas City Public Schools,5102360,Manassas,20110,Manassas,20110,No,,,
VA,Governor's STEM Academy at the Burton Center for Arts and Te,510333002996,Roanoke County Public Schools,5103330,Salem,24153,Salem,24153,No,,,
VA,Grace E. Metz Middle,510236002226,Manassas City Public Schools,5102360,Manassas,20110,Manassas,20110,Yes under Community Eligibility Option (CEO),1076,730,730
VA,Grace Miller Elementary,510132002184,Fauquier County Public Schools,5101320,Bealeton,22712,Bealeton,22712,Yes participating without using any Provision or the CEO,519,243,261
VA,Grafton Bethel Elementary,510415001814,York County Public Schools,5104150,Grafton,23692,Grafton,23692,Yes participating without using any Provision or the CEO,604,230,249
VT,Grafton Elementary School,500044600138,Athens Grafton School District,5000446,Grafton,05146,Grafton,05146,Yes under Community Eligibility Option (CEO),38,,25
WI,Grafton High,550561002248,Grafton School District,5505610,Grafton,53024,Grafton,53024,Yes participating without using any Provision or the CEO,720,,131
VA,Grafton High,510415001443,York County Public Schools,5104150,Yorktown,23692,Yorktown,23692,Yes participating without using any Provision or the CEO,1229,445,525
WV,Grafton High School,540138001053,TAYLOR COUNTY SCHOOLS,5401380,Grafton,26354,Grafton,26354,Yes under Community Eligibility Option (CEO),666,275,
VA,Grafton Middle,510415001445,York County Public Schools,5104150,Yorktown,23692,Yorktown,23692,No,913,,
VA,Grafton Village Elementary,510366001598,Stafford County Public Schools,5103660,Falmouth,22405,Falmouth,22405,Yes participating without using any Provision or the CEO,743,244,267
WA,Graham Elementary,530048002203,Bethel School District,5300480,Graham,98338,Graham,98338,Yes participating without using any Provision or the CEO,596,253,308
VA,Graham High,510381001653,Tazewell County Public Schools,5103810,Bluefield,24605,Bluefield,24605,Yes under Community Eligibility Option (CEO),530,452,452
WA,Graham Hill Elementary School,530771001175,Seattle School District No. 1,5307710,SEATTLE,98118,SEATTLE,98118,Yes under Community Eligibility Option (CEO),242,97,114
VA,Graham Intermediate,510381001652,Tazewell County Public Schools,5103810,Bluefield,24605,Bluefield,24605,Yes under Community Eligibility Option (CEO),383,330,330
WA,Graham Kapowsin High School,530048003003,Bethel School District,5300480,Graham,98338,Graham,98338,Yes participating without using any Provision or the CEO,2105,757,988
VA,Graham Middle,510381001654,Tazewell County Public Schools,5103810,Bluefield,24605,Bluefield,24605,Yes under Community Eligibility Option (CEO),325,278,278
VA,Graham Park Middle,510313001301,Prince William County Public Schools,5103130,Triangle,22172,Triangle,22172,Yes under Community Eligibility Option (CEO),683,499,499
VA,Graham Road Elementary,510126000483,Fairfax County Public Schools,5101260,Falls Church,22042,Falls Church,22042,Yes under Community Eligibility Option (CEO),408,355,355
WA,Grainger Elementary,530615000917,Okanogan School District,5306150,Okanogan,98840,Okanogan,98840,Yes under Community Eligibility Option (CEO),437,208,288
VA,Granby Elementary,510267001097,Norfolk City Public Schools,5102670,Norfolk,23505,Norfolk,23505,Yes under Community Eligibility Option (CEO),486,483,486
VA,Granby High,510267001098,Norfolk City Public Schools,5102670,Norfolk,23505,Norfolk,23505,Yes under Community Eligibility Option (CEO),1850,1813,1813
WI,Grand Avenue Elementary,551341001756,Sauk Prairie School District,5513410,Prairie du Sac,53578,Prairie du Sac,53578,Yes participating without using any Provision or the CEO,428,,112
VT,Grand Isle School,500043500140,Champlain Islands Unified Union School District #66,5000435,Grand Isle,05458,Grand Isle,05458,Yes under Community Eligibility Option (CEO),172,,33
WA,Grand Mound Elementary,530747001116,Rochester School District,5307470,Rochester,98579,Rochester,98579,Yes under Community Eligibility Option (CEO),512,263,369
WA,Grand Ridge Elementary,530375003067,Issaquah School District,5303750,Issaquah,98029,Issaquah,98029,Yes participating without using any Provision or the CEO,547,32,43
VA,Grandin Court Elementary,510330001420,Roanoke City Public Schools,5103300,Roanoke,24015,Roanoke,24015,Yes under Community Eligibility Option (CEO),360,357,360
WV,Grandview Elementary School,540060000400,KANAWHA COUNTY SCHOOLS,5400600,Charleston,25387,Charleston,25387,Yes under Community Eligibility Option (CEO),134,125,
WI,Grandview High,550960002577,Milwaukee School District,5509600,Milwaukee,53215,Milwaukee,53215,Yes under Community Eligibility Option (CEO),217,,198
WA,Grandview High School,530315000499,Grandview School District,5303150,Grandview,98930,Grandview,98930,Yes under Community Eligibility Option (CEO),1168,824,1023
WA,Grandview Middle School,530315000498,Grandview School District,5303150,Grandview,98930,Grandview,98930,Yes under Community Eligibility Option (CEO),845,623,769
VA,Grange Hall Elementary,510084000330,Chesterfield County Public Schools,5100840,Moseley,23120,Moseley,23120,Yes participating without using any Provision or the CEO,748,113,124
WY,Granger Elementary,560576200326,Sweetwater County School District #2,5605762,Granger,82934,Granger,82934,Yes participating without using any Provision or the CEO,3,,
WA,Granger High School,530318000502,Granger School District,5303180,Granger,98932,Granger,98932,Yes under Community Eligibility Option (CEO),408,314,383
WA,Granger Middle School,530318000504,Granger School District,5303180,Granger,98932,Granger,98932,Yes under Community Eligibility Option (CEO),421,325,392
WA,Granite Falls High School,530321000506,Granite Falls School District,5303210,Granite Falls,98252,Granite Falls,98252,Yes participating without using any Provision or the CEO,555,185,241
WA,Granite Falls Middle School,530321001770,Granite Falls School District,5303210,Granite Falls,98252,Granite Falls,98252,Yes participating without using any Provision or the CEO,462,182,232
WA,Granite Falls Open Doors,530321003485,Granite Falls School District,5303210,Granite Falls,98252,Granite Falls,98252,Yes under Community Eligibility Option (CEO),52,41,42
WI,Granite Ridge School,550981003139,Monona Grove School District,5509810,Cottage Grove,53527,Cottage Grove,53527,Yes participating without using any Provision or the CEO,477,,103
WA,Grant Elementary,530261000388,Ephrata School District,5302610,EPHRATA,98823,EPHRATA,98823,Yes under Community Eligibility Option (CEO),464,266,312
WA,Grant Elementary,530825001378,Spokane School District,5308250,Spokane,99202,Spokane,99202,Yes under Community Eligibility Option (CEO),319,251,264
WI,Grant Elementary,551365001784,Sheboygan Area School District,5513650,Sheboygan,53081,Sheboygan,53081,Yes under Community Eligibility Option (CEO),346,,278
WY,Grant Elementary,560215000141,Converse County School District #2,5602150,Glenrock,82637,Glenrock,82637,Yes participating without using any Provision or the CEO,189,48,75
WI,Grant Elementary,551590002050,Wausau School District,5515900,Wausau,54401,Wausau,54401,Yes under Community Eligibility Option (CEO),172,,114
WI,Grant Elementary,550882001016,Marshfield Unified School District,5508820,Marshfield,54449,Marshfield,54449,Yes participating without using any Provision or the CEO,584,,197
WI,Grant Elementary,551707002205,Wisconsin Rapids School District,5517070,Wisconsin Rapids,54494,Wisconsin Rapids,54494,Yes participating without using any Provision or the CEO,266,,90
WI,Grant Elementary,550732000808,Kenosha School District,5507320,Kenosha,53140,Kenosha,53140,Yes under Community Eligibility Option (CEO),184,,137
WA,Grant Elementary School,530870001470,Tacoma School District,5308700,Tacoma,98406,Tacoma,98406,Yes under Community Eligibility Option (CEO),376,108,123
WA,Grant Elementary School,530231000319,Eastmont School District,5302310,East Wenatchee,98802,East Wenatchee,98802,Yes under Community Eligibility Option (CEO),514,318,356
WI,Grant Gordon Learning Center,550960003058,Milwaukee School District,5509600,Milwaukee,53206,Milwaukee,53206,Yes under Community Eligibility Option (CEO),46,,34
WA,Grantham Elementary,530132000235,Clarkston School District,5301320,Clarkston,99403,Clarkston,99403,Yes under Community Eligibility Option (CEO),279,220,244
WI,Granton Elementary,550564000599,Granton Area School District,5505640,Granton,54436,Granton,54436,Yes under Community Eligibility Option (CEO),135,,76
WI,Granton High,550564000600,Granton Area School District,5505640,Granton,54436,Granton,54436,Yes under Community Eligibility Option (CEO),105,,57
WI,Grantosa Drive Elementary,550960001176,Milwaukee School District,5509600,Milwaukee,53218,Milwaukee,53218,Yes under Community Eligibility Option (CEO),551,,502
WI,Grantsburg Elementary,550567000601,Grantsburg School District,5505670,Grantsburg,54840,Grantsburg,54840,Yes participating without using any Provision or the CEO,174,,91
WI,Grantsburg High,550567000602,Grantsburg School District,5505670,Grantsburg,54840,Grantsburg,54840,Yes participating without using any Provision or the CEO,263,,111
WI,Grantsburg Middle,550567000603,Grantsburg School District,5505670,Grantsburg,54840,Grantsburg,54840,Yes participating without using any Provision or the CEO,306,,139
WA,Grapeview Elementary & Middle School,530324000507,Grapeview School District,5303240,Grapeview,98546,Grapeview,98546,Yes participating without using any Provision or the CEO,241,112,128
WA,Grass Lake Elementary School,530396000617,Kent School District,5303960,Kent,98042,Kent,98042,Yes participating without using any Provision or the CEO,354,92,121
WA,Grass Valley Elementary,530081003312,Camas School District,5300810,Camas,98607,Camas,98607,Yes participating without using any Provision or the CEO,475,66,73
VA,Grassfield Elementary,510081002432,Chesapeake City Public Schools,5100810,Chesapeake,23323,Chesapeake,23323,Yes participating without using any Provision or the CEO,1347,170,200
VA,Grassfield High,510081002765,Chesapeake City Public Schools,5100810,Chesapeake,23323,Chesapeake,23323,Yes participating without using any Provision or the CEO,2306,342,392
VA,Grassfield High School Governor's STEM Academy,510081002998,Chesapeake City Public Schools,5100810,Chesapeake,23323,Chesapeake,23323,No,,,
WA,Gravelly Lake K-12 Academy,530141003920,Clover Park School District,5301410,Lakewood,98499,Lakewood,98499,No,181,101,136
WA,Gray Middle School,530870001471,Tacoma School District,5308700,Tacoma,98409,Tacoma,98409,Yes under Community Eligibility Option (CEO),526,388,433
WA,Grays Harbor Academy,530003003633,Aberdeen School District,5300030,Aberdeen,98520,Aberdeen,98520,No,49,35,36
WA,Grays Harbor Juvenile Detention,530003002055,Aberdeen School District,5300030,Aberdeen,98520,Aberdeen,98520,No,13,9,9
WI,Grayside Elementary,550885002574,Mauston School District,5508850,Mauston,53948,Mauston,53948,Yes participating without using any Provision or the CEO,238,,147
VA,Grayson County High,510169000697,Grayson County Public Schools,5101690,Independence,24348,Independence,24348,Yes under Community Eligibility Option (CEO),457,428,428
VA,Grayson County High Career & Technical Education,510169000695,Grayson County Public Schools,5101690,Independence,24348,Independence,24348,No,,,
VA,Grayson Highlands,510169002806,Grayson County Public Schools,5101690,Troutdale,24378,Troutdale,24378,Yes under Community Eligibility Option (CEO),142,134,134
VA,Great Bridge High,510081002031,Chesapeake City Public Schools,5100810,Chesapeake,23322,Chesapeake,23322,Yes participating without using any Provision or the CEO,1530,356,377
VA,Great Bridge Intermediate,510081000456,Chesapeake City Public Schools,5100810,Chesapeake,23322,Chesapeake,23322,Yes participating without using any Provision or the CEO,727,128,142
VA,Great Bridge Middle,510081000296,Chesapeake City Public Schools,5100810,Chesapeake,23322,Chesapeake,23322,Yes participating without using any Provision or the CEO,1294,180,210
VA,Great Bridge Primary,510081000295,Chesapeake City Public Schools,5100810,Chesapeake,23322,Chesapeake,23322,Yes participating without using any Provision or the CEO,668,130,144
VA,Great Falls Elementary,510126000484,Fairfax County Public Schools,5101260,Great Falls,22066,Great Falls,22066,Yes participating without using any Provision or the CEO,517,26,28
WI,Great Lakes Elementary,551467000687,Superior School District,5514670,Superior,54880,Superior,54880,Yes participating without using any Provision or the CEO,358,,131
VA,Great Neck Middle,510384001686,Virginia Beach City Public Schools,5103840,Virginia Beach,23454,Virginia Beach,23454,Yes participating without using any Provision or the CEO,1059,249,318
WA,Great Northern Elementary,530327000508,Great Northern School District,5303270,SPOKANE,99224,SPOKANE,99224,Yes participating without using any Provision or the CEO,40,3,22
VA,Greater Peninsula Governor's STEM Academy,510000903010,New Horizons Career and Technical Center,5100009,Hampton,23666,Hampton,23666,No,,,
WV,Green Bank Elementary-Middle School,540114001448,POCAHONTAS COUNTY SCHOOLS,5401140,Green Bank,24944,Green Bank,24944,Yes under Community Eligibility Option (CEO),204,119,
WI,Green Bay Correctional Institution,550003501945,Wisconsin Department of Corrections,5500035,Green Bay,54307,Green Bay,54307,No,17,,
WI,Green Bay Head Start,550582002589,Green Bay Area Public School District,5505820,Green Bay,54302,Green Bay,54302,Yes under Community Eligibility Option (CEO),180,,180
WA,Green Gables Elementary School,530282001120,Federal Way School District,5302820,FEDERAL WAY,98023,FEDERAL WAY,98023,Yes under Community Eligibility Option (CEO),320,162,205
WA,Green Hill Academic School,530117000213,Chehalis School District,5301170,Chehalis,98532,Chehalis,98532,No,107,64,64
WI,Green Lake Elementary,550588000646,Green Lake School District,5505880,Green Lake,54941,Green Lake,54941,Yes participating without using any Provision or the CEO,152,,54
WA,Green Lake Elementary School,530771001176,Seattle School District No. 1,5307710,SEATTLE,98103,SEATTLE,98103,Yes participating without using any Provision or the CEO,322,92,100
WI,Green Lake High,550588000647,Green Lake School District,5505880,Green Lake,54941,Green Lake,54941,Yes participating without using any Provision or the CEO,134,,45
WA,Green Mountain Elementary,530108000530,Central Kitsap School District,5301080,BREMERTON,98312,BREMERTON,98312,Yes participating without using any Provision or the CEO,356,100,141
WA,Green Mountain School,530330000509,Green Mountain School District,5303300,WOODLAND,98674,WOODLAND,98674,Yes participating without using any Provision or the CEO,168,53,57
VT,Green Mountain Technology and Career Center,500039700106,Lamoille North Modified Union School District #058B,5000397,Hyde Park,05655,Hyde Park,05655,Yes under Community Eligibility Option (CEO),0,,
VT,Green Mountain Union High School,500042700348,Green Mountain Unified School District #77,5000427,Chester,05143,Chester,05143,Yes under Community Eligibility Option (CEO),293,,176
WA,Green Park Elementary School,530945001602,Walla Walla Public Schools,5309450,WALLA WALLA,99362,WALLA WALLA,99362,Yes under Community Eligibility Option (CEO),513,330,412
WY,Green River High School,560576200324,Sweetwater County School District #2,5605762,Green River,82935,Green River,82935,Yes participating without using any Provision or the CEO,757,136,225
VA,Green Run Collegiate,510384002957,Virginia Beach City Public Schools,5103840,Virginia Beach,23453,Virginia Beach,23453,Yes under Community Eligibility Option (CEO),376,313,313
VA,Green Run Elementary,510384001687,Virginia Beach City Public Schools,5103840,Virginia Beach,23453,Virginia Beach,23453,Yes under Community Eligibility Option (CEO),326,244,244
VA,Green Run High,510384001879,Virginia Beach City Public Schools,5103840,Virginia Beach,23456,Virginia Beach,23456,Yes under Community Eligibility Option (CEO),1444,1143,1143
VT,Green Street School,500043100061,Windham Southeast Unified Union School District #96,5000431,Brattleboro,05301,Brattleboro,05301,Yes under Community Eligibility Option (CEO),256,,165
WI,Green Tree Elementary,551629002130,West Bend School District,5516290,West Bend,53090,West Bend,53090,Yes participating without using any Provision or the CEO,354,,157
WI,Green Tree Preparatory Academy,550960003111,Milwaukee School District,5509600,Milwaukee,53223,Milwaukee,53223,Yes under Community Eligibility Option (CEO),496,,470
VA,Green Valley Elementary,510333001458,Roanoke County Public Schools,5103330,Roanoke,24018,Roanoke,24018,Yes participating without using any Provision or the CEO,493,191,227
WA,Greenacres Elementary,530111000194,Central Valley School District,5301110,Spokane Valley,99016,Spokane Valley,99016,Yes under Community Eligibility Option (CEO),614,298,349
WA,Greenacres Middle School,530111000195,Central Valley School District,5301110,Spokane Valley,99016,Spokane Valley,99016,Yes participating without using any Provision or the CEO,502,186,233
VA,Greenbriar East Elementary,510126000486,Fairfax County Public Schools,5101260,Fairfax,22033,Fairfax,22033,Yes participating without using any Provision or the CEO,911,283,317
VA,Greenbriar West Elementary,510126000487,Fairfax County Public Schools,5101260,Fairfax,22033,Fairfax,22033,Yes participating without using any Provision or the CEO,623,113,130
WV,Greenbrier East High School,540039000230,GREENBRIER COUNTY SCHOOLS,5400390,Lewisburg,24901,Lewisburg,24901,Yes under Community Eligibility Option (CEO),1013,465,
VA,Greenbrier Elementary,510078000275,Charlottesville City Public Schools,5100780,Charlottesville,22901,Charlottesville,22901,Yes under Community Eligibility Option (CEO),270,215,215
VA,Greenbrier Intermediate,510081000459,Chesapeake City Public Schools,5100810,Chesapeake,23320,Chesapeake,23320,Yes participating without using any Provision or the CEO,622,297,324
VA,Greenbrier Middle,510081002557,Chesapeake City Public Schools,5100810,Chesapeake,23320,Chesapeake,23320,Yes participating without using any Provision or the CEO,790,322,356
VA,Greenbrier Primary,510081002054,Chesapeake City Public Schools,5100810,Chesapeake,23320,Chesapeake,23320,Yes participating without using any Provision or the CEO,698,264,286
WV,Greenbrier West High School,540039000232,GREENBRIER COUNTY SCHOOLS,5400390,Charmco,25958,Charmco,25958,Yes under Community Eligibility Option (CEO),385,256,
VA,Greendale Elementary,510390001741,Washington County Public Schools,5103900,Abingdon,24210,Abingdon,24210,Yes under Community Eligibility Option (CEO),285,213,213
WI,Greendale High,550591002254,Greendale School District,5505910,Greendale,53129,Greendale,53129,Yes participating without using any Provision or the CEO,909,,246
WI,Greendale Middle,550591002255,Greendale School District,5505910,Greendale,53129,Greendale,53129,Yes participating without using any Provision or the CEO,613,,203
VA,Greene County Technical Education Center,510171001382,Greene County Public Schools,5101710,Standardsville,22973,Standardsville,22973,No,,,
WI,Greenfield Bilingual,550960001179,Milwaukee School District,5509600,Milwaukee,53215,Milwaukee,53215,Yes under Community Eligibility Option (CEO),555,,522
VA,Greenfield Elementary,510084000331,Chesterfield County Public Schools,5100840,North Chesterfield,23235,North Chesterfield,23235,Yes participating without using any Provision or the CEO,485,152,169
VA,Greenfield Elementary,510042002527,Botetourt County Public Schools,5100420,Troutville,24175,Troutville,24175,Yes participating without using any Provision or the CEO,435,150,159
WI,Greenfield Elementary,550072000095,Baldwin-Woodville Area School District,5500720,Baldwin,54002,Baldwin,54002,Yes participating without using any Provision or the CEO,805,,241
WI,Greenfield High,550594000653,Greenfield School District,5505940,Greenfield,53220,Greenfield,53220,Yes participating without using any Provision or the CEO,1127,,556
WI,Greenfield Middle,550594000654,Greenfield School District,5505940,Greenfield,53221,Greenfield,53221,Yes participating without using any Provision or the CEO,723,,401
WI,Greenland Elementary,551089001418,Oconomowoc Area School District,5510890,Oconomowoc,53066,Oconomowoc,53066,Yes participating without using any Provision or the CEO,253,,53
WV,Greenmont Elementary School,540162001153,WOOD COUNTY SCHOOLS,5401620,Vienna,26105,Vienna,26105,Yes under Community Eligibility Option (CEO),234,57,
VA,Greensville County High,510174000706,Greensville County Public Schools,5101740,Emporia,23847,Emporia,23847,Yes under Community Eligibility Option (CEO),602,599,607
VA,Greensville Elementary,510174001827,Greensville County Public Schools,5101740,Emporia,23847,Emporia,23847,Yes under Community Eligibility Option (CEO),988,985,994
WI,Greenville Elementary,550660002407,Hortonville Area School District,5506600,Greenville,54942,Greenville,54942,Yes participating without using any Provision or the CEO,611,,94
VA,Greenville Elementary,510132002786,Fauquier County Public Schools,5101320,Nokesville,20181,Nokesville,20181,Yes participating without using any Provision or the CEO,459,55,60
WI,Greenville Middle,550660002573,Hortonville Area School District,5506600,Greenville,54942,Greenville,54942,Yes participating without using any Provision or the CEO,757,,93
VA,Greenwood Elementary,510189002441,Henrico County Public Schools,5101890,Glen Allen,23059,Glen Allen,23059,Yes under Community Eligibility Option (CEO),620,579,579
WI,Greenwood Elementary,551305001722,River Falls School District,5513050,River Falls,54022,River Falls,54022,Yes participating without using any Provision or the CEO,401,,92
WI,Greenwood Elementary,550597000656,Greenwood School District,5505970,Greenwood,54437,Greenwood,54437,Yes under Community Eligibility Option (CEO),195,,93
WA,Greenwood Elementary School,530771001177,Seattle School District No. 1,5307710,SEATTLE,98117,SEATTLE,98117,Yes participating without using any Provision or the CEO,324,23,26
WI,Greenwood High,550597000657,Greenwood School District,5505970,Greenwood,54437,Greenwood,54437,Yes under Community Eligibility Option (CEO),155,,60
VA,Greenwood Mill Elementary,510147002808,Frederick County Public Schools,5101470,Winchester,22602,Winchester,22602,Yes participating without using any Provision or the CEO,582,210,229
WA,Gregory Heights Elementary,530354000528,Highline School District,5303540,Burien,98166,Burien,98166,Yes under Community Eligibility Option (CEO),482,191,253
WI,Gresham Elementary,550005602748,Gresham School District,5500056,Gresham,54128,Gresham,54128,Yes participating without using any Provision or the CEO,139,,78
WI,Gresham High,550005602740,Gresham School District,5500056,Gresham,54128,Gresham,54128,Yes participating without using any Provision or the CEO,162,,106
VA,Gretna Elementary,510294001216,Pittsylvania County Public Schools,5102940,Gretna,24557,Gretna,24557,Yes under Community Eligibility Option (CEO),453,385,385
VA,Gretna High,510294001218,Pittsylvania County Public Schools,5102940,Gretna,24557,Gretna,24557,Yes under Community Eligibility Option (CEO),539,461,461
VA,Gretna Middle,510294001217,Pittsylvania County Public Schools,5102940,Gretna,24557,Gretna,24557,Yes under Community Eligibility Option (CEO),398,341,341
WI,Grewenow Elementary,550732002260,Kenosha School District,5507320,Kenosha,53143,Kenosha,53143,Yes under Community Eligibility Option (CEO),264,,154
WY,Greybull Elementary,560317000176,Big Horn County School District #3,5603170,Greybull,82426,Greybull,82426,Yes participating without using any Provision or the CEO,209,85,117
WY,Greybull High School,560317000174,Big Horn County School District #3,5603170,Greybull,82426,Greybull,82426,Yes participating without using any Provision or the CEO,146,41,71
WY,Greybull Middle School,560317000378,Big Horn County School District #3,5603170,Greybull,82426,Greybull,82426,Yes participating without using any Provision or the CEO,106,44,62
WA,Greywolf Elementary School,530783002427,Sequim School District,5307830,Sequim,98382,Sequim,98382,Yes participating without using any Provision or the CEO,477,253,267
WA,Griffin Bay School,530765003136,San Juan Island School District,5307650,Friday Harbor,98250,Friday Harbor,98250,Yes participating without using any Provision or the CEO,35,10,12
WA,Griffin Bay School Open Doors,530765003700,San Juan Island School District,5307650,Friday Harbor,98250,Friday Harbor,98250,No,2,,
WA,Griffin Home,530723002343,Renton School District,5307230,Renton,98056,Renton,98056,No,3,,
WA,Griffin School,530333000510,Griffin School District,5303330,Olympia,98502,Olympia,98502,Yes participating without using any Provision or the CEO,575,147,171
