st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
FL,COTEE RIVER ELEMENTARY SCHOOL,120153002937,PASCO,1201530,NEW PORT RICHEY,34653,NEW PORT RICHEY,34653,Yes under Community Eligibility Option (CEO),559,384,403
CO,Cotopaxi Elementary School,080312000276,Fremont Re-3,0803120,COTOPAXI,81223,COTOPAXI,81223,Yes under Community Eligibility Option (CEO),80,,59
CO,Cotopaxi Junior-Senior High School,080312000277,Fremont Re-3,0803120,COTOPAXI,81223,COTOPAXI,81223,Yes under Community Eligibility Option (CEO),87,,54
CO,Cotton Creek Elementary School,080690001305,Adams 12 Five Star Schools,0806900,WESTMINSTER,80030,WESTMINSTER,80030,Yes participating without using any Provision or the CEO,498,,186
FL,COTTONDALE ELEMENTARY SCHOOL,120096001076,JACKSON,1200960,COTTONDALE,32431,COTTONDALE,32431,Yes under Community Eligibility Option (CEO),461,269,280
FL,COTTONDALE HIGH SCHOOL,120096001075,JACKSON,1200960,COTTONDALE,32431,COTTONDALE,32431,Yes under Community Eligibility Option (CEO),416,207,218
CO,Cottonwood Creek Elementary School,080291000188,Cherry Creek School District No. 5 in the county of Arapah,0802910,ENGLEWOOD,80111,ENGLEWOOD,80111,Yes participating without using any Provision or the CEO,521,,58
CO,Cottonwood Elementary School,080579001554,Montrose County School District Re-1J,0805790,MONTROSE,81401,MONTROSE,81402,Yes participating without using any Provision or the CEO,412,,169
CO,Cottonwood Plains Elementary School,080540000607,Thompson School District R-2J,0805400,FT COLLINS,80525,FT COLLINS,80525,Yes under Community Eligibility Option (CEO),345,,217
CO,Cougar Run Elementary School,080345001526,Douglas County School District No. Re 1,0803450,HIGHLANDS RANCH,80126,HIGHLANDS RANCH,80126,Yes participating without using any Provision or the CEO,360,,65
FL,COUNTRY CLUB MIDDLE SCHOOL,120039005913,MIAMI-DADE,1200390,MIAMI LAKES,33015,MIAMI LAKES,33015,Yes under Community Eligibility Option (CEO),578,342,368
FL,COUNTRY HILLS ELEMENTARY SCHOOL,120018002706,BROWARD,1200180,CORAL SPRINGS,33076,CORAL SPRINGS,33076,Yes participating without using any Provision or the CEO,872,263,317
FL,COUNTRY ISLES ELEMENTARY SCHOOL,120018002542,BROWARD,1200180,WESTON,33326,WESTON,33326,Yes participating without using any Provision or the CEO,816,172,220
FL,COUNTRY OAKS ELEMENTARY SCHOOL,120078002432,HENDRY,1200780,LABELLE,33935,LABELLE,33935,Yes under Community Eligibility Option (CEO),908,614,675
FL,COUNTRYSIDE HIGH SCHOOL,120156002242,PINELLAS,1201560,CLEARWATER,33761,CLEARWATER,33761,Yes under Community Eligibility Option (CEO),1593,549,619
FL,COUNTRYSIDE MONTESSORI ACADEMY,120153003916,PASCO,1201530,LAND O LAKES,34639,LAND O LAKES,34639,Yes participating without using any Provision or the CEO,355,3,6
FL,COUNTY ADMINISTRATIVE ANNEX,120051002602,ESCAMBIA,1200510,PENSACOLA,32503,PENSACOLA,32503,No,73,3,3
FL,COUNTY WIDE EXCEPTIONAL CHILD PROGRAMS,120108001161,LEE,1201080,FORT MYERS,33966,FORT MYERS,33966,No,81,17,18
FL,COUNTY WIDE EXCEPTIONAL STUDENT EDUCATION,120078002502,HENDRY,1200780,LABELLE,33935,LABELLE,33935,No,11,,
CT,Coventry Academy,090096011268,Coventry School District,0900960,Coventry,06238,Coventry,06238,Yes participating without using any Provision or the CEO,12,,7
CT,Coventry Grammar School,090096000142,Coventry School District,0900960,Coventry,06238,Coventry,06238,Yes participating without using any Provision or the CEO,360,,105
CT,Coventry High School,090096000143,Coventry School District,0900960,Coventry,06238,Coventry,06238,Yes participating without using any Provision or the CEO,406,,97
CO,Cowell Elementary School,080336000332,School District No. 1 in the county of Denver and State of C,0803360,DENVER,80204,DENVER,80204,Yes under Community Eligibility Option (CEO),270,,230
CO,Coyote Creek Elementary School,080345001250,Douglas County School District No. Re 1,0803450,HIGHLANDS RANCH,80129,HIGHLANDS RANCH,80129,Yes participating without using any Provision or the CEO,502,,54
CO,Coyote Hills Elementary School,080291002032,Cherry Creek School District No. 5 in the county of Arapah,0802910,AURORA,80016,AURORA,80016,Yes participating without using any Provision or the CEO,498,,120
CO,Coyote Ridge Elementary School,080690001668,Adams 12 Five Star Schools,0806900,BROOMFIELD,80020,BROOMFIELD,80020,Yes participating without using any Provision or the CEO,381,,53
CO,Coyote Ridge Elementary School,080540006406,Thompson School District R-2J,0805400,FORT COLLINS,80525,FORT COLLINS,80525,Yes participating without using any Provision or the CEO,264,,86
FL,CRACKER TRAIL ELEMENTARY SCHOOL,120084002824,HIGHLANDS,1200840,SEBRING,33875,SEBRING,33875,Yes under Community Eligibility Option (CEO),736,505,528
CO,Craig Middle School,080573000977,Moffat County School District RE: No. 1,0805730,CRAIG,81625,CRAIG,81625,Yes participating without using any Provision or the CEO,416,,244
FL,CRANBERRY ELEMENTARY SCHOOL,120168004142,SARASOTA,1201680,NORTH PORT,34286,NORTH PORT,34286,Yes participating without using any Provision or the CEO,779,391,543
CT,Cranbury Elementary School,090309000643,Norwalk School District,0903090,Norwalk,06851,Norwalk,06851,Yes under Community Eligibility Option (CEO),420,,165
CO,Craver Middle School,080615001074,Pueblo County School District 70,0806150,COLORADO CITY,81019,COLORADO CITY,81019,Yes participating without using any Provision or the CEO,152,,73
CO,Crawford Elementary School,080234000058,Aurora Joint District No. 28 of the counties of Adams and A,0802340,AURORA,80010,AURORA,80010,Yes under Community Eligibility Option (CEO),540,,523
FL,CRAWFORDVILLE ELEMENTARY SCHOOL,120195002015,WAKULLA,1201950,CRAWFORDVILLE,32327,CRAWFORDVILLE,32327,Yes under Community Eligibility Option (CEO),659,221,241
FL,CREATIVE ARTS ACADEMY OF ST. LUCIE,120177003500,ST. LUCIE,1201770,FORT PIERCE,34950,FORT PIERCE,34950,Yes participating without using any Provision or the CEO,468,148,304
FL,CREATIVE INSPIRATION JOURNEY SCHOOL OF ST CLOUD,120147008660,OSCEOLA,1201470,SAINT CLOUD,34772,SAINT CLOUD,34772,Yes participating without using any Provision or the CEO,590,58,115
DC,Creative Minds International PCS,110008400440,Creative Minds International PCS,1100084,Washington,20011,Washington,20011,Yes participating without using any Provision or the CEO,581,194,
CO,Creativity Challenge Community,080336006559,School District No. 1 in the county of Denver and State of C,0803360,DENVER,80210,DENVER,80210,Yes participating without using any Provision or the CEO,295,,49
CT,CREC Preschool at Progress Drive,090070011243,Capitol Region Education Council,0900700,Wethersfield,06109,Wethersfield,06109,Yes under Community Eligibility Option (CEO),118,,59
CO,Creede School,080315000279,Creede School District,0803150,CREEDE,81130,CREEDE,81130,Yes participating without using any Provision or the CEO,95,,47
FL,CREEKSIDE CHARTER ACADEMY,120087008571,HILLSBOROUGH,1200870,RIVERVIEW,33578,RIVERVIEW,33578,Yes participating without using any Provision or the CEO,773,290,405
CO,Creekside Elementary School,080291001404,Cherry Creek School District No. 5 in the county of Arapah,0802910,CENTENNIAL,80016,CENTENNIAL,80016,Yes participating without using any Provision or the CEO,556,,184
CO,Creekside Elementary School at Martin Park,080249000128,Boulder Valley School District No. Re2,0802490,BOULDER,80305,BOULDER,80305,Yes participating without using any Provision or the CEO,368,,107
FL,CREEKSIDE HIGH SCHOOL,120174007388,ST. JOHNS,1201740,SAINT JOHNS,32259,SAINT JOHNS,32259,No,2554,49,98
FL,CREEKSIDE MIDDLE SCHOOL,120192003808,VOLUSIA,1201920,PORT ORANGE,32128,PORT ORANGE,32128,Yes under Community Eligibility Option (CEO),1162,407,426
CO,Creighton Middle School,080480000708,Jefferson County School District No. R-1,0804800,LAKEWOOD,80226,LAKEWOOD,80226,Yes participating without using any Provision or the CEO,778,,451
FL,CRESCENT CITY JR-SR HIGH SCHOOL,120162001810,PUTNAM,1201620,CRESCENT CITY,32112,CRESCENT CITY,32112,Yes under Community Eligibility Option (CEO),994,683,733
CO,Cresson Elementary School,080318000280,Cripple Creek-Victor School District No. Re-1,0803180,CRIPPLE CREEK,80813,CRIPPLE CREEK,80813,Yes under Community Eligibility Option (CEO),125,,93
CO,Crest Academy,080633006500,Salida School District No. R-32,0806330,SALIDA,81201,SALIDA,81201,Yes participating without using any Provision or the CEO,56,,15
FL,CREST SCHOOL,120027002088,CITRUS,1200270,LECANTO,34461,LECANTO,34461,Yes under Community Eligibility Option (CEO),109,64,64
CO,Crest View Elementary School,080249000110,Boulder Valley School District No. Re2,0802490,BOULDER,80304,BOULDER,80304,Yes participating without using any Provision or the CEO,410,,128
CO,Crested Butte Elementary School,080447006629,Gunnison Watershed School District Re1J,0804470,CRESTED BUTTE,81224,CRESTED BUTTE,81224,Yes participating without using any Provision or the CEO,310,,66
CO,Crested Butte Secondary School,080447000655,Gunnison Watershed School District Re1J,0804470,CRESTED BUTTE,81224,CRESTED BUTTE,81224,Yes participating without using any Provision or the CEO,403,,56
FL,CRESTHAVEN ELEMENTARY SCHOOL,120018000212,BROWARD,1200180,POMPANO BEACH,33064,POMPANO BEACH,33064,Yes under Community Eligibility Option (CEO),473,326,327
CO,Cresthill Middle School,080345006219,Douglas County School District No. Re 1,0803450,HIGHLANDS RANCH,80130,HIGHLANDS RANCH,80130,Yes participating without using any Provision or the CEO,618,,138
CO,Crestone Charter School,080570001511,Moffat School District No. 2 in the county of Saguache and,0805700,CRESTONE,81131,CRESTONE,81131,Yes under Community Eligibility Option (CEO),87,,63
FL,CRESTVIEW ELEMENTARY SCHOOL,120039000402,MIAMI-DADE,1200390,MIAMI GARDENS,33056,MIAMI GARDENS,33056,Yes under Community Eligibility Option (CEO),238,158,171
FL,CRESTVIEW HIGH SCHOOL,120138001348,OKALOOSA,1201380,CRESTVIEW,32536,CRESTVIEW,32536,Yes participating without using any Provision or the CEO,2397,716,1043
FL,CRESTVIEW YOUTH ACADEMY,120138003446,OKALOOSA,1201380,CRESTVIEW,32539,CRESTVIEW,32539,No,11,3,3
FL,CRESTVIEW YOUTH ACADEMY (NON SECURE),120138008864,OKALOOSA,1201380,CRESTVIEW,32539,CRESTVIEW,32539,No,23,,
FL,CRESTWOOD COMMUNITY MIDDLE,120150002365,PALM BEACH,1201500,ROYAL PALM BEACH,33411,ROYAL PALM BEACH,33411,Yes under Community Eligibility Option (CEO),742,325,368
FL,CRESTWOOD ELEMENTARY SCHOOL,120087000939,HILLSBOROUGH,1200870,TAMPA,33614,TAMPA,33614,Yes under Community Eligibility Option (CEO),774,536,566
FL,CREWS LAKE MIDDLE SCHOOL.,120153007339,PASCO,1201530,SPRING HILL,34610,SPRING HILL,34610,Yes under Community Eligibility Option (CEO),759,406,443
CO,Cripple Creek-Victor Junior-Senior High School,080318000281,Cripple Creek-Victor School District No. Re-1,0803180,CRIPPLE CREEK,80813,CRIPPLE CREEK,80813,Yes under Community Eligibility Option (CEO),159,,103
FL,CROISSANT PARK ELEMENTARY SCHOOL,120018000158,BROWARD,1200180,FORT LAUDERDALE,33315,FORT LAUDERDALE,33315,Yes under Community Eligibility Option (CEO),653,436,436
CT,Cromwell High School,090099000145,Cromwell School District,0900990,Cromwell,06416,Cromwell,06416,Yes participating without using any Provision or the CEO,523,,158
CT,Cromwell Middle School,090099000147,Cromwell School District,0900990,Cromwell,06416,Cromwell,06416,Yes participating without using any Provision or the CEO,471,,125
FL,CROOKSHANK ELEMENTARY SCHOOL,120174001905,ST. JOHNS,1201740,ST AUGUSTINE,32084,ST AUGUSTINE,32084,Yes under Community Eligibility Option (CEO),662,408,428
FL,CROOMS ACADEMY OF INFORMATION TECHNOLOGY,120171002533,SEMINOLE,1201710,SANFORD,32771,SANFORD,32771,Yes participating without using any Provision or the CEO,764,194,315
CT,Crosby High School,090483000971,Waterbury School District,0904830,Waterbury,06705,Waterbury,06705,Yes under Community Eligibility Option (CEO),1452,,1227
FL,CROSS BAYOU ELEMENTARY SCHOOL,120156001612,PINELLAS,1201560,PINELLAS PARK,33782,PINELLAS PARK,33782,Yes under Community Eligibility Option (CEO),323,190,210
FL,CROSS CREEK SCHOOL,120018001356,BROWARD,1200180,POMPANO BEACH,33069,POMPANO BEACH,33069,Yes under Community Eligibility Option (CEO),94,66,66
CT,Cross Street Intermediate School,090264000502,Naugatuck School District,0902640,Naugatuck,06770,Naugatuck,06770,Yes under Community Eligibility Option (CEO),331,,194
FL,CROSSPOINTE ELEMENTARY SCHOOL,120150003899,PALM BEACH,1201500,BOYNTON BEACH,33426,BOYNTON BEACH,33426,Yes under Community Eligibility Option (CEO),647,435,467
FL,CROSSROAD ACADEMY,120060003066,GADSDEN,1200600,QUINCY,32351,QUINCY,32351,Yes under Community Eligibility Option (CEO),536,377,430
FL,CROSSROADS ACADEMY,120150004420,PALM BEACH,1201500,BELLE GLADE,33430,BELLE GLADE,33430,Yes under Community Eligibility Option (CEO),179,140,147
FL,CROTON ELEMENTARY SCHOOL,120015000116,BREVARD,1200150,MELBOURNE,32935,MELBOURNE,32935,Yes under Community Eligibility Option (CEO),483,299,320
CO,Crowley County Elementary K-6,080321001519,Crowley County School District No. Re-1-J,0803210,ORDWAY,81063,ORDWAY,81063,Yes under Community Eligibility Option (CEO),181,,135
CO,Crowley County Junior and Senior High School,080321000282,Crowley County School District No. Re-1-J,0803210,ORDWAY,81063,ORDWAY,81063,Yes under Community Eligibility Option (CEO),151,,90
CO,Crowley County Virtual Education Academy,080321006874,Crowley County School District No. Re-1-J,0803210,ORDWAY,81063,ORDWAY,81063,No,11,,
FL,CROWN POINT ELEMENTARY SCHOOL,120048002159,DUVAL,1200480,JACKSONVILLE,32257,JACKSONVILLE,32257,Yes under Community Eligibility Option (CEO),807,415,415
CO,Crown Pointe Charter Academy,080002001569,State Charter School Institute,0800020,WESTMINSTER,80031,WESTMINSTER,80031,Yes participating without using any Provision or the CEO,460,,277
FL,CRYSTAL LAKE ELEMENTARY SCHOOL,120129002770,MARTIN,1201290,STUART,34997,STUART,34997,Yes participating without using any Provision or the CEO,448,142,186
FL,CRYSTAL LAKE ELEMENTARY SCHOOL,120159001710,POLK,1201590,LAKELAND,33801,LAKELAND,33801,Yes under Community Eligibility Option (CEO),425,349,349
FL,CRYSTAL LAKE ELEMENTARY SCHOOL,120171005391,SEMINOLE,1201710,LAKE MARY,32746,LAKE MARY,32746,Yes participating without using any Provision or the CEO,688,228,327
FL,CRYSTAL LAKE MIDDLE SCHOOL,120159001782,POLK,1201590,LAKELAND,33801,LAKELAND,33801,Yes under Community Eligibility Option (CEO),865,683,683
FL,CRYSTAL LAKE MIDDLE SCHOOL,120018000261,BROWARD,1200180,POMPANO BEACH,33064,POMPANO BEACH,33064,Yes under Community Eligibility Option (CEO),926,544,544
CT,Crystal Lake School,090144000236,Ellington School District,0901440,Ellington,06029,Ellington,06029,Yes participating without using any Provision or the CEO,309,,73
FL,CRYSTAL LAKES ELEMENTARY SCHOOL,120150002872,PALM BEACH,1201500,BOYNTON BEACH,33472,BOYNTON BEACH,33472,Yes under Community Eligibility Option (CEO),769,249,281
CO,Crystal River Elementary School,080426001540,Roaring Fork School District No. Re-1,0804260,CARBONDALE,81623,CARBONDALE,81623,Yes participating without using any Provision or the CEO,447,,198
FL,CRYSTAL RIVER HIGH SCHOOL,120027000314,CITRUS,1200270,CRYSTAL RIVER,34428,CRYSTAL RIVER,34428,Yes under Community Eligibility Option (CEO),1312,675,675
FL,CRYSTAL RIVER MIDDLE SCHOOL,120027000312,CITRUS,1200270,CRYSTAL RIVER,34428,CRYSTAL RIVER,34428,Yes under Community Eligibility Option (CEO),911,542,542
FL,CRYSTAL RIVER PRIMARY SCHOOL,120027000313,CITRUS,1200270,CRYSTAL RIVER,34428,CRYSTAL RIVER,34428,Yes under Community Eligibility Option (CEO),667,437,437
DE,Crystal Run Elementary School,100008000394,Appoquinimink School District,1000080,Middletown,19709,Middletown,19709,Yes participating without using any Provision or the CEO,387,28,
FL,CRYSTAL SPRINGS ELEMENTARY SCHOOL,120048002556,DUVAL,1200480,JACKSONVILLE,32221,JACKSONVILLE,32221,Yes under Community Eligibility Option (CEO),921,597,597
FL,CUNNINGHAM CREEK ELEMENTARY SCHOOL,120174003018,ST. JOHNS,1201740,SAINT JOHNS,32259,SAINT JOHNS,32259,Yes participating without using any Provision or the CEO,722,63,78
FL,CURLEW CREEK ELEMENTARY SCHOOL,120156002393,PINELLAS,1201560,PALM HARBOR,34684,PALM HARBOR,34684,Yes under Community Eligibility Option (CEO),620,206,226
FL,CURTIS FUNDAMENTAL ELEMENTARY,120156001658,PINELLAS,1201560,DUNEDIN,34698,DUNEDIN,34698,Yes participating without using any Provision or the CEO,536,88,125
CO,Custer County Elementary School,080720001226,Custer County School District Consolidate 1,0807200,WESTCLIFFE,81252,WESTCLIFFE,81252,Yes participating without using any Provision or the CEO,152,,92
CO,Custer County High School,080720001225,Custer County School District Consolidate 1,0807200,WESTCLIFFE,81252,WESTCLIFFE,81252,Yes participating without using any Provision or the CEO,115,,53
CO,Custer Middle School,080720001732,Custer County School District Consolidate 1,0807200,WESTCLIFFE,81252,WESTCLIFFE,81252,Yes participating without using any Provision or the CEO,78,,39
FL,CUTLER BAY MIDDLE,120039000549,MIAMI-DADE,1200390,CUTLER BAY,33157,CUTLER BAY,33157,Yes under Community Eligibility Option (CEO),973,604,630
FL,CUTLER BAY SENIOR HIGH SCHOOL,120039000547,MIAMI-DADE,1200390,CUTLER BAY,33189,CUTLER BAY,33189,Yes under Community Eligibility Option (CEO),576,189,205
FL,CUTLER RIDGE ELEMENTARY SCHOOL,120039000403,MIAMI-DADE,1200390,CUTLER BAY,33189,CUTLER BAY,33189,Yes under Community Eligibility Option (CEO),404,259,276
FL,CYPRESS BAY HIGH SCHOOL,120018003815,BROWARD,1200180,WESTON,33332,WESTON,33332,Yes participating without using any Provision or the CEO,4632,466,606
FL,CYPRESS CREEK ELEMENTARY SCHOOL,120192005404,VOLUSIA,1201920,PORT ORANGE,32128,PORT ORANGE,32128,Yes under Community Eligibility Option (CEO),797,251,280
FL,CYPRESS CREEK ELEMENTARY SCHOOL,120087002827,HILLSBOROUGH,1200870,RUSKIN,33573,RUSKIN,33573,Yes under Community Eligibility Option (CEO),984,594,634
FL,CYPRESS CREEK HIGH,120144000865,ORANGE,1201440,ORLANDO,32824,ORLANDO,32824,Yes under Community Eligibility Option (CEO),3435,1322,1445
FL,CYPRESS CREEK HIGH SCHOOL,120153008517,PASCO,1201530,WESLEY CHAPEL,33544,WESLEY CHAPEL,33544,Yes under Community Eligibility Option (CEO),1910,441,502
FL,CYPRESS CREEK MIDDLE SCHOOL,120153008776,PASCO,1201530,WESLEY CHAPEL,33544,WESLEY CHAPEL,33544,Yes under Community Eligibility Option (CEO),1297,351,396
FL,CYPRESS CREEK TREATMENT CENTER,120027003035,CITRUS,1200270,LECANTO,34461,LECANTO,34461,No,63,,
FL,CYPRESS ELEMENTARY SCHOOL,120018000255,BROWARD,1200180,POMPANO BEACH,33060,POMPANO BEACH,33060,Yes under Community Eligibility Option (CEO),741,478,478
FL,CYPRESS ELEMENTARY SCHOOL,120147000913,OSCEOLA,1201470,KISSIMMEE,34743,KISSIMMEE,34743,Yes under Community Eligibility Option (CEO),470,294,315
FL,CYPRESS ELEMENTARY SCHOOL,120153001585,PASCO,1201530,NEW PORT RICHEY,34654,NEW PORT RICHEY,34654,Yes under Community Eligibility Option (CEO),595,347,366
FL,CYPRESS JUNCTION MONTESSORI,120159008572,POLK,1201590,WINTER HAVEN,33880,WINTER HAVEN,33880,No,193,,
FL,CYPRESS K-8 CENTER,120039000404,MIAMI-DADE,1200390,MIAMI,33165,MIAMI,33165,Yes under Community Eligibility Option (CEO),399,238,254
FL,CYPRESS LAKE HIGH SCHOOL,120108001150,LEE,1201080,FORT MYERS,33919,FORT MYERS,33919,Yes under Community Eligibility Option (CEO),1507,624,624
FL,CYPRESS LAKE MIDDLE SCHOOL,120108001127,LEE,1201080,FORT MYERS,33919,FORT MYERS,33919,Yes under Community Eligibility Option (CEO),753,299,299
FL,CYPRESS PALM MIDDLE SCHOOL,120033004489,COLLIER,1200330,NAPLES,34120,NAPLES,34120,Yes under Community Eligibility Option (CEO),828,447,447
FL,CYPRESS RIDGE ELEMENTARY SCHOOL,120105003074,LAKE,1201050,CLERMONT,34711,CLERMONT,34711,Yes under Community Eligibility Option (CEO),580,81,90
FL,CYPRESS RUN ALTERNATIVE CENTER,120018002593,BROWARD,1200180,POMPANO BEACH,33069,POMPANO BEACH,33069,Yes under Community Eligibility Option (CEO),147,99,99
FL,CYPRESS SPRINGS ELEMENTARY,120144002919,ORANGE,1201440,ORLANDO,32825,ORLANDO,32825,Yes under Community Eligibility Option (CEO),712,250,282
FL,CYPRESS TRAILS ELEMENTARY SCHOOL,120150002693,PALM BEACH,1201500,ROYAL PALM BEACH,33411,ROYAL PALM BEACH,33411,Yes under Community Eligibility Option (CEO),502,227,257
FL,CYPRESS WOODS ELEMENTARY SCHOOL,120156002479,PINELLAS,1201560,PALM HARBOR,34685,PALM HARBOR,34685,Yes participating without using any Provision or the CEO,712,161,208
CO,D'Evelyn Junior/Senior High School,080480000964,Jefferson County School District No. R-1,0804800,DENVER,80235,DENVER,80235,Yes participating without using any Provision or the CEO,1197,,145
FL,D. S. PARROTT MIDDLE SCHOOL,120081002603,HERNANDO,1200810,BROOKSVILLE,34601,BROOKSVILLE,34601,Yes under Community Eligibility Option (CEO),728,490,518
FL,D.A. DORSEY TECHNICAL COLLEGE,120039002141,MIAMI-DADE,1200390,MIAMI,33147,MIAMI,33147,No,0,,
CO,D60 Online School,080612006843,Pueblo School District No. 60 in the county of Pueblo and,0806120,PUEBLO,81005,PUEBLO,81005,No,115,,
CT,Dag Hammarskjold Middle School,090474000951,Wallingford School District,0904740,Wallingford,06492,Wallingford,06492,Yes participating without using any Provision or the CEO,564,,199
CT,Daisy Ingraham School,090498001042,Westbrook School District,0904980,Westbrook,06498,Westbrook,06498,Yes participating without using any Provision or the CEO,258,,86
CO,Dakota Ridge Senior High School,080480001543,Jefferson County School District No. R-1,0804800,LITTLETON,80127,LITTLETON,80127,Yes participating without using any Provision or the CEO,1307,,310
CO,Dakota Valley Elementary School,080291001671,Cherry Creek School District No. 5 in the county of Arapah,0802910,AURORA,80013,AURORA,80013,Yes participating without using any Provision or the CEO,584,,241
FL,DALE CASSENS EDUCATION COMPLEX,120177004149,ST. LUCIE,1201770,FORT PIERCE,34950,FORT PIERCE,34950,Yes participating without using any Provision or the CEO,212,94,141
FL,DALE R FAIR BABSON PARK ELEMENTARY,120159001779,POLK,1201590,BABSON PARK,33827,BABSON PARK,33827,Yes under Community Eligibility Option (CEO),465,186,192
CO,Dalton Elementary School,080234001295,Aurora Joint District No. 28 of the counties of Adams and A,0802340,AURORA,80013,AURORA,80013,Yes under Community Eligibility Option (CEO),445,,344
FL,DAN MCCARTY MIDDLE SCHOOL,120177001927,ST. LUCIE,1201770,FORT PIERCE,34950,FORT PIERCE,34950,Yes participating without using any Provision or the CEO,711,367,547
CT,Danbury High School,090102000150,Danbury School District,0901020,Danbury,06811,Danbury,06811,Yes under Community Eligibility Option (CEO),3603,,1989
FL,DANIA ELEMENTARY SCHOOL,120018000147,BROWARD,1200180,DANIA BEACH,33004,DANIA BEACH,33004,Yes under Community Eligibility Option (CEO),435,251,251
CO,Daniel C Oakes High School--Castle Rock,080345006218,Douglas County School District No. Re 1,0803450,CASTLE ROCK,80104,CASTLE ROCK,80104,Yes participating without using any Provision or the CEO,141,,45
CT,Daniel Hand High School,090228000411,Madison School District,0902280,Madison,06443,Madison,06443,No,776,,
FL,DANIEL JENKINS ACADEMY OF TECHNOLOGY MIDDLE SCHOOL,120159004435,POLK,1201590,HAINES CITY,33844,HAINES CITY,33844,Yes under Community Eligibility Option (CEO),499,343,343
CT,Daniels Farm School,090462000929,Trumbull School District,0904620,Trumbull,06611,Trumbull,06611,Yes participating without using any Provision or the CEO,514,,51
FL,DANTE B. FASCELL ELEMENTARY SCHOOL,120039003044,MIAMI-DADE,1200390,MIAMI,33193,MIAMI,33193,Yes under Community Eligibility Option (CEO),401,216,226
CT,Darcey School,090075011188,Cheshire School District,0900750,Cheshire,06410,Cheshire,06410,Yes participating without using any Provision or the CEO,145,,25
CT,Darien High School,090105000164,Darien School District,0901050,Darien,06820,Darien,06820,No,1398,,
FL,DARNELL COOKMAN MIDDLE/HIGH SCHOOL,120048002816,DUVAL,1200480,JACKSONVILLE,32209,JACKSONVILLE,32209,Yes under Community Eligibility Option (CEO),978,437,437
CO,Dartmouth Elementary School,080234000059,Aurora Joint District No. 28 of the counties of Adams and A,0802340,AURORA,80013,AURORA,80013,Yes under Community Eligibility Option (CEO),445,,343
FL,DATA HOUSE,120177003796,ST. LUCIE,1201770,FORT PIERCE,34981,FORT PIERCE,34981,No,14,3,3
FL,DAVE THOMAS EDUCATION CENTER WEST,120018003543,BROWARD,1200180,COCONUT CREEK,33063,COCONUT CREEK,33063,Yes under Community Eligibility Option (CEO),556,392,393
FL,DAVENPORT ELEMENTARY,120159008768,POLK,1201590,DAVENPORT,33837,DAVENPORT,33837,Yes under Community Eligibility Option (CEO),880,582,582
FL,DAVENPORT HIGH SCHOOL,120159008685,POLK,1201590,DAVENPORT,33837,DAVENPORT,33837,Yes under Community Eligibility Option (CEO),2481,1210,1210
CT,Davenport Ridge School,090432000852,Stamford School District,0904320,Stamford,06905,Stamford,06905,Yes under Community Eligibility Option (CEO),693,,271
FL,DAVENPORT SCHOOL OF THE ARTS,120159001725,POLK,1201590,DAVENPORT,33837,DAVENPORT,33837,Yes under Community Eligibility Option (CEO),1513,764,764
FL,DAVID C. HINSON SR. MIDDLE SCHOOL,120192005747,VOLUSIA,1201920,DAYTONA BEACH,32117,DAYTONA BEACH,32117,Yes under Community Eligibility Option (CEO),902,482,516
DE,David E. Robinson Elementary School,100018000395,Caesar Rodney School District,1000180,Wyoming,19934,Wyoming,19934,Yes participating without using any Provision or the CEO,574,180,
FL,DAVID FAIRCHILD ELEMENTARY SCHOOL,120039000415,MIAMI-DADE,1200390,MIAMI,33155,MIAMI,33155,Yes under Community Eligibility Option (CEO),478,103,110
FL,DAVID LAWRENCE JR. K-8 CENTER,120039004654,MIAMI-DADE,1200390,NORTH MIAMI,33181,NORTH MIAMI,33181,Yes under Community Eligibility Option (CEO),1276,585,631
CT,David Wooster Middle School,090444000900,Stratford School District,0904440,Stratford,06615,Stratford,06615,Yes participating without using any Provision or the CEO,547,,290
FL,DAVIDSEN MIDDLE SCHOOL,120087004351,HILLSBOROUGH,1200870,TAMPA,33626,TAMPA,33626,Yes under Community Eligibility Option (CEO),942,463,506
FL,DAVIDSON MIDDLE SCHOOL,120138003210,OKALOOSA,1201380,CRESTVIEW,32536,CRESTVIEW,32536,Yes participating without using any Provision or the CEO,1154,388,579
FL,DAVIE ELEMENTARY SCHOOL,120018002041,BROWARD,1200180,DAVIE,33314,DAVIE,33314,Yes under Community Eligibility Option (CEO),652,371,371
CT,Davis Academy for Arts & Design Innovation,090279000551,New Haven School District,0902790,New Haven,06515,New Haven,06515,Yes under Community Eligibility Option (CEO),489,,307
FL,DAVIS ELEMENTARY SCHOOL,120087004166,HILLSBOROUGH,1200870,TAMPA,33615,TAMPA,33615,Yes under Community Eligibility Option (CEO),534,379,408
FL,DAYSPRING ACADEMY,120153004426,PASCO,1201530,NEW PORT RICHEY,34654,NEW PORT RICHEY,34654,Yes under Community Eligibility Option (CEO),943,334,368
FL,DAYSPRING ANGELINE,120153010805,PASCO,1201530,NEW PORT RICHEY,34654,NEW PORT RICHEY,34654,,,,
FL,DAYSPRING JAZZ,120153008965,PASCO,1201530,PORT RICHEY,34668,PORT RICHEY,34668,Yes under Community Eligibility Option (CEO),262,133,151
